RegionID,SizeRank,RegionName,StateName,CountyName,CBSACode,medianHousePrice,LOGRECNO,Total:,"Management, business, science, and arts occupations:","Management, business, and financial occupations:",Management occupations,Business and financial operations occupations,"Computer, engineering, and science occupations:",Computer and mathematical occupations,Architecture and engineering occupations,"Life, physical, and social science occupations","Education, legal, community service, arts, and media occupations:",Community and social service occupations,Legal occupations,"Educational instruction, and library occupations","Arts, design, entertainment, sports, and media occupations",Healthcare practitioners and technical occupations:,Health diagnosing and treating practitioners and other technical occupations,Health technologists and technicians,Service occupations:,Healthcare support occupations,Protective service occupations:,"Firefighting and prevention, and other protective service workers including supervisors",Law enforcement workers including supervisors,Food preparation and serving related occupations,Building and grounds cleaning and maintenance occupations,Personal care and service occupations,Sales and office occupations:,Sales and related occupations,Office and administrative support occupations,"Natural resources, construction, and maintenance occupations:","Farming, fishing, and forestry occupations",Construction and extraction occupations,"Installation, maintenance, and repair occupations","Production, transportation, and material moving occupations:",Production occupations,Transportation occupations,Material moving occupations,NAME
394865,16,"Minneapolis-St Paul, MN",MN,Isanti,33460,275719.5,486,45439,66024,73464,76733,70298,77607,81649,76632,69372,47302,45481,87023,42701,47721,60682,70489,41441,21648,24125,50137,30092,70498,16204,24229,20359,38540,40475,37517,50534,30960,51463,51144,34249,37077,38220,25606,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
395056,17,"San Diego, CA",CA,San Diego,41740,582396.0,597,40304,68135,71944,78815,66192,85017,91683,85854,70416,46840,42985,108120,37025,36193,70396,85676,43345,22752,23397,50925,35657,77301,20635,22091,21198,34899,32493,35447,37470,22242,36003,41761,30185,32506,31873,22222,"San Diego-Carlsbad, CA Metro Area"
395121,18,"St. Louis, MO",MO,Jersey,41180,172424.0,589,40450,59895,67508,71017,64038,75002,78675,77256,57582,42317,39181,76561,40273,39220,55087,63500,34416,19978,23361,44294,26147,60801,12035,22829,17225,32951,33427,32788,46750,30577,46050,48596,32359,38565,40095,21621,"St. Louis, MO-IL Metro Area"
395148,19,"Tampa, FL",FL,Hernando,45300,212275.5,643,35987,54515,61707,66721,55159,67375,69090,73241,49411,40374,39005,60099,38966,36000,57045,67487,35826,21542,25666,42943,30291,60447,17848,21152,19832,31958,32380,31700,32365,16746,31710,39377,26508,30370,32126,18051,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
394358,20,"Baltimore, MD",MD,Howard,12580,290963.0,218,48290,70374,80365,82010,75225,90051,94774,90751,64803,50738,45687,82482,49516,49285,65220,74636,42311,23809,28454,56604,40003,72429,17406,23476,20628,36420,32732,37505,46081,19047,43542,51255,31971,41052,35831,23694,"Baltimore-Columbia-Towson, MD Metro Area"
394530,21,"Denver, CO",CO,Gilpin,19740,428284.5,306,45168,65183,72710,76899,67241,80441,85919,79999,58139,44903,42495,90970,42289,37435,61992,72187,40261,24136,28506,47398,40104,71872,20017,22953,22979,37517,41931,35886,40892,23609,40068,46409,31778,35211,36292,25292,"Denver-Aurora-Lakewood, CO Metro Area"
394982,22,"Pittsburgh, PA",PA,Fayette,38300,153166.5,548,40475,59472,66465,71632,60739,71612,72685,76125,52054,45383,37020,76932,48101,36751,56329,65185,36472,20425,23209,42207,25406,72300,13963,22713,20046,32003,30758,32902,45777,21606,46458,46448,35210,40422,37087,26898,"Pittsburgh, PA Metro Area"
394998,23,"Portland, OR",OR,Yamhill,38900,407409.5,554,42077,65461,71731,77365,62273,80760,86203,82800,54616,42981,43805,84230,40043,40511,70909,81017,42210,22288,23849,53809,40760,81067,20126,24565,19128,35964,37916,35456,41951,20732,42219,50050,32219,36414,40533,24551,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
394458,24,"Charlotte, NC",NC,Gaston,16740,220883.5,265,37941,60296,70947,74934,66667,82159,90403,80156,51483,41875,41866,67047,39474,42456,51688,62035,38847,20211,24459,41261,35790,48515,15681,20514,15365,32450,32718,32389,35512,18339,32133,41533,30518,32422,35545,22974,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
395045,25,"Sacramento, CA",CA,Placer,40900,408900.5,584,41509,66447,71008,75152,66216,73276,74682,79105,61250,45781,49336,100666,39192,34947,82220,101374,46371,21893,27209,63692,50132,87031,16426,25044,20558,36091,34626,36857,40272,19342,41434,40791,30494,35309,38750,21041,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
395055,26,"San Antonio, TX",TX,Medina,41700,199376.5,596,32483,53459,58979,60094,57421,66386,65236,69295,54066,45965,41674,66745,48519,37539,55552,67898,36827,18521,20360,37126,27812,56071,15062,19774,16269,29421,26141,30477,33081,28064,31297,41236,30344,30960,37648,22788,"San Antonio-New Braunfels, TX Metro Area"
394943,27,"Orlando, FL",FL,Orange,36740,240888.5,531,31970,51315,59886,61317,54372,64817,67224,66991,45000,39439,36708,59755,38954,34352,55518,66506,35602,21190,23334,30167,25222,47392,19240,20912,19052,27635,28024,27449,31879,18764,31756,33097,26277,29145,29611,20703,"Orlando-Kissimmee-Sanford, FL Metro Area"
394466,28,"Cincinnati, OH",OH,Kenton,17140,175168.0,272,40075,58124,66356,70274,61837,70177,70915,71966,55621,42405,40437,62396,42563,36360,54779,62082,34877,19888,23540,46228,32715,61466,12161,22913,15376,34952,40203,31868,42656,16017,41326,46732,31311,36714,35045,24165,"Cincinnati, OH-KY-IN Metro Area"
394475,29,"Cleveland, OH",OH,Geauga,17460,148026.5,278,39502,58032,63683,68411,60055,70456,68983,77580,57008,43431,42242,85843,40930,32253,56696,64771,36770,19062,22143,46528,32248,56031,12765,22127,16732,32368,31582,32956,42380,15364,41345,47196,33413,37171,37705,25833,"Cleveland-Elyria, OH Metro Area"
394735,30,"Kansas City, MO",MO,Platte,28140,194721.5,417,40793,57955,66939,70628,63643,72766,73065,77059,55629,43232,44743,85852,40630,43259,55168,66019,36298,21226,23109,42239,32766,51236,14975,22714,19421,35119,36615,34288,40531,19848,38295,42679,32230,37331,41810,23163,"Kansas City, MO-KS Metro Area"
394775,31,"Las Vegas, NV",NV,Clark,29820,275744.5,440,35636,56223,60009,61910,51398,62591,61913,74302,52588,45285,45116,71584,43555,40824,75841,88143,37883,29123,27451,39064,31110,70906,27010,27942,30802,31024,30055,31864,41211,31542,41767,40494,28415,31956,31667,23050,"Las Vegas-Henderson-Paradise, NV Metro Area"
394492,32,"Columbus, OH",OH,Morrow,18140,196302.5,286,40046,60578,67360,71555,62945,72549,77103,75219,46778,43495,41360,74207,41820,41296,55427,64920,34796,20855,26240,53666,38571,66923,13993,21147,16834,33748,33750,33747,39090,22424,37420,41532,29867,32048,36652,25512,"Columbus, OH Metro Area"
394705,33,"Indianapolis, IN",IN,Marion,26900,170644.0,397,38964,56092,65027,69662,58729,70643,66842,74977,69017,39828,41025,61975,38509,30155,54315,65045,37223,19689,24446,41009,34287,47676,14558,20773,15304,33405,35677,32452,41607,21075,39080,46164,31519,35091,38256,26001,"Indianapolis-Carmel-Anderson, IN Metro Area"
395059,34,"San Jose, CA",CA,San Benito,41940,1305937.0,600,61278,101585,111943,129834,88516,126382,134747,121453,86159,53935,50402,122097,43119,60456,85872,101852,50113,24834,29869,42232,30704,102184,20761,27252,18116,41343,36727,42960,46332,24117,46921,52118,35464,41922,35154,25799,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
394355,35,"Austin, TX",TX,Travis,12420,317625.0,216,42842,62381,73594,77177,64942,81275,85688,81545,61181,46860,43916,91045,43173,49564,61005,70159,36484,21021,28043,49293,36640,62574,16906,21305,17838,36991,40498,35587,36647,20590,35349,42392,30149,35198,33620,22027,"Austin-Round Rock, TX Metro Area"
395194,36,"Virginia Beach, VA",VA,Mathews,47260,234670.0,667,38032,54934,63153,63133,63171,74206,74239,77496,52251,43505,41835,60571,44585,35719,51489,70626,36143,20473,22304,48547,36597,54138,15520,19961,15997,30421,27388,31719,40247,36061,36608,42370,31648,39607,33379,25583,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
394902,37,"Nashville, TN",TN,Sumner,34980,271180.5,508,38210,56016,65583,67414,61402,67838,73905,67616,51148,42276,39379,65588,41011,42427,55986,65839,39854,20728,25395,37280,30047,41798,16745,20098,20571,33279,33492,33213,36069,10670,32264,45980,31424,33720,37699,22321,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
395005,38,"Providence, RI",RI,Bristol,39300,307374.0,559,41234,61448,67186,71385,61571,73664,72526,82092,51250,50116,42387,68194,52029,43358,57192,66676,40940,22662,28873,57696,35811,80454,18160,22279,19514,35822,33118,36695,50990,46859,50794,51261,33672,40589,33688,28010,"Providence-Warwick, RI-MA Metro Area"
394862,39,"Milwaukee, WI",WI,Ozaukee,33340,189989.0,485,40900,60755,67275,71800,62794,72200,75389,75115,55764,44893,43467,90357,41660,43725,59990,62454,41277,20091,21562,42959,30417,69710,13004,20869,19912,34509,34757,34400,45349,32535,45549,46643,32514,37593,32317,23607,"Milwaukee-Waukesha-West Allis, WI Metro Area"
394714,40,"Jacksonville, FL",FL,Nassau,27260,219102.0,403,36326,54288,61861,65678,57181,70160,75663,67214,54696,40342,41151,65709,37755,39064,51598,60354,39589,21165,25336,37625,30150,55554,16781,21945,14515,31913,33194,31451,36599,25146,31938,43877,30159,34906,40837,22185,"Jacksonville, FL Metro Area"
394849,41,"Memphis, TN",TN,Shelby,32820,142434.5,478,34065,53221,64537,67270,57787,66554,69464,60530,65784,40886,36865,60424,41671,31689,52802,61983,34647,20901,24065,37477,33838,50681,14829,18794,20310,31495,31084,31719,37438,30747,35177,46985,28204,31139,35536,23776,"Memphis, TN-MS-AR Metro Area"
394935,42,"Oklahoma City, OK",OK,Lincoln,36420,150929.5,525,34455,51196,57783,61729,50346,67060,63346,70937,64920,37008,40974,74188,33994,30870,51833,60555,36864,19991,25444,41843,39055,47113,12213,20968,16509,30049,27073,30765,38082,12469,36646,41388,30319,32187,32484,23008,"Oklahoma City, OK Metro Area"
394807,43,"Louisville-Jefferson County, KY",KY,Oldham,31140,170799.0,456,36803,53436,61169,65858,54210,66089,65215,71626,52055,41579,39084,67096,40756,36674,52256,60477,36480,19373,25276,36486,30728,46004,12708,21794,16217,31865,32158,31780,40498,23455,40595,41999,30837,35099,34117,22128,"Louisville/Jefferson County, KY-IN Metro Area"
394669,44,"Hartford, CT",CT,Tolland,25540,236933.5,377,48405,71621,80506,84461,76140,80613,81171,81117,70023,51315,51473,100852,45772,40712,65810,76212,47966,23567,27450,60055,45169,80034,12365,26029,19611,40088,40491,39773,50523,24295,50272,51825,33200,42533,31991,22007,"Hartford-West Hartford-East Hartford, CT Metro Area"
395022,45,"Richmond, VA",VA,Sussex,40060,233450.0,571,40731,58980,68758,74580,61415,75715,79814,72380,56059,46318,41858,90505,45409,43913,55974,66365,37912,20631,20861,46506,42209,52318,15555,21490,14462,34598,29927,36049,39242,17463,36048,49930,29722,34105,37279,21232,"Richmond, VA Metro Area"
394910,46,"New Orleans, LA",LA,Orleans,35380,202100.0,512,35785,52382,62011,63539,60779,63699,59810,75978,50730,42354,41784,67136,42449,32210,56486,63759,32161,19644,21929,43238,31823,49787,18013,15753,18799,30403,26206,31815,35220,26709,31057,42422,31980,39957,38830,24051,"New Orleans-Metairie, LA Metro Area"
394425,47,"Buffalo, NY",NY,Niagara,15380,162522.0,249,39319,55656,60324,63766,53324,67168,67636,70787,61787,45952,41653,56281,47035,42817,58285,67537,40390,20978,25478,61084,31416,74274,12027,22984,16048,32231,30695,33129,42435,20424,40634,51297,32112,37523,31702,20231,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
395012,48,"Raleigh, NC",NC,Franklin,39580,268414.5,565,42923,62215,72017,75864,65771,81553,91043,80679,57166,42667,45429,66671,36966,45603,59929,71705,39569,21315,26523,46037,39271,50489,14117,23774,19411,34422,32618,34972,34475,28247,29649,42391,30096,36088,28362,22876,"Raleigh, NC Metro Area"
394388,49,"Birmingham, AL",AL,Shelby,13820,158531.5,231,37628,53963,63359,67233,60449,67494,71401,73244,50805,44224,44614,71644,38494,32449,51816,58620,35551,17704,21161,41760,36001,50945,14762,20458,14019,32354,31731,33042,37232,17159,35270,48459,31970,35356,36204,21532,"Birmingham-Hoover, AL Metro Area"
395053,50,"Salt Lake City, UT",UT,Tooele,41620,351783.0,594,38105,55613,63781,69259,56769,67014,72516,73557,45872,41466,45341,67574,36635,42025,52374,67922,33830,19829,22264,40145,24827,50435,16848,21676,14796,32328,33577,32184,40222,23175,38627,42632,31920,33441,36560,26925,"Salt Lake City, UT Metro Area"
395031,51,"Rochester, NY",NY,Monroe,40380,145725.0,577,39762,57323,62545,65926,57210,66420,70994,68043,55004,48788,45324,66155,49449,42217,56624,61840,36021,20932,25940,42311,28860,75072,15673,21787,12015,32152,30988,32615,42035,30972,42074,45523,31000,36913,29235,21425,"Rochester, NY Metro Area"
394640,52,"Grand Rapids, MI",MI,Ottawa,24340,199465.0,360,35760,54421,61339,64466,55971,66484,66949,70820,47837,38796,42406,61679,37056,36106,51667,61863,35281,16734,21934,55043,17023,62118,11811,20106,13716,31765,32843,31282,37082,25000,36992,46713,32105,34728,40546,24018,"Grand Rapids-Wyoming, MI Metro Area"
395167,53,"Tucson, AZ",AZ,Pima,46060,202120.5,653,31405,49766,60283,67275,48333,63481,52000,77011,50611,35446,35428,61031,35615,24776,56157,71220,35795,20998,21779,50779,25765,61935,18484,20043,20571,26730,25719,27127,35920,23294,32355,42233,24792,28200,30685,20510,"Tucson, AZ Metro Area"
753924,54,"Urban Honolulu, HI",HI,Honolulu,46520,718809.0,661,40888,60979,64805,70682,57581,73233,72087,80342,61663,46660,47429,85956,47559,35118,76174,91762,49826,30133,29524,43761,36731,67087,24289,34114,24955,31567,27294,33975,50514,20864,50694,62175,34646,38409,40871,24823,"Urban Honolulu, HI Metro Area"
395169,55,"Tulsa, OK",OK,Pawnee,46140,143264.5,655,36075,50978,61284,65365,55576,67602,62529,76142,61506,37179,39561,51454,35276,37011,51694,66650,36436,19687,22840,36783,31483,47761,11546,20690,20036,30987,31341,30837,37442,18368,33496,47500,34848,40142,40958,23983,"Tulsa, OK Metro Area"
394619,56,"Fresno, CA",CA,Fresno,23420,256933.5,348,31493,53165,56947,61185,51919,71506,71370,70380,79549,43342,41966,85681,42665,36250,61019,80188,37454,21195,20644,56595,19664,69858,14569,24196,19793,30345,28458,31179,25328,17308,33663,41537,27550,29889,36659,18945,"Fresno, CA Metro Area"
395238,57,"Worcester, MA",MA,Windham,49340,286101.0,691,42410,65853,74435,80607,65347,86510,97996,83930,62445,46195,42104,96458,50282,36168,61831,72132,41375,23170,27252,65774,39654,81322,17164,24561,17046,35698,35893,35639,46738,20208,46232,48944,35584,40804,36100,23563,"Worcester, MA-CT Metro Area"
394415,58,"Stamford, CT",CT,Fairfield,14860,417675.5,246,50036,80839,100335,102404,90073,91665,91450,92318,90573,52427,50401,196429,50288,50795,66981,79922,43425,20260,23835,62814,60244,93363,21039,18956,12315,42124,44130,41475,37601,28548,33530,42375,30651,35723,30736,23170,"Bridgeport-Stamford-Norwalk, CT Metro Area"
394312,59,"Albuquerque, NM",NM,Sandoval,10740,196760.0,195,32305,51307,53438,52228,55878,70230,66848,80985,65261,37119,39905,65570,33007,29864,60680,72158,33056,19028,18876,42320,32074,58356,14395,20866,16192,28736,28817,28692,31031,16083,30135,32041,25799,28298,27504,18142,"Albuquerque, NM Metro Area"
394308,60,"Albany, NY",NY,Albany,10580,198789.0,193,42470,61623,66043,71188,59913,72872,70847,81328,57337,46505,38243,86144,48340,35790,62377,71176,39571,22372,27064,55687,27221,78900,15976,28620,17075,34580,30372,35646,47351,19103,50263,46580,35129,38946,40256,22439,"Albany-Schenectady-Troy, NY Metro Area"
394938,61,"Omaha, NE",NE,Douglas,36540,188493.0,528,40420,56695,61571,66358,56267,67370,70829,68779,56135,45013,38766,81823,42034,45818,55760,61968,38802,20254,24569,54486,35377,65717,12636,17699,20535,35167,36812,33997,40634,31845,37856,49641,32424,35741,42103,23886,"Omaha-Council Bluffs, NE-IA Metro Area"
394908,62,"New Haven, CT",CT,New Haven,35300,226398.5,511,42460,66450,72519,73896,70365,72815,72021,80165,54900,51617,49443,80148,50957,42496,69388,80374,51101,22374,28431,57486,37523,80820,16099,26337,15488,36442,36142,36545,43617,25115,38326,51720,34003,37322,35532,22492,"New Haven-Milford, CT Metro Area"
394357,63,"Bakersfield, CA",CA,Kern,12540,216495.0,217,30485,60005,61291,60793,62196,70705,48668,78955,61713,47346,50500,66984,50196,38901,67792,87310,48410,21343,23868,62461,28047,90739,16312,24324,10574,27005,22346,30028,26102,18952,40617,41552,30385,32140,37096,23286,"Bakersfield, CA Metro Area"
394753,64,"Knoxville, TN",TN,Loudon,28940,179380.5,426,32705,48609,54212,60950,47612,65321,57053,80384,55827,36638,33622,62146,34702,36474,45558,52239,34666,18334,21731,40000,40273,39080,12521,17427,16960,29237,25707,30278,36206,12425,35631,41929,30735,31685,38341,21588,"Knoxville, TN Metro Area"
394653,65,"Greenville, SC",SC,Laurens,24860,194021.5,369,34534,51840,60818,65378,51821,70813,61618,82760,57250,36855,41359,55607,35219,27421,50901,60442,33637,17124,19641,36296,25293,40515,13740,19777,13636,31018,31316,30900,31644,20148,30101,42245,31376,35485,33247,21724,"Greenville-Anderson-Mauldin, SC Metro Area"
394952,66,"Ventura, CA",CA,Ventura,37100,605954.5,536,39009,69088,74304,81062,65392,86187,91378,86072,77013,50517,50395,82023,42128,46604,70759,81625,41171,21877,23826,86932,36467,110157,15610,26594,17240,35331,34015,35847,30713,20327,41655,45627,31292,36838,32067,21998,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
394318,67,"Allentown, PA",PA,Lehigh,10900,205037.0,197,40250,60712,68178,71709,61430,70868,68550,73965,73810,45448,39369,71088,47135,39782,61196,70824,40155,20340,25355,48033,35538,65527,12863,22289,13806,32240,30810,33755,44535,27622,44951,45738,36201,40110,46626,25489,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
394561,68,"El Paso, TX",TX,El Paso,21340,128070.5,323,26013,49199,50221,50987,46043,54678,57345,48978,50392,45699,36290,63750,46781,24130,55606,62448,32289,16563,16484,46750,26972,71271,13169,15431,14832,21672,20510,22765,29380,25762,26456,32483,24715,23503,33858,19396,"El Paso, TX Metro Area"
394367,69,"Baton Rouge, LA",LA,Ascension,12940,193690.5,221,39378,53887,62433,65845,57212,70796,61626,90248,49469,43647,36933,83671,43890,30939,55550,61974,41097,20545,21459,39455,30615,47045,15277,19523,18016,30314,25469,31920,41981,6034,41372,51668,37424,51659,39303,26274,"Baton Rouge, LA Metro Area"
394521,70,"Dayton, OH",OH,Greene,19380,125192.5,302,36653,57294,65121,66894,61338,79240,79711,83299,65882,41494,37255,53442,44009,32077,50279,60446,35688,17152,23521,43406,22281,63912,12063,20784,14171,30717,27190,31935,41415,31028,39021,44935,32007,35408,32291,26442,"Dayton, OH Metro Area"
394843,71,"McAllen, TX",TX,Hidalgo,32580,111292.0,475,24834,44781,48185,51028,37317,46421,50760,45276,39397,40864,38504,47025,46304,9741,44512,66115,26955,14853,14807,39041,27538,43730,12351,14832,9822,21851,17295,24335,27665,20753,31799,27240,23292,22690,29824,19210,"McAllen-Edinburg-Mission, TX Metro Area"
394486,72,"Columbia, SC",SC,Saluda,17900,152743.0,283,33629,51311,57058,62468,50646,59792,58573,70779,46677,41669,42402,50930,40292,43864,53358,62020,39417,19896,22931,43910,32037,49063,13201,20000,15107,30097,25597,31001,34211,23078,31139,45293,27151,31433,28251,24439,"Columbia, SC Metro Area"
394648,73,"Greensboro, NC",NC,Randolph,24660,142359.5,367,33396,51083,57553,59994,55106,70197,72345,70764,54154,38929,36681,100386,39411,33546,50427,60161,36928,21347,24840,40767,35640,43610,15274,23544,21372,30617,26133,32049,31910,21664,26769,40720,27325,29209,31014,19806,"Greensboro-High Point, NC Metro Area"
394304,74,"Akron, OH",OH,Summit,10420,144448.5,189,36838,56800,64519,69647,56835,72674,76676,71452,50962,36607,37057,51785,35914,31629,55510,62190,40203,16675,23069,56091,19689,70308,10779,20583,13688,31893,30871,32364,39630,24290,39520,40730,31802,35303,32585,22850,"Akron, OH Metro Area"
753906,75,"North Port-Sarasota-Bradenton, FL",FL,Manatee,35840,273034.5,516,32959,52563,62126,59551,75261,72263,72599,84529,40683,40135,31018,52800,41627,30037,55558,65974,30383,21414,25741,40476,26703,61309,20179,22947,15134,31191,33297,30436,32994,20299,32774,36380,26993,30118,30077,21160,"North Port-Sarasota-Bradenton, FL Metro Area"
394798,76,"Little Rock, AR",AR,Lonoke,30780,149179.0,450,36269,53565,60768,63399,55021,66808,69487,71084,62485,42423,49349,52498,36627,47073,52457,66037,36776,19240,23009,38208,27347,46386,13433,18184,17382,31171,28902,31883,36395,31622,32567,38929,31882,33486,40998,25308,"Little Rock-North Little Rock-Conway, AR Metro Area"
395134,77,"Stockton, CA",CA,San Joaquin,44700,365585.0,637,36435,61034,65639,71948,55603,88966,90998,98540,51318,43042,40791,70071,41479,41261,70734,97410,47586,23882,28733,49644,31897,90350,16765,26221,17014,32848,30550,35319,36707,22016,40335,52000,31893,34979,39292,25874,"Stockton-Lodi, CA Metro Area"
394457,78,"Charleston, SC",SC,Berkeley,16700,265514.0,264,39521,56149,61351,63943,55248,76827,77638,80085,52646,41254,32497,61753,40674,40188,58371,63933,40829,20756,26179,44842,40855,51988,17648,20776,16632,33401,33127,33552,32307,21210,28022,41366,31752,37367,32391,20468,"Charleston-North Charleston, SC Metro Area"
