"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.9955,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.8324,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.7222,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.667,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.6704,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.7429,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.8494,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.956,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.0414,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.1094,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.1644,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.2053,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.2315,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-06",101.2346,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-07",101.2054,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-08",101.1631,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-09",101.1273,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-10",101.1029,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-11",101.0593,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-12",100.9457,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-01",100.7273,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-02",100.4901,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-03",100.3614,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-04",100.4477,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.6653,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.9198,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-07",101.154,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-08",101.3598,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-09",101.5355,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-10",101.6733,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-11",101.7747,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-12",101.824,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.797,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.722,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.6253,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-04",101.5241,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-05",101.4416,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-06",101.414,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.4793,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.6101,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-09",101.7841,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-10",101.9877,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-11",102.177,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-12",102.2871,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-01",102.2554,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-02",102.1244,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-03",101.93,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-04",101.6891,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-05",101.4514,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-06",101.2742,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-07",101.1939,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-08",101.138,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-09",101.0049,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.7201,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.3692,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.0694,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-01",99.90775,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-02",99.82718,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-03",99.75595,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-04",99.65533,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-05",99.55808,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-06",99.53417,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-07",99.65299,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-08",99.87233,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.1527,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.471,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.7736,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.9849,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-01",101.0322,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.9614,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.8082,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.5867,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.3612,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.2096,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.1917,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.2428,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.2772,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.2239,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-11",100.077,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-12",99.80666,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.36269,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-02",98.80146,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-03",98.17792,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-04",97.55455,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-05",97.07281,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-06",96.97112,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.46125,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.22472,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.86742,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.10104,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-11",99.04514,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.8504,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.61133,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.41791,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.37785,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.59323,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.9838,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.48058,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.0443,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-08",100.5778,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-09",100.9469,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-10",101.032,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.9437,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.7987,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.6694,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.589,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.592,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-04",100.7033,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-05",100.8464,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-06",100.9194,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.8407,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-08",100.6635,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-09",100.4422,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-10",100.1969,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.92191,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.59394,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.20972,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.87685,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.77258,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-04",99.05139,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.52376,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.95417,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-07",100.1654,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-08",100.1849,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-09",100.0333,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-10",99.70545,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-11",99.32133,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-12",99.01679,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.88976,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.86726,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.86097,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.81847,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.75805,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.72543,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.7682,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.88257,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.07695,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.36393,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.67223,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.91147,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2013-01",100.0156,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.0556,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.1227,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.2764,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.4651,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.6096,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.6514,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.6459,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.6711,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.7841,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.9469,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.1055,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.2194,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.2954,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.339,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.3438,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.3137,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.2371,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.0968,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.9263,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.7659,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.6491,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.5789,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.5671,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.6267,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.7058,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.7345,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.6523,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.4854,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.2576,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.98483,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.73157,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.58895,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.63361,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.77579,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.9069,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.94958,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.91886,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.83445,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.70647,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.57491,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.49026,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.49796,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.57575,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.70773,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.88842,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.0726,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.203,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.2353,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.2156,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.1995,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.2227,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.2677,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.3025,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.2963,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.2466,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.1441,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2017-10",99.9817,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2017-11",99.81628,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2017-12",99.7262,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2018-01",99.77242,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2018-02",99.88407,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2018-03",99.96761,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2018-04",99.95061,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2018-05",99.85369,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.7011,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2018-07",99.51131,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2018-08",99.34334,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2018-09",99.27782,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2018-10",99.37647,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2018-11",99.53897,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.63336,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.56261,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.39927,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.23942,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.14926,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.10819,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.08666,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.075,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.09267,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.18354,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.38193,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.60528,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.73398,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.66608,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.46677,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.20313,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.91027,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.62186,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.37669,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.22072,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.16602,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.26077,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.55809,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.93546,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.24313,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.3726,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.39487,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.39809,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.43269,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2021-05",99.47542,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2021-06",99.47238,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2021-07",99.37411,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2021-08",99.21629,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2021-09",99.03806,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.1154,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.1667,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.1409,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.1529,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.1547,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.0907,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.0514,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2000-08",101.977,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2000-09",101.8588,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2000-10",101.7719,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2000-11",101.6311,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.3675,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.0952,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2001-02",100.8921,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.8,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.7381,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.7029,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.6218,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.4444,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.1692,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2001-09",99.86514,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.73478,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.82355,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.0763,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.327,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.506,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.6593,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.7094,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.6882,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.5184,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.2902,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.0934,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.91396,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.71156,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2002-11",99.57585,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2002-12",99.42213,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.207,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.04782,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.09119,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.39962,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2003-05",99.71473,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2003-06",99.89017,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2003-07",99.95406,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2003-08",99.93665,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2003-09",99.9542,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.0647,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.2651,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2003-12",100.4595,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.644,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2004-02",100.6169,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2004-03",100.5563,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.4838,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.4509,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.5401,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.6638,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.7128,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.6894,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.681,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.7329,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.8065,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.8332,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.7653,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.6181,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.4797,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.4581,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.5482,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.4932,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.1791,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2005-09",99.77641,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.66631,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2005-11",99.92242,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.3119,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.5633,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.5962,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.5414,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.4373,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.2667,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.2081,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.2093,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.2491,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.4293,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.7002,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.8608,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.9398,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.9651,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.8657,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.7431,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.6946,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.7034,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.6559,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.5885,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.3873,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.1501,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2007-10",99.86594,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2007-11",99.54181,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2007-12",99.28604,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.04591,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2008-02",98.69981,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2008-03",98.29215,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2008-04",97.79872,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2008-05",97.34222,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.02188,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2008-07",96.95865,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.06643,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.1205,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.87109,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.64175,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.50918,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.43431,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.43416,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.66621,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.12848,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.58033,
