geoName,Real Estate Broker,year
Washington,8,2012-10-31
West Virginia,0,2012-10-31
Wisconsin,0,2012-10-31
Wyoming,0,2012-10-31
Alabama,0,2012-11-30
Alaska,0,2012-11-30
Arizona,11,2012-11-30
Arkansas,100,2012-11-30
California,5,2012-11-30
Colorado,0,2012-11-30
Connecticut,0,2012-11-30
Delaware,0,2012-11-30
District of Columbia,0,2012-11-30
Florida,21,2012-11-30
Georgia,11,2012-11-30
Hawaii,0,2012-11-30
Idaho,0,2012-11-30
Illinois,4,2012-11-30
Indiana,17,2012-11-30
Iowa,0,2012-11-30
Kansas,0,2012-11-30
Kentucky,0,2012-11-30
Louisiana,0,2012-11-30
Maine,0,2012-11-30
Maryland,0,2012-11-30
Massachusetts,0,2012-11-30
Michigan,0,2012-11-30
Minnesota,0,2012-11-30
Mississippi,0,2012-11-30
Missouri,0,2012-11-30
Montana,0,2012-11-30
Nebraska,0,2012-11-30
Nevada,0,2012-11-30
New Hampshire,0,2012-11-30
New Jersey,0,2012-11-30
New Mexico,56,2012-11-30
New York,24,2012-11-30
North Carolina,17,2012-11-30
North Dakota,0,2012-11-30
Ohio,0,2012-11-30
Oklahoma,29,2012-11-30
Oregon,0,2012-11-30
Pennsylvania,7,2012-11-30
Rhode Island,0,2012-11-30
South Carolina,25,2012-11-30
South Dakota,0,2012-11-30
Tennessee,0,2012-11-30
Texas,13,2012-11-30
Utah,0,2012-11-30
Vermont,0,2012-11-30
Virginia,10,2012-11-30
Washington,16,2012-11-30
West Virginia,0,2012-11-30
Wisconsin,0,2012-11-30
Wyoming,0,2012-11-30
Alabama,36,2012-12-31
Alaska,0,2012-12-31
Arizona,34,2012-12-31
Arkansas,0,2012-12-31
California,32,2012-12-31
Colorado,34,2012-12-31
Connecticut,21,2012-12-31
Delaware,0,2012-12-31
District of Columbia,0,2012-12-31
Florida,46,2012-12-31
Georgia,0,2012-12-31
Hawaii,0,2012-12-31
Idaho,0,2012-12-31
Illinois,13,2012-12-31
Indiana,25,2012-12-31
Iowa,0,2012-12-31
Kansas,0,2012-12-31
Kentucky,0,2012-12-31
Louisiana,49,2012-12-31
Maine,0,2012-12-31
Maryland,30,2012-12-31
Massachusetts,36,2012-12-31
Michigan,11,2012-12-31
Minnesota,18,2012-12-31
Mississippi,74,2012-12-31
Missouri,20,2012-12-31
Montana,0,2012-12-31
Nebraska,0,2012-12-31
Nevada,0,2012-12-31
New Hampshire,100,2012-12-31
New Jersey,36,2012-12-31
New Mexico,0,2012-12-31
New York,47,2012-12-31
North Carolina,24,2012-12-31
North Dakota,0,2012-12-31
Ohio,34,2012-12-31
Oklahoma,49,2012-12-31
Oregon,28,2012-12-31
Pennsylvania,0,2012-12-31
Rhode Island,0,2012-12-31
South Carolina,0,2012-12-31
South Dakota,0,2012-12-31
Tennessee,0,2012-12-31
Texas,32,2012-12-31
Utah,0,2012-12-31
Vermont,0,2012-12-31
Virginia,29,2012-12-31
Washington,13,2012-12-31
West Virginia,0,2012-12-31
Wisconsin,0,2012-12-31
Wyoming,0,2012-12-31
Alabama,73,2013-01-31
Alaska,0,2013-01-31
Arizona,17,2013-01-31
Arkansas,0,2013-01-31
California,30,2013-01-31
Colorado,16,2013-01-31
Connecticut,0,2013-01-31
Delaware,0,2013-01-31
District of Columbia,32,2013-01-31
Florida,37,2013-01-31
Georgia,7,2013-01-31
Hawaii,0,2013-01-31
Idaho,0,2013-01-31
Illinois,19,2013-01-31
Indiana,23,2013-01-31
Iowa,0,2013-01-31
Kansas,42,2013-01-31
Kentucky,0,2013-01-31
Louisiana,47,2013-01-31
Maine,90,2013-01-31
Maryland,15,2013-01-31
Massachusetts,19,2013-01-31
Michigan,0,2013-01-31
Minnesota,33,2013-01-31
Mississippi,0,2013-01-31
Missouri,0,2013-01-31
Montana,0,2013-01-31
Nebraska,0,2013-01-31
Nevada,0,2013-01-31
New Hampshire,0,2013-01-31
New Jersey,22,2013-01-31
New Mexico,0,2013-01-31
New York,31,2013-01-31
North Carolina,33,2013-01-31
North Dakota,0,2013-01-31
Ohio,11,2013-01-31
Oklahoma,0,2013-01-31
Oregon,26,2013-01-31
Pennsylvania,8,2013-01-31
Rhode Island,0,2013-01-31
South Carolina,0,2013-01-31
South Dakota,0,2013-01-31
Tennessee,0,2013-01-31
Texas,10,2013-01-31
Utah,0,2013-01-31
Vermont,0,2013-01-31
Virginia,35,2013-01-31
Washington,0,2013-01-31
West Virginia,100,2013-01-31
Wisconsin,0,2013-01-31
Wyoming,0,2013-01-31
Alabama,0,2013-02-28
Alaska,0,2013-02-28
Arizona,0,2013-02-28
Arkansas,0,2013-02-28
California,18,2013-02-28
Colorado,28,2013-02-28
Connecticut,16,2013-02-28
Delaware,82,2013-02-28
District of Columbia,46,2013-02-28
Florida,10,2013-02-28
Georgia,0,2013-02-28
Hawaii,0,2013-02-28
Idaho,0,2013-02-28
Illinois,7,2013-02-28
Indiana,0,2013-02-28
Iowa,25,2013-02-28
Kansas,0,2013-02-28
Kentucky,20,2013-02-28
Louisiana,14,2013-02-28
Maine,100,2013-02-28
Maryland,18,2013-02-28
Massachusetts,5,2013-02-28
Michigan,0,2013-02-28
Minnesota,25,2013-02-28
Mississippi,0,2013-02-28
Missouri,28,2013-02-28
Montana,0,2013-02-28
Nebraska,0,2013-02-28
Nevada,0,2013-02-28
New Hampshire,0,2013-02-28
New Jersey,6,2013-02-28
New Mexico,0,2013-02-28
New York,18,2013-02-28
North Carolina,6,2013-02-28
North Dakota,0,2013-02-28
Ohio,18,2013-02-28
Oklahoma,0,2013-02-28
Oregon,15,2013-02-28
Pennsylvania,5,2013-02-28
Rhode Island,0,2013-02-28
South Carolina,18,2013-02-28
South Dakota,0,2013-02-28
Tennessee,24,2013-02-28
Texas,10,2013-02-28
Utah,0,2013-02-28
Vermont,95,2013-02-28
Virginia,0,2013-02-28
Washington,7,2013-02-28
West Virginia,0,2013-02-28
Wisconsin,0,2013-02-28
Wyoming,0,2013-02-28
Alabama,0,2013-03-31
Alaska,0,2013-03-31
Arizona,0,2013-03-31
Arkansas,0,2013-03-31
California,9,2013-03-31
Colorado,5,2013-03-31
Connecticut,19,2013-03-31
Delaware,0,2013-03-31
District of Columbia,8,2013-03-31
Florida,6,2013-03-31
Georgia,3,2013-03-31
Hawaii,0,2013-03-31
Idaho,0,2013-03-31
Illinois,4,2013-03-31
Indiana,0,2013-03-31
Iowa,0,2013-03-31
Kansas,0,2013-03-31
Kentucky,0,2013-03-31
Louisiana,10,2013-03-31
Maine,0,2013-03-31
Maryland,0,2013-03-31
Massachusetts,13,2013-03-31
Michigan,4,2013-03-31
Minnesota,5,2013-03-31
Mississippi,0,2013-03-31
Missouri,6,2013-03-31
Montana,0,2013-03-31
Nebraska,0,2013-03-31
Nevada,0,2013-03-31
New Hampshire,0,2013-03-31
New Jersey,0,2013-03-31
New Mexico,0,2013-03-31
New York,17,2013-03-31
North Carolina,0,2013-03-31
North Dakota,0,2013-03-31
Ohio,11,2013-03-31
Oklahoma,13,2013-03-31
Oregon,18,2013-03-31
Pennsylvania,3,2013-03-31
Rhode Island,0,2013-03-31
South Carolina,0,2013-03-31
South Dakota,0,2013-03-31
Tennessee,7,2013-03-31
Texas,8,2013-03-31
Utah,43,2013-03-31
Vermont,0,2013-03-31
Virginia,4,2013-03-31
Washington,17,2013-03-31
West Virginia,0,2013-03-31
Wisconsin,6,2013-03-31
Wyoming,100,2013-03-31
Alabama,0,2013-04-30
Alaska,0,2013-04-30
Arizona,35,2013-04-30
Arkansas,0,2013-04-30
California,37,2013-04-30
Colorado,0,2013-04-30
Connecticut,0,2013-04-30
Delaware,0,2013-04-30
District of Columbia,0,2013-04-30
Florida,29,2013-04-30
Georgia,10,2013-04-30
Hawaii,0,2013-04-30
Idaho,0,2013-04-30
Illinois,44,2013-04-30
Indiana,0,2013-04-30
Iowa,0,2013-04-30
Kansas,49,2013-04-30
Kentucky,0,2013-04-30
Louisiana,0,2013-04-30
Maine,100,2013-04-30
Maryland,51,2013-04-30
Massachusetts,52,2013-04-30
Michigan,39,2013-04-30
Minnesota,32,2013-04-30
Mississippi,78,2013-04-30
Missouri,18,2013-04-30
Montana,0,2013-04-30
Nebraska,75,2013-04-30
Nevada,0,2013-04-30
New Hampshire,0,2013-04-30
New Jersey,13,2013-04-30
New Mexico,0,2013-04-30
New York,36,2013-04-30
North Carolina,12,2013-04-30
North Dakota,0,2013-04-30
Ohio,0,2013-04-30
Oklahoma,0,2013-04-30
Oregon,0,2013-04-30
Pennsylvania,20,2013-04-30
Rhode Island,0,2013-04-30
South Carolina,0,2013-04-30
South Dakota,0,2013-04-30
Tennessee,43,2013-04-30
Texas,23,2013-04-30
Utah,0,2013-04-30
Vermont,0,2013-04-30
Virginia,27,2013-04-30
Washington,26,2013-04-30
West Virginia,0,2013-04-30
Wisconsin,0,2013-04-30
Wyoming,0,2013-04-30
Alabama,0,2013-05-31
Alaska,0,2013-05-31
Arizona,0,2013-05-31
Arkansas,91,2013-05-31
California,25,2013-05-31
Colorado,20,2013-05-31
Connecticut,53,2013-05-31
Delaware,0,2013-05-31
District of Columbia,0,2013-05-31
Florida,13,2013-05-31
Georgia,0,2013-05-31
Hawaii,0,2013-05-31
Idaho,0,2013-05-31
Illinois,4,2013-05-31
Indiana,15,2013-05-31
Iowa,0,2013-05-31
Kansas,0,2013-05-31
Kentucky,22,2013-05-31
Louisiana,19,2013-05-31
Maine,59,2013-05-31
Maryland,0,2013-05-31
Massachusetts,19,2013-05-31
Michigan,22,2013-05-31
Minnesota,18,2013-05-31
Mississippi,43,2013-05-31
Missouri,21,2013-05-31
Montana,100,2013-05-31
Nebraska,0,2013-05-31
Nevada,28,2013-05-31
New Hampshire,0,2013-05-31
New Jersey,14,2013-05-31
New Mexico,51,2013-05-31
New York,10,2013-05-31
North Carolina,0,2013-05-31
North Dakota,0,2013-05-31
Ohio,7,2013-05-31
Oklahoma,21,2013-05-31
Oregon,63,2013-05-31
Pennsylvania,6,2013-05-31
Rhode Island,0,2013-05-31
South Carolina,0,2013-05-31
South Dakota,0,2013-05-31
Tennessee,12,2013-05-31
Texas,4,2013-05-31
Utah,27,2013-05-31
Vermont,0,2013-05-31
Virginia,30,2013-05-31
Washington,37,2013-05-31
West Virginia,0,2013-05-31
Wisconsin,12,2013-05-31
Wyoming,0,2013-05-31
Alabama,22,2013-06-30
Alaska,0,2013-06-30
Arizona,0,2013-06-30
Arkansas,0,2013-06-30
California,6,2013-06-30
Colorado,6,2013-06-30
Connecticut,10,2013-06-30
Delaware,0,2013-06-30
District of Columbia,0,2013-06-30
Florida,10,2013-06-30
Georgia,8,2013-06-30
Hawaii,0,2013-06-30
Idaho,0,2013-06-30
Illinois,2,2013-06-30
Indiana,0,2013-06-30
Iowa,0,2013-06-30
Kansas,13,2013-06-30
Kentucky,12,2013-06-30
Louisiana,0,2013-06-30
Maine,0,2013-06-30
Maryland,0,2013-06-30
Massachusetts,7,2013-06-30
Michigan,3,2013-06-30
Minnesota,0,2013-06-30
Mississippi,0,2013-06-30
Missouri,0,2013-06-30
Montana,0,2013-06-30
Nebraska,0,2013-06-30
Nevada,0,2013-06-30
New Hampshire,27,2013-06-30
New Jersey,7,2013-06-30
New Mexico,0,2013-06-30
New York,13,2013-06-30
North Carolina,7,2013-06-30
North Dakota,0,2013-06-30
Ohio,4,2013-06-30
Oklahoma,0,2013-06-30
Oregon,8,2013-06-30
Pennsylvania,3,2013-06-30
Rhode Island,0,2013-06-30
South Carolina,0,2013-06-30
South Dakota,0,2013-06-30
Tennessee,0,2013-06-30
Texas,6,2013-06-30
Utah,0,2013-06-30
Vermont,0,2013-06-30
Virginia,3,2013-06-30
Washington,4,2013-06-30
West Virginia,37,2013-06-30
Wisconsin,8,2013-06-30
Wyoming,100,2013-06-30
Alabama,24,2013-07-31
Alaska,0,2013-07-31
Arizona,11,2013-07-31
Arkansas,0,2013-07-31
California,17,2013-07-31
Colorado,12,2013-07-31
Connecticut,0,2013-07-31
Delaware,0,2013-07-31
District of Columbia,0,2013-07-31
Florida,27,2013-07-31
Georgia,6,2013-07-31
Hawaii,0,2013-07-31
Idaho,0,2013-07-31
Illinois,4,2013-07-31
Indiana,0,2013-07-31
Iowa,0,2013-07-31
Kansas,42,2013-07-31
Kentucky,0,2013-07-31
Louisiana,0,2013-07-31
Maine,0,2013-07-31
Maryland,35,2013-07-31
Massachusetts,21,2013-07-31
Michigan,0,2013-07-31
Minnesota,10,2013-07-31
Mississippi,0,2013-07-31
Missouri,11,2013-07-31
Montana,100,2013-07-31
Nebraska,0,2013-07-31
Nevada,0,2013-07-31
New Hampshire,0,2013-07-31
New Jersey,20,2013-07-31
New Mexico,52,2013-07-31
New York,15,2013-07-31
North Carolina,15,2013-07-31
North Dakota,0,2013-07-31
Ohio,0,2013-07-31
Oklahoma,34,2013-07-31
Oregon,8,2013-07-31
Pennsylvania,11,2013-07-31
Rhode Island,0,2013-07-31
South Carolina,0,2013-07-31
South Dakota,0,2013-07-31
Tennessee,28,2013-07-31
Texas,14,2013-07-31
Utah,19,2013-07-31
Vermont,0,2013-07-31
Virginia,31,2013-07-31
Washington,31,2013-07-31
West Virginia,70,2013-07-31
Wisconsin,0,2013-07-31
Wyoming,0,2013-07-31
Alabama,0,2013-08-31
Alaska,0,2013-08-31
Arizona,0,2013-08-31
Arkansas,0,2013-08-31
California,17,2013-08-31
Colorado,0,2013-08-31
Connecticut,0,2013-08-31
Delaware,100,2013-08-31
District of Columbia,28,2013-08-31
Florida,15,2013-08-31
Georgia,5,2013-08-31
Hawaii,0,2013-08-31
Idaho,0,2013-08-31
Illinois,0,2013-08-31
Indiana,0,2013-08-31
Iowa,0,2013-08-31
Kansas,17,2013-08-31
Kentucky,0,2013-08-31
Louisiana,0,2013-08-31
Maine,0,2013-08-31
Maryland,11,2013-08-31
Massachusetts,38,2013-08-31
Michigan,15,2013-08-31
Minnesota,0,2013-08-31
Mississippi,0,2013-08-31
Missouri,0,2013-08-31
Montana,90,2013-08-31
Nebraska,0,2013-08-31
Nevada,20,2013-08-31
New Hampshire,0,2013-08-31
New Jersey,6,2013-08-31
New Mexico,0,2013-08-31
New York,27,2013-08-31
North Carolina,0,2013-08-31
North Dakota,0,2013-08-31
Ohio,13,2013-08-31
Oklahoma,0,2013-08-31
Oregon,14,2013-08-31
Pennsylvania,11,2013-08-31
Rhode Island,0,2013-08-31
South Carolina,20,2013-08-31
South Dakota,0,2013-08-31
Tennessee,0,2013-08-31
Texas,4,2013-08-31
Utah,0,2013-08-31
Vermont,0,2013-08-31
Virginia,6,2013-08-31
Washington,15,2013-08-31
West Virginia,0,2013-08-31
Wisconsin,12,2013-08-31
Wyoming,0,2013-08-31
Alabama,0,2013-09-30
Alaska,0,2013-09-30
Arizona,12,2013-09-30
Arkansas,0,2013-09-30
California,19,2013-09-30
Colorado,12,2013-09-30
Connecticut,0,2013-09-30
Delaware,0,2013-09-30
District of Columbia,64,2013-09-30
Florida,28,2013-09-30
Georgia,6,2013-09-30
Hawaii,100,2013-09-30
Idaho,0,2013-09-30
Illinois,9,2013-09-30
Indiana,0,2013-09-30
Iowa,0,2013-09-30
Kansas,0,2013-09-30
Kentucky,16,2013-09-30
Louisiana,0,2013-09-30
Maine,60,2013-09-30
Maryland,13,2013-09-30
Massachusetts,0,2013-09-30
Michigan,8,2013-09-30
Minnesota,10,2013-09-30
Mississippi,0,2013-09-30
Missouri,23,2013-09-30
Montana,0,2013-09-30
Nebraska,0,2013-09-30
Nevada,23,2013-09-30
New Hampshire,0,2013-09-30
New Jersey,20,2013-09-30
New Mexico,0,2013-09-30
New York,45,2013-09-30
North Carolina,7,2013-09-30
North Dakota,0,2013-09-30
Ohio,15,2013-09-30
Oklahoma,0,2013-09-30
Oregon,29,2013-09-30
Pennsylvania,18,2013-09-30
Rhode Island,0,2013-09-30
South Carolina,0,2013-09-30
South Dakota,0,2013-09-30
Tennessee,26,2013-09-30
Texas,19,2013-09-30
Utah,0,2013-09-30
Vermont,0,2013-09-30
Virginia,7,2013-09-30
Washington,17,2013-09-30
West Virginia,0,2013-09-30
Wisconsin,0,2013-09-30
Wyoming,0,2013-09-30
Alabama,13,2013-10-31
Alaska,0,2013-10-31
Arizona,0,2013-10-31
Arkansas,0,2013-10-31
California,9,2013-10-31
Colorado,6,2013-10-31
Connecticut,20,2013-10-31
Delaware,0,2013-10-31
District of Columbia,0,2013-10-31
Florida,5,2013-10-31
Georgia,12,2013-10-31
Hawaii,0,2013-10-31
Idaho,0,2013-10-31
Illinois,14,2013-10-31
Indiana,8,2013-10-31
Iowa,0,2013-10-31
Kansas,0,2013-10-31
Kentucky,19,2013-10-31
Louisiana,0,2013-10-31
Maine,0,2013-10-31
Maryland,7,2013-10-31
Massachusetts,8,2013-10-31
Michigan,17,2013-10-31
Minnesota,0,2013-10-31
Mississippi,0,2013-10-31
Missouri,0,2013-10-31
Montana,0,2013-10-31
Nebraska,23,2013-10-31
Nevada,24,2013-10-31
New Hampshire,0,2013-10-31
New Jersey,8,2013-10-31
New Mexico,27,2013-10-31
New York,4,2013-10-31
North Carolina,4,2013-10-31
North Dakota,0,2013-10-31
Ohio,0,2013-10-31
Oklahoma,0,2013-10-31
Oregon,4,2013-10-31
Pennsylvania,9,2013-10-31
Rhode Island,0,2013-10-31
South Carolina,0,2013-10-31
South Dakota,0,2013-10-31
Tennessee,0,2013-10-31
Texas,8,2013-10-31
Utah,0,2013-10-31
Vermont,0,2013-10-31
Virginia,3,2013-10-31
Washington,0,2013-10-31
West Virginia,0,2013-10-31
Wisconsin,0,2013-10-31
Wyoming,100,2013-10-31
Alabama,0,2013-11-30
Alaska,0,2013-11-30
Arizona,0,2013-11-30
Arkansas,0,2013-11-30
California,37,2013-11-30
Colorado,28,2013-11-30
Connecticut,0,2013-11-30
Delaware,0,2013-11-30
District of Columbia,100,2013-11-30
Florida,63,2013-11-30
Georgia,29,2013-11-30
Hawaii,0,2013-11-30
Idaho,0,2013-11-30
Illinois,23,2013-11-30
Indiana,0,2013-11-30
Iowa,0,2013-11-30
Kansas,51,2013-11-30
Kentucky,0,2013-11-30
Louisiana,58,2013-11-30
Maine,0,2013-11-30
Maryland,0,2013-11-30
Massachusetts,38,2013-11-30
Michigan,58,2013-11-30
Minnesota,0,2013-11-30
Mississippi,0,2013-11-30
Missouri,0,2013-11-30
Montana,0,2013-11-30
Nebraska,0,2013-11-30
Nevada,0,2013-11-30
New Hampshire,0,2013-11-30
New Jersey,37,2013-11-30
New Mexico,0,2013-11-30
New York,38,2013-11-30
North Carolina,0,2013-11-30
North Dakota,0,2013-11-30
Ohio,0,2013-11-30
Oklahoma,0,2013-11-30
Oregon,43,2013-11-30
Pennsylvania,14,2013-11-30
Rhode Island,0,2013-11-30
South Carolina,0,2013-11-30
South Dakota,0,2013-11-30
Tennessee,36,2013-11-30
Texas,32,2013-11-30
Utah,0,2013-11-30
Vermont,0,2013-11-30
Virginia,34,2013-11-30
Washington,0,2013-11-30
West Virginia,0,2013-11-30
Wisconsin,37,2013-11-30
Wyoming,0,2013-11-30
Alabama,0,2013-12-31
Alaska,0,2013-12-31
Arizona,18,2013-12-31
Arkansas,0,2013-12-31
California,25,2013-12-31
Colorado,38,2013-12-31
Connecticut,32,2013-12-31
Delaware,0,2013-12-31
District of Columbia,52,2013-12-31
Florida,41,2013-12-31
Georgia,10,2013-12-31
Hawaii,0,2013-12-31
Idaho,0,2013-12-31
Illinois,16,2013-12-31
Indiana,0,2013-12-31
Iowa,0,2013-12-31
Kansas,0,2013-12-31
Kentucky,0,2013-12-31
Louisiana,0,2013-12-31
Maine,0,2013-12-31
Maryland,61,2013-12-31
Massachusetts,51,2013-12-31
Michigan,12,2013-12-31
Minnesota,17,2013-12-31
Mississippi,0,2013-12-31
Missouri,20,2013-12-31
Montana,0,2013-12-31
Nebraska,0,2013-12-31
Nevada,41,2013-12-31
New Hampshire,0,2013-12-31
New Jersey,37,2013-12-31
New Mexico,0,2013-12-31
New York,35,2013-12-31
North Carolina,12,2013-12-31
North Dakota,0,2013-12-31
Ohio,12,2013-12-31
Oklahoma,0,2013-12-31
Oregon,30,2013-12-31
Pennsylvania,10,2013-12-31
Rhode Island,0,2013-12-31
South Carolina,35,2013-12-31
South Dakota,0,2013-12-31
Tennessee,0,2013-12-31
Texas,34,2013-12-31
Utah,0,2013-12-31
Vermont,0,2013-12-31
Virginia,23,2013-12-31
Washington,30,2013-12-31
West Virginia,100,2013-12-31
Wisconsin,47,2013-12-31
Wyoming,0,2013-12-31
Alabama,37,2014-01-31
Alaska,0,2014-01-31
Arizona,18,2014-01-31
Arkansas,0,2014-01-31
California,45,2014-01-31
Colorado,72,2014-01-31
Connecticut,31,2014-01-31
Delaware,0,2014-01-31
District of Columbia,0,2014-01-31
Florida,28,2014-01-31
Georgia,10,2014-01-31
Hawaii,0,2014-01-31
Idaho,0,2014-01-31
Illinois,22,2014-01-31
Indiana,0,2014-01-31
Iowa,0,2014-01-31
Kansas,29,2014-01-31
Kentucky,0,2014-01-31
Louisiana,0,2014-01-31
Maine,100,2014-01-31
Maryland,20,2014-01-31
Massachusetts,24,2014-01-31
Michigan,12,2014-01-31
Minnesota,19,2014-01-31
Mississippi,0,2014-01-31
Missouri,18,2014-01-31
Montana,0,2014-01-31
Nebraska,0,2014-01-31
Nevada,41,2014-01-31
New Hampshire,0,2014-01-31
New Jersey,0,2014-01-31
New Mexico,0,2014-01-31
New York,34,2014-01-31
North Carolina,24,2014-01-31
North Dakota,0,2014-01-31
Ohio,0,2014-01-31
Oklahoma,0,2014-01-31
Oregon,0,2014-01-31
Pennsylvania,27,2014-01-31
Rhode Island,0,2014-01-31
South Carolina,0,2014-01-31
South Dakota,0,2014-01-31
Tennessee,21,2014-01-31
Texas,17,2014-01-31
Utah,0,2014-01-31
Vermont,0,2014-01-31
Virginia,11,2014-01-31
Washington,15,2014-01-31
West Virginia,0,2014-01-31
Wisconsin,0,2014-01-31
Wyoming,0,2014-01-31
Alabama,28,2014-02-28
Alaska,0,2014-02-28
Arizona,0,2014-02-28
Arkansas,0,2014-02-28
California,25,2014-02-28
Colorado,34,2014-02-28
Connecticut,43,2014-02-28
Delaware,0,2014-02-28
District of Columbia,29,2014-02-28
Florida,34,2014-02-28
Georgia,7,2014-02-28
Hawaii,0,2014-02-28
Idaho,63,2014-02-28
Illinois,15,2014-02-28
Indiana,0,2014-02-28
Iowa,0,2014-02-28
Kansas,25,2014-02-28
Kentucky,0,2014-02-28
Louisiana,0,2014-02-28
Maine,0,2014-02-28
Maryland,40,2014-02-28
Massachusetts,32,2014-02-28
Michigan,17,2014-02-28
Minnesota,0,2014-02-28
Mississippi,40,2014-02-28
Missouri,39,2014-02-28
Montana,0,2014-02-28
Nebraska,0,2014-02-28
Nevada,100,2014-02-28
New Hampshire,58,2014-02-28
New Jersey,16,2014-02-28
New Mexico,0,2014-02-28
New York,29,2014-02-28
North Carolina,32,2014-02-28
North Dakota,0,2014-02-28
Ohio,8,2014-02-28
Oklahoma,0,2014-02-28
Oregon,37,2014-02-28
Pennsylvania,6,2014-02-28
Rhode Island,0,2014-02-28
South Carolina,0,2014-02-28
South Dakota,0,2014-02-28
Tennessee,0,2014-02-28
Texas,14,2014-02-28
Utah,31,2014-02-28
Vermont,0,2014-02-28
Virginia,8,2014-02-28
Washington,30,2014-02-28
West Virginia,0,2014-02-28
Wisconsin,15,2014-02-28
Wyoming,0,2014-02-28
Alabama,0,2014-03-31
Alaska,0,2014-03-31
Arizona,32,2014-03-31
Arkansas,33,2014-03-31
California,19,2014-03-31
Colorado,16,2014-03-31
Connecticut,0,2014-03-31
Delaware,0,2014-03-31
District of Columbia,36,2014-03-31
Florida,16,2014-03-31
Georgia,5,2014-03-31
Hawaii,0,2014-03-31
Idaho,0,2014-03-31
Illinois,14,2014-03-31
Indiana,0,2014-03-31
Iowa,23,2014-03-31
Kansas,0,2014-03-31
Kentucky,0,2014-03-31
Louisiana,0,2014-03-31
Maine,0,2014-03-31
Maryland,10,2014-03-31
Massachusetts,12,2014-03-31
Michigan,11,2014-03-31
Minnesota,0,2014-03-31
Mississippi,0,2014-03-31
Missouri,9,2014-03-31
Montana,0,2014-03-31
Nebraska,0,2014-03-31
Nevada,34,2014-03-31
New Hampshire,0,2014-03-31
New Jersey,6,2014-03-31
New Mexico,0,2014-03-31
New York,16,2014-03-31
North Carolina,6,2014-03-31
North Dakota,0,2014-03-31
Ohio,0,2014-03-31
Oklahoma,16,2014-03-31
Oregon,0,2014-03-31
Pennsylvania,0,2014-03-31
Rhode Island,100,2014-03-31
South Carolina,0,2014-03-31
South Dakota,0,2014-03-31
Tennessee,0,2014-03-31
Texas,14,2014-03-31
Utah,21,2014-03-31
Vermont,0,2014-03-31
Virginia,9,2014-03-31
Washington,0,2014-03-31
West Virginia,0,2014-03-31
Wisconsin,19,2014-03-31
Wyoming,0,2014-03-31
Alabama,0,2014-04-30
Alaska,0,2014-04-30
Arizona,10,2014-04-30
Arkansas,0,2014-04-30
California,28,2014-04-30
Colorado,0,2014-04-30
Connecticut,30,2014-04-30
Delaware,94,2014-04-30
District of Columbia,0,2014-04-30
Florida,23,2014-04-30
Georgia,0,2014-04-30
Hawaii,0,2014-04-30
Idaho,0,2014-04-30
Illinois,18,2014-04-30
Indiana,0,2014-04-30
Iowa,0,2014-04-30
Kansas,0,2014-04-30
Kentucky,18,2014-04-30
Louisiana,17,2014-04-30
Maine,59,2014-04-30
Maryland,0,2014-04-30
Massachusetts,15,2014-04-30
Michigan,15,2014-04-30
Minnesota,33,2014-04-30
Mississippi,0,2014-04-30
Missouri,0,2014-04-30
Montana,100,2014-04-30
Nebraska,77,2014-04-30
Nevada,42,2014-04-30
New Hampshire,0,2014-04-30
New Jersey,14,2014-04-30
New Mexico,0,2014-04-30
New York,18,2014-04-30
North Carolina,14,2014-04-30
North Dakota,0,2014-04-30
Ohio,0,2014-04-30
Oklahoma,0,2014-04-30
Oregon,0,2014-04-30
Pennsylvania,11,2014-04-30
Rhode Island,0,2014-04-30
South Carolina,20,2014-04-30
South Dakota,0,2014-04-30
Tennessee,0,2014-04-30
Texas,15,2014-04-30
Utah,27,2014-04-30
Vermont,0,2014-04-30
Virginia,5,2014-04-30
Washington,34,2014-04-30
West Virginia,0,2014-04-30
Wisconsin,0,2014-04-30
Wyoming,0,2014-04-30
Alabama,0,2014-05-31
Alaska,0,2014-05-31
Arizona,15,2014-05-31
Arkansas,66,2014-05-31
California,33,2014-05-31
Colorado,46,2014-05-31
Connecticut,0,2014-05-31
Delaware,0,2014-05-31
District of Columbia,0,2014-05-31
Florida,26,2014-05-31
Georgia,8,2014-05-31
Hawaii,0,2014-05-31
Idaho,0,2014-05-31
Illinois,7,2014-05-31
Indiana,25,2014-05-31
Iowa,0,2014-05-31
Kansas,29,2014-05-31
Kentucky,0,2014-05-31
Louisiana,0,2014-05-31
Maine,0,2014-05-31
Maryland,37,2014-05-31
Massachusetts,34,2014-05-31
Michigan,22,2014-05-31
Minnesota,17,2014-05-31
Mississippi,0,2014-05-31
Missouri,50,2014-05-31
Montana,0,2014-05-31
Nebraska,0,2014-05-31
Nevada,66,2014-05-31
New Hampshire,0,2014-05-31
New Jersey,52,2014-05-31
New Mexico,81,2014-05-31
New York,23,2014-05-31
North Carolina,59,2014-05-31
North Dakota,0,2014-05-31
Ohio,11,2014-05-31
Oklahoma,0,2014-05-31
Oregon,60,2014-05-31
Pennsylvania,9,2014-05-31
Rhode Island,0,2014-05-31
South Carolina,51,2014-05-31
South Dakota,0,2014-05-31
Tennessee,0,2014-05-31
Texas,29,2014-05-31
Utah,0,2014-05-31
Vermont,0,2014-05-31
Virginia,32,2014-05-31
Washington,40,2014-05-31
