geoName,redfin,year
Alaska,29,2013-03-31
Arizona,26,2013-03-31
Arkansas,0,2013-03-31
California,96,2013-03-31
Colorado,31,2013-03-31
Connecticut,6,2013-03-31
Delaware,14,2013-03-31
District of Columbia,44,2013-03-31
Florida,2,2013-03-31
Georgia,9,2013-03-31
Hawaii,0,2013-03-31
Idaho,0,2013-03-31
Illinois,56,2013-03-31
Indiana,8,2013-03-31
Iowa,4,2013-03-31
Kansas,0,2013-03-31
Kentucky,0,2013-03-31
Louisiana,0,2013-03-31
Maine,0,2013-03-31
Maryland,80,2013-03-31
Massachusetts,54,2013-03-31
Michigan,1,2013-03-31
Minnesota,7,2013-03-31
Mississippi,0,2013-03-31
Missouri,0,2013-03-31
Montana,0,2013-03-31
Nebraska,0,2013-03-31
Nevada,43,2013-03-31
New Hampshire,15,2013-03-31
New Jersey,6,2013-03-31
New Mexico,0,2013-03-31
New York,8,2013-03-31
North Carolina,7,2013-03-31
North Dakota,0,2013-03-31
Ohio,2,2013-03-31
Oklahoma,0,2013-03-31
Oregon,68,2013-03-31
Pennsylvania,9,2013-03-31
Rhode Island,10,2013-03-31
South Carolina,3,2013-03-31
South Dakota,0,2013-03-31
Tennessee,0,2013-03-31
Texas,8,2013-03-31
Utah,12,2013-03-31
Vermont,17,2013-03-31
Virginia,55,2013-03-31
Washington,100,2013-03-31
West Virginia,0,2013-03-31
Wisconsin,9,2013-03-31
Wyoming,0,2013-03-31
Alabama,0,2013-04-30
Alaska,0,2013-04-30
Arizona,14,2013-04-30
Arkansas,0,2013-04-30
California,91,2013-04-30
Colorado,20,2013-04-30
Connecticut,0,2013-04-30
Delaware,0,2013-04-30
District of Columbia,49,2013-04-30
Florida,2,2013-04-30
Georgia,11,2013-04-30
Hawaii,20,2013-04-30
Idaho,8,2013-04-30
Illinois,48,2013-04-30
Indiana,4,2013-04-30
Iowa,0,2013-04-30
Kansas,0,2013-04-30
Kentucky,0,2013-04-30
Louisiana,0,2013-04-30
Maine,0,2013-04-30
Maryland,55,2013-04-30
Massachusetts,43,2013-04-30
Michigan,2,2013-04-30
Minnesota,5,2013-04-30
Mississippi,0,2013-04-30
Missouri,1,2013-04-30
Montana,0,2013-04-30
Nebraska,0,2013-04-30
Nevada,33,2013-04-30
New Hampshire,0,2013-04-30
New Jersey,5,2013-04-30
New Mexico,7,2013-04-30
New York,10,2013-04-30
North Carolina,8,2013-04-30
North Dakota,0,2013-04-30
Ohio,2,2013-04-30
Oklahoma,4,2013-04-30
Oregon,76,2013-04-30
Pennsylvania,5,2013-04-30
Rhode Island,18,2013-04-30
South Carolina,0,2013-04-30
South Dakota,0,2013-04-30
Tennessee,3,2013-04-30
Texas,8,2013-04-30
Utah,0,2013-04-30
Vermont,0,2013-04-30
Virginia,33,2013-04-30
Washington,100,2013-04-30
West Virginia,10,2013-04-30
Wisconsin,3,2013-04-30
Wyoming,0,2013-04-30
Alabama,0,2013-05-31
Alaska,17,2013-05-31
Arizona,13,2013-05-31
Arkansas,7,2013-05-31
California,88,2013-05-31
Colorado,26,2013-05-31
Connecticut,3,2013-05-31
Delaware,0,2013-05-31
District of Columbia,61,2013-05-31
Florida,1,2013-05-31
Georgia,13,2013-05-31
Hawaii,22,2013-05-31
Idaho,0,2013-05-31
Illinois,49,2013-05-31
Indiana,2,2013-05-31
Iowa,0,2013-05-31
Kansas,0,2013-05-31
Kentucky,0,2013-05-31
Louisiana,0,2013-05-31
Maine,0,2013-05-31
Maryland,66,2013-05-31
Massachusetts,40,2013-05-31
Michigan,1,2013-05-31
Minnesota,6,2013-05-31
Mississippi,0,2013-05-31
Missouri,0,2013-05-31
Montana,16,2013-05-31
Nebraska,0,2013-05-31
Nevada,32,2013-05-31
New Hampshire,0,2013-05-31
New Jersey,8,2013-05-31
New Mexico,8,2013-05-31
New York,11,2013-05-31
North Carolina,9,2013-05-31
North Dakota,0,2013-05-31
Ohio,1,2013-05-31
Oklahoma,3,2013-05-31
Oregon,71,2013-05-31
Pennsylvania,7,2013-05-31
Rhode Island,0,2013-05-31
South Carolina,0,2013-05-31
South Dakota,0,2013-05-31
Tennessee,4,2013-05-31
Texas,8,2013-05-31
Utah,4,2013-05-31
Vermont,0,2013-05-31
Virginia,35,2013-05-31
Washington,100,2013-05-31
West Virginia,22,2013-05-31
Wisconsin,2,2013-05-31
Wyoming,32,2013-05-31
Alabama,3,2013-06-30
Alaska,0,2013-06-30
Arizona,19,2013-06-30
Arkansas,14,2013-06-30
California,87,2013-06-30
Colorado,32,2013-06-30
Connecticut,3,2013-06-30
Delaware,0,2013-06-30
District of Columbia,76,2013-06-30
Florida,3,2013-06-30
Georgia,13,2013-06-30
Hawaii,7,2013-06-30
Idaho,0,2013-06-30
Illinois,46,2013-06-30
Indiana,0,2013-06-30
Iowa,0,2013-06-30
Kansas,0,2013-06-30
Kentucky,0,2013-06-30
Louisiana,0,2013-06-30
Maine,9,2013-06-30
Maryland,49,2013-06-30
Massachusetts,38,2013-06-30
Michigan,1,2013-06-30
Minnesota,2,2013-06-30
Mississippi,0,2013-06-30
Missouri,2,2013-06-30
Montana,0,2013-06-30
Nebraska,0,2013-06-30
Nevada,30,2013-06-30
New Hampshire,8,2013-06-30
New Jersey,2,2013-06-30
New Mexico,0,2013-06-30
New York,14,2013-06-30
North Carolina,6,2013-06-30
North Dakota,0,2013-06-30
Ohio,3,2013-06-30
Oklahoma,0,2013-06-30
Oregon,30,2013-06-30
Pennsylvania,9,2013-06-30
Rhode Island,0,2013-06-30
South Carolina,0,2013-06-30
South Dakota,0,2013-06-30
Tennessee,0,2013-06-30
Texas,8,2013-06-30
Utah,7,2013-06-30
Vermont,0,2013-06-30
Virginia,31,2013-06-30
Washington,100,2013-06-30
West Virginia,0,2013-06-30
Wisconsin,0,2013-06-30
Wyoming,0,2013-06-30
Alabama,0,2013-07-31
Alaska,0,2013-07-31
Arizona,30,2013-07-31
Arkansas,0,2013-07-31
California,100,2013-07-31
Colorado,19,2013-07-31
Connecticut,4,2013-07-31
Delaware,19,2013-07-31
District of Columbia,90,2013-07-31
Florida,5,2013-07-31
Georgia,13,2013-07-31
Hawaii,8,2013-07-31
Idaho,0,2013-07-31
Illinois,53,2013-07-31
Indiana,0,2013-07-31
Iowa,0,2013-07-31
Kansas,0,2013-07-31
Kentucky,0,2013-07-31
Louisiana,3,2013-07-31
Maine,0,2013-07-31
Maryland,62,2013-07-31
Massachusetts,42,2013-07-31
Michigan,1,2013-07-31
Minnesota,6,2013-07-31
Mississippi,0,2013-07-31
Missouri,6,2013-07-31
Montana,18,2013-07-31
Nebraska,0,2013-07-31
Nevada,32,2013-07-31
New Hampshire,19,2013-07-31
New Jersey,11,2013-07-31
New Mexico,0,2013-07-31
New York,11,2013-07-31
North Carolina,6,2013-07-31
North Dakota,0,2013-07-31
Ohio,1,2013-07-31
Oklahoma,0,2013-07-31
Oregon,36,2013-07-31
Pennsylvania,13,2013-07-31
Rhode Island,13,2013-07-31
South Carolina,4,2013-07-31
South Dakota,0,2013-07-31
Tennessee,7,2013-07-31
Texas,8,2013-07-31
Utah,7,2013-07-31
Vermont,0,2013-07-31
Virginia,31,2013-07-31
Washington,83,2013-07-31
West Virginia,13,2013-07-31
Wisconsin,11,2013-07-31
Wyoming,0,2013-07-31
Alabama,0,2013-08-31
Alaska,18,2013-08-31
Arizona,33,2013-08-31
Arkansas,0,2013-08-31
California,98,2013-08-31
Colorado,17,2013-08-31
Connecticut,0,2013-08-31
Delaware,20,2013-08-31
District of Columbia,71,2013-08-31
Florida,2,2013-08-31
Georgia,12,2013-08-31
Hawaii,9,2013-08-31
Idaho,0,2013-08-31
Illinois,51,2013-08-31
Indiana,5,2013-08-31
Iowa,0,2013-08-31
Kansas,0,2013-08-31
Kentucky,0,2013-08-31
Louisiana,0,2013-08-31
Maine,0,2013-08-31
Maryland,65,2013-08-31
Massachusetts,30,2013-08-31
Michigan,4,2013-08-31
Minnesota,2,2013-08-31
Mississippi,0,2013-08-31
Missouri,0,2013-08-31
Montana,18,2013-08-31
Nebraska,0,2013-08-31
Nevada,23,2013-08-31
New Hampshire,9,2013-08-31
New Jersey,4,2013-08-31
New Mexico,0,2013-08-31
New York,10,2013-08-31
North Carolina,10,2013-08-31
North Dakota,0,2013-08-31
Ohio,4,2013-08-31
Oklahoma,0,2013-08-31
Oregon,29,2013-08-31
Pennsylvania,7,2013-08-31
Rhode Island,12,2013-08-31
South Carolina,0,2013-08-31
South Dakota,0,2013-08-31
Tennessee,2,2013-08-31
Texas,7,2013-08-31
Utah,3,2013-08-31
Vermont,0,2013-08-31
Virginia,28,2013-08-31
Washington,100,2013-08-31
West Virginia,0,2013-08-31
Wisconsin,4,2013-08-31
Wyoming,0,2013-08-31
Alabama,4,2013-09-30
Alaska,0,2013-09-30
Arizona,17,2013-09-30
Arkansas,0,2013-09-30
California,92,2013-09-30
Colorado,19,2013-09-30
Connecticut,6,2013-09-30
Delaware,0,2013-09-30
District of Columbia,53,2013-09-30
Florida,3,2013-09-30
Georgia,12,2013-09-30
Hawaii,0,2013-09-30
Idaho,0,2013-09-30
Illinois,55,2013-09-30
Indiana,5,2013-09-30
Iowa,5,2013-09-30
Kansas,4,2013-09-30
Kentucky,3,2013-09-30
Louisiana,0,2013-09-30
Maine,0,2013-09-30
Maryland,55,2013-09-30
Massachusetts,27,2013-09-30
Michigan,0,2013-09-30
Minnesota,3,2013-09-30
Mississippi,0,2013-09-30
Missouri,4,2013-09-30
Montana,0,2013-09-30
Nebraska,7,2013-09-30
Nevada,23,2013-09-30
New Hampshire,0,2013-09-30
New Jersey,2,2013-09-30
New Mexico,9,2013-09-30
New York,11,2013-09-30
North Carolina,2,2013-09-30
North Dakota,0,2013-09-30
Ohio,2,2013-09-30
Oklahoma,0,2013-09-30
Oregon,15,2013-09-30
Pennsylvania,2,2013-09-30
Rhode Island,22,2013-09-30
South Carolina,0,2013-09-30
South Dakota,0,2013-09-30
Tennessee,0,2013-09-30
Texas,6,2013-09-30
Utah,0,2013-09-30
Vermont,19,2013-09-30
Virginia,31,2013-09-30
Washington,100,2013-09-30
West Virginia,0,2013-09-30
Wisconsin,0,2013-09-30
Wyoming,0,2013-09-30
Alabama,0,2013-10-31
Alaska,0,2013-10-31
Arizona,23,2013-10-31
Arkansas,0,2013-10-31
California,99,2013-10-31
Colorado,22,2013-10-31
Connecticut,0,2013-10-31
Delaware,0,2013-10-31
District of Columbia,100,2013-10-31
Florida,3,2013-10-31
Georgia,3,2013-10-31
Hawaii,18,2013-10-31
Idaho,0,2013-10-31
Illinois,51,2013-10-31
Indiana,3,2013-10-31
Iowa,0,2013-10-31
Kansas,0,2013-10-31
Kentucky,0,2013-10-31
Louisiana,0,2013-10-31
Maine,0,2013-10-31
Maryland,75,2013-10-31
Massachusetts,33,2013-10-31
Michigan,5,2013-10-31
Minnesota,0,2013-10-31
Mississippi,0,2013-10-31
Missouri,7,2013-10-31
Montana,0,2013-10-31
Nebraska,0,2013-10-31
Nevada,22,2013-10-31
New Hampshire,20,2013-10-31
New Jersey,8,2013-10-31
New Mexico,10,2013-10-31
New York,12,2013-10-31
North Carolina,3,2013-10-31
North Dakota,0,2013-10-31
Ohio,1,2013-10-31
Oklahoma,0,2013-10-31
Oregon,25,2013-10-31
Pennsylvania,5,2013-10-31
Rhode Island,39,2013-10-31
South Carolina,0,2013-10-31
South Dakota,0,2013-10-31
Tennessee,7,2013-10-31
Texas,9,2013-10-31
Utah,0,2013-10-31
Vermont,0,2013-10-31
Virginia,32,2013-10-31
Washington,88,2013-10-31
West Virginia,0,2013-10-31
Wisconsin,0,2013-10-31
Wyoming,0,2013-10-31
Alabama,0,2013-11-30
Alaska,0,2013-11-30
Arizona,19,2013-11-30
Arkansas,11,2013-11-30
California,100,2013-11-30
Colorado,19,2013-11-30
Connecticut,5,2013-11-30
Delaware,20,2013-11-30
District of Columbia,76,2013-11-30
Florida,3,2013-11-30
Georgia,11,2013-11-30
Hawaii,0,2013-11-30
Idaho,0,2013-11-30
Illinois,66,2013-11-30
Indiana,0,2013-11-30
Iowa,0,2013-11-30
Kansas,0,2013-11-30
Kentucky,0,2013-11-30
Louisiana,6,2013-11-30
Maine,15,2013-11-30
Maryland,68,2013-11-30
Massachusetts,45,2013-11-30
Michigan,9,2013-11-30
Minnesota,5,2013-11-30
Mississippi,0,2013-11-30
Missouri,0,2013-11-30
Montana,0,2013-11-30
Nebraska,0,2013-11-30
Nevada,29,2013-11-30
New Hampshire,12,2013-11-30
New Jersey,2,2013-11-30
New Mexico,0,2013-11-30
New York,13,2013-11-30
North Carolina,11,2013-11-30
North Dakota,0,2013-11-30
Ohio,5,2013-11-30
Oklahoma,5,2013-11-30
Oregon,25,2013-11-30
Pennsylvania,14,2013-11-30
Rhode Island,16,2013-11-30
South Carolina,11,2013-11-30
South Dakota,0,2013-11-30
Tennessee,3,2013-11-30
Texas,9,2013-11-30
Utah,14,2013-11-30
Vermont,0,2013-11-30
Virginia,48,2013-11-30
Washington,94,2013-11-30
West Virginia,0,2013-11-30
Wisconsin,0,2013-11-30
Wyoming,0,2013-11-30
Alabama,0,2013-12-31
Alaska,0,2013-12-31
Arizona,30,2013-12-31
Arkansas,0,2013-12-31
California,96,2013-12-31
Colorado,16,2013-12-31
Connecticut,4,2013-12-31
Delaware,0,2013-12-31
District of Columbia,62,2013-12-31
Florida,10,2013-12-31
Georgia,13,2013-12-31
Hawaii,9,2013-12-31
Idaho,21,2013-12-31
Illinois,53,2013-12-31
Indiana,0,2013-12-31
Iowa,0,2013-12-31
Kansas,7,2013-12-31
Kentucky,7,2013-12-31
Louisiana,4,2013-12-31
Maine,0,2013-12-31
Maryland,57,2013-12-31
Massachusetts,35,2013-12-31
Michigan,3,2013-12-31
Minnesota,0,2013-12-31
Mississippi,11,2013-12-31
Missouri,7,2013-12-31
Montana,0,2013-12-31
Nebraska,0,2013-12-31
Nevada,40,2013-12-31
New Hampshire,9,2013-12-31
New Jersey,5,2013-12-31
New Mexico,0,2013-12-31
New York,13,2013-12-31
North Carolina,16,2013-12-31
North Dakota,0,2013-12-31
Ohio,3,2013-12-31
Oklahoma,0,2013-12-31
Oregon,36,2013-12-31
Pennsylvania,3,2013-12-31
Rhode Island,25,2013-12-31
South Carolina,0,2013-12-31
South Dakota,0,2013-12-31
Tennessee,0,2013-12-31
Texas,14,2013-12-31
Utah,0,2013-12-31
Vermont,0,2013-12-31
Virginia,55,2013-12-31
Washington,100,2013-12-31
West Virginia,11,2013-12-31
Wisconsin,0,2013-12-31
Wyoming,0,2013-12-31
Alabama,0,2014-01-31
Alaska,0,2014-01-31
Arizona,25,2014-01-31
Arkansas,0,2014-01-31
California,79,2014-01-31
Colorado,15,2014-01-31
Connecticut,3,2014-01-31
Delaware,0,2014-01-31
District of Columbia,39,2014-01-31
Florida,3,2014-01-31
Georgia,14,2014-01-31
Hawaii,14,2014-01-31
Idaho,9,2014-01-31
Illinois,47,2014-01-31
Indiana,5,2014-01-31
Iowa,8,2014-01-31
Kansas,0,2014-01-31
Kentucky,0,2014-01-31
Louisiana,0,2014-01-31
Maine,0,2014-01-31
Maryland,46,2014-01-31
Massachusetts,35,2014-01-31
Michigan,2,2014-01-31
Minnesota,2,2014-01-31
Mississippi,0,2014-01-31
Missouri,3,2014-01-31
Montana,0,2014-01-31
Nebraska,6,2014-01-31
Nevada,31,2014-01-31
New Hampshire,8,2014-01-31
New Jersey,2,2014-01-31
New Mexico,0,2014-01-31
New York,9,2014-01-31
North Carolina,8,2014-01-31
North Dakota,0,2014-01-31
Ohio,1,2014-01-31
Oklahoma,0,2014-01-31
Oregon,28,2014-01-31
Pennsylvania,5,2014-01-31
Rhode Island,0,2014-01-31
South Carolina,3,2014-01-31
South Dakota,0,2014-01-31
Tennessee,0,2014-01-31
Texas,8,2014-01-31
Utah,9,2014-01-31
Vermont,0,2014-01-31
Virginia,37,2014-01-31
Washington,100,2014-01-31
West Virginia,10,2014-01-31
Wisconsin,4,2014-01-31
Wyoming,0,2014-01-31
Alabama,0,2014-02-28
Alaska,12,2014-02-28
Arizona,12,2014-02-28
Arkansas,0,2014-02-28
California,70,2014-02-28
Colorado,14,2014-02-28
Connecticut,2,2014-02-28
Delaware,0,2014-02-28
District of Columbia,38,2014-02-28
Florida,4,2014-02-28
Georgia,10,2014-02-28
Hawaii,0,2014-02-28
Idaho,0,2014-02-28
Illinois,42,2014-02-28
Indiana,2,2014-02-28
Iowa,0,2014-02-28
Kansas,0,2014-02-28
Kentucky,0,2014-02-28
Louisiana,4,2014-02-28
Maine,0,2014-02-28
Maryland,51,2014-02-28
Massachusetts,27,2014-02-28
Michigan,3,2014-02-28
Minnesota,5,2014-02-28
Mississippi,4,2014-02-28
Missouri,4,2014-02-28
Montana,0,2014-02-28
Nebraska,0,2014-02-28
Nevada,46,2014-02-28
New Hampshire,0,2014-02-28
New Jersey,4,2014-02-28
New Mexico,6,2014-02-28
New York,8,2014-02-28
North Carolina,5,2014-02-28
North Dakota,0,2014-02-28
Ohio,2,2014-02-28
Oklahoma,0,2014-02-28
Oregon,51,2014-02-28
Pennsylvania,3,2014-02-28
Rhode Island,7,2014-02-28
South Carolina,0,2014-02-28
South Dakota,0,2014-02-28
Tennessee,3,2014-02-28
Texas,8,2014-02-28
Utah,13,2014-02-28
Vermont,0,2014-02-28
Virginia,26,2014-02-28
Washington,100,2014-02-28
West Virginia,0,2014-02-28
Wisconsin,6,2014-02-28
Wyoming,0,2014-02-28
Alabama,0,2014-03-31
Alaska,0,2014-03-31
Arizona,20,2014-03-31
Arkansas,0,2014-03-31
California,87,2014-03-31
Colorado,21,2014-03-31
Connecticut,6,2014-03-31
Delaware,28,2014-03-31
District of Columbia,54,2014-03-31
Florida,4,2014-03-31
Georgia,9,2014-03-31
Hawaii,15,2014-03-31
Idaho,0,2014-03-31
Illinois,47,2014-03-31
Indiana,4,2014-03-31
Iowa,4,2014-03-31
Kansas,3,2014-03-31
Kentucky,6,2014-03-31
Louisiana,5,2014-03-31
Maine,0,2014-03-31
Maryland,62,2014-03-31
Massachusetts,30,2014-03-31
Michigan,2,2014-03-31
Minnesota,5,2014-03-31
Mississippi,0,2014-03-31
Missouri,3,2014-03-31
Montana,0,2014-03-31
Nebraska,6,2014-03-31
Nevada,50,2014-03-31
New Hampshire,8,2014-03-31
New Jersey,3,2014-03-31
New Mexico,7,2014-03-31
New York,9,2014-03-31
North Carolina,7,2014-03-31
North Dakota,0,2014-03-31
Ohio,4,2014-03-31
Oklahoma,0,2014-03-31
Oregon,52,2014-03-31
Pennsylvania,6,2014-03-31
Rhode Island,0,2014-03-31
South Carolina,3,2014-03-31
South Dakota,0,2014-03-31
Tennessee,0,2014-03-31
Texas,10,2014-03-31
Utah,8,2014-03-31
Vermont,0,2014-03-31
Virginia,46,2014-03-31
Washington,100,2014-03-31
West Virginia,0,2014-03-31
Wisconsin,2,2014-03-31
Wyoming,0,2014-03-31
Alabama,0,2014-04-30
Alaska,13,2014-04-30
Arizona,20,2014-04-30
Arkansas,0,2014-04-30
California,70,2014-04-30
Colorado,18,2014-04-30
Connecticut,0,2014-04-30
Delaware,0,2014-04-30
District of Columbia,42,2014-04-30
Florida,5,2014-04-30
Georgia,6,2014-04-30
Hawaii,17,2014-04-30
Idaho,0,2014-04-30
Illinois,38,2014-04-30
Indiana,0,2014-04-30
Iowa,4,2014-04-30
Kansas,2,2014-04-30
Kentucky,0,2014-04-30
Louisiana,0,2014-04-30
Maine,0,2014-04-30
Maryland,63,2014-04-30
Massachusetts,30,2014-04-30
Michigan,1,2014-04-30
Minnesota,7,2014-04-30
Mississippi,0,2014-04-30
Missouri,5,2014-04-30
Montana,0,2014-04-30
Nebraska,0,2014-04-30
Nevada,29,2014-04-30
New Hampshire,6,2014-04-30
New Jersey,4,2014-04-30
New Mexico,0,2014-04-30
New York,7,2014-04-30
North Carolina,9,2014-04-30
North Dakota,0,2014-04-30
Ohio,1,2014-04-30
Oklahoma,0,2014-04-30
Oregon,41,2014-04-30
Pennsylvania,13,2014-04-30
Rhode Island,16,2014-04-30
South Carolina,0,2014-04-30
South Dakota,0,2014-04-30
Tennessee,3,2014-04-30
Texas,10,2014-04-30
Utah,10,2014-04-30
Vermont,0,2014-04-30
Virginia,24,2014-04-30
Washington,100,2014-04-30
West Virginia,7,2014-04-30
Wisconsin,3,2014-04-30
Wyoming,0,2014-04-30
Alabama,0,2014-05-31
Alaska,0,2014-05-31
Arizona,37,2014-05-31
Arkansas,0,2014-05-31
California,97,2014-05-31
Colorado,11,2014-05-31
Connecticut,3,2014-05-31
Delaware,0,2014-05-31
District of Columbia,67,2014-05-31
Florida,7,2014-05-31
Georgia,7,2014-05-31
Hawaii,18,2014-05-31
Idaho,0,2014-05-31
Illinois,46,2014-05-31
Indiana,3,2014-05-31
Iowa,0,2014-05-31
Kansas,4,2014-05-31
Kentucky,0,2014-05-31
Louisiana,3,2014-05-31
Maine,0,2014-05-31
Maryland,73,2014-05-31
Massachusetts,51,2014-05-31
Michigan,11,2014-05-31
Minnesota,8,2014-05-31
Mississippi,0,2014-05-31
Missouri,8,2014-05-31
Montana,0,2014-05-31
Nebraska,0,2014-05-31
Nevada,32,2014-05-31
New Hampshire,20,2014-05-31
New Jersey,6,2014-05-31
New Mexico,0,2014-05-31
New York,15,2014-05-31
North Carolina,13,2014-05-31
North Dakota,0,2014-05-31
Ohio,0,2014-05-31
Oklahoma,5,2014-05-31
Oregon,52,2014-05-31
Pennsylvania,6,2014-05-31
Rhode Island,13,2014-05-31
South Carolina,0,2014-05-31
South Dakota,24,2014-05-31
Tennessee,0,2014-05-31
Texas,10,2014-05-31
Utah,0,2014-05-31
Vermont,0,2014-05-31
Virginia,23,2014-05-31
Washington,100,2014-05-31
West Virginia,12,2014-05-31
Wisconsin,2,2014-05-31
Wyoming,0,2014-05-31
Alabama,0,2014-06-30
Alaska,0,2014-06-30
Arizona,31,2014-06-30
Arkansas,9,2014-06-30
California,100,2014-06-30
Colorado,26,2014-06-30
Connecticut,15,2014-06-30
Delaware,0,2014-06-30
District of Columbia,65,2014-06-30
Florida,8,2014-06-30
Georgia,13,2014-06-30
Hawaii,9,2014-06-30
Idaho,56,2014-06-30
Illinois,62,2014-06-30
Indiana,16,2014-06-30
Iowa,6,2014-06-30
Kansas,4,2014-06-30
Kentucky,4,2014-06-30
Louisiana,3,2014-06-30
Maine,23,2014-06-30
Maryland,88,2014-06-30
Massachusetts,23,2014-06-30
Michigan,0,2014-06-30
Minnesota,11,2014-06-30
Mississippi,0,2014-06-30
Missouri,9,2014-06-30
Montana,19,2014-06-30
Nebraska,0,2014-06-30
Nevada,28,2014-06-30
New Hampshire,21,2014-06-30
New Jersey,3,2014-06-30
New Mexico,0,2014-06-30
New York,13,2014-06-30
North Carolina,15,2014-06-30
North Dakota,0,2014-06-30
Ohio,1,2014-06-30
Oklahoma,0,2014-06-30
Oregon,42,2014-06-30
Pennsylvania,11,2014-06-30
Rhode Island,13,2014-06-30
South Carolina,12,2014-06-30
South Dakota,0,2014-06-30
Tennessee,7,2014-06-30
Texas,11,2014-06-30
Utah,0,2014-06-30
Vermont,0,2014-06-30
Virginia,26,2014-06-30
Washington,100,2014-06-30
West Virginia,25,2014-06-30
Wisconsin,2,2014-06-30
Wyoming,0,2014-06-30
Alabama,0,2014-07-31
Alaska,0,2014-07-31
Arizona,16,2014-07-31
Arkansas,0,2014-07-31
California,69,2014-07-31
Colorado,25,2014-07-31
Connecticut,0,2014-07-31
Delaware,0,2014-07-31
District of Columbia,44,2014-07-31
Florida,6,2014-07-31
Georgia,10,2014-07-31
Hawaii,11,2014-07-31
Idaho,9,2014-07-31
Illinois,43,2014-07-31
Indiana,2,2014-07-31
Iowa,0,2014-07-31
Kansas,0,2014-07-31
Kentucky,0,2014-07-31
Louisiana,0,2014-07-31
Maine,18,2014-07-31
Maryland,58,2014-07-31
Massachusetts,18,2014-07-31
Michigan,4,2014-07-31
Minnesota,8,2014-07-31
Mississippi,0,2014-07-31
Missouri,2,2014-07-31
Montana,0,2014-07-31
Nebraska,0,2014-07-31
Nevada,19,2014-07-31
New Hampshire,9,2014-07-31
New Jersey,6,2014-07-31
New Mexico,0,2014-07-31
New York,7,2014-07-31
North Carolina,10,2014-07-31
North Dakota,0,2014-07-31
Ohio,1,2014-07-31
Oklahoma,0,2014-07-31
Oregon,38,2014-07-31
Pennsylvania,11,2014-07-31
Rhode Island,20,2014-07-31
South Carolina,3,2014-07-31
South Dakota,0,2014-07-31
Tennessee,2,2014-07-31
Texas,10,2014-07-31
Utah,8,2014-07-31
Vermont,0,2014-07-31
Virginia,19,2014-07-31
Washington,100,2014-07-31
West Virginia,0,2014-07-31
Wisconsin,0,2014-07-31
Wyoming,0,2014-07-31
Alabama,3,2014-08-31
Alaska,31,2014-08-31
Arizona,13,2014-08-31
Arkansas,0,2014-08-31
California,76,2014-08-31
Colorado,11,2014-08-31
Connecticut,7,2014-08-31
Delaware,0,2014-08-31
District of Columbia,27,2014-08-31
Florida,3,2014-08-31
Georgia,5,2014-08-31
Hawaii,37,2014-08-31
Idaho,9,2014-08-31
Illinois,41,2014-08-31
Indiana,2,2014-08-31
Iowa,4,2014-08-31
Kansas,6,2014-08-31
Kentucky,0,2014-08-31
Louisiana,0,2014-08-31
Maine,0,2014-08-31
Maryland,50,2014-08-31
Massachusetts,18,2014-08-31
Michigan,1,2014-08-31
Minnesota,12,2014-08-31
Mississippi,0,2014-08-31
Missouri,7,2014-08-31
Montana,14,2014-08-31
Nebraska,0,2014-08-31
Nevada,23,2014-08-31
New Hampshire,8,2014-08-31
New Jersey,3,2014-08-31
New Mexico,0,2014-08-31
New York,7,2014-08-31
North Carolina,2,2014-08-31
North Dakota,0,2014-08-31
Ohio,3,2014-08-31
Oklahoma,2,2014-08-31
Oregon,37,2014-08-31
Pennsylvania,8,2014-08-31
Rhode Island,10,2014-08-31
South Carolina,0,2014-08-31
South Dakota,0,2014-08-31
Tennessee,0,2014-08-31
Texas,10,2014-08-31
Utah,4,2014-08-31
Vermont,0,2014-08-31
Virginia,15,2014-08-31
Washington,100,2014-08-31
West Virginia,9,2014-08-31
Wisconsin,2,2014-08-31
Wyoming,0,2014-08-31
Alabama,3,2014-09-30
Alaska,0,2014-09-30
Arizona,13,2014-09-30
Arkansas,0,2014-09-30
California,65,2014-09-30
Colorado,14,2014-09-30
Connecticut,0,2014-09-30
Delaware,0,2014-09-30
District of Columbia,31,2014-09-30
Florida,2,2014-09-30
Georgia,8,2014-09-30
Hawaii,14,2014-09-30
Idaho,8,2014-09-30
Illinois,46,2014-09-30
Indiana,4,2014-09-30
Iowa,0,2014-09-30
Kansas,6,2014-09-30
Kentucky,4,2014-09-30
Louisiana,3,2014-09-30
Maine,0,2014-09-30
Maryland,50,2014-09-30
Massachusetts,25,2014-09-30
Michigan,2,2014-09-30
Minnesota,4,2014-09-30
Mississippi,0,2014-09-30
Missouri,8,2014-09-30
Montana,0,2014-09-30
Nebraska,0,2014-09-30
Nevada,24,2014-09-30
New Hampshire,0,2014-09-30
New Jersey,5,2014-09-30
New Mexico,0,2014-09-30
New York,6,2014-09-30
North Carolina,4,2014-09-30
North Dakota,0,2014-09-30
Ohio,1,2014-09-30
Oklahoma,2,2014-09-30
Oregon,32,2014-09-30
Pennsylvania,7,2014-09-30
Rhode Island,8,2014-09-30
South Carolina,0,2014-09-30
South Dakota,0,2014-09-30
Tennessee,0,2014-09-30
Texas,10,2014-09-30
Utah,14,2014-09-30
Vermont,0,2014-09-30
Virginia,15,2014-09-30
Washington,100,2014-09-30
West Virginia,0,2014-09-30
Wisconsin,2,2014-09-30
Wyoming,0,2014-09-30
Alabama,0,2014-10-31
Alaska,0,2014-10-31
