geoName,Broker,year
Colorado,15,2008-12-31
Connecticut,8,2008-12-31
Delaware,66,2008-12-31
District of Columbia,6,2008-12-31
Florida,8,2008-12-31
Georgia,6,2008-12-31
Hawaii,25,2008-12-31
Idaho,0,2008-12-31
Illinois,8,2008-12-31
Indiana,0,2008-12-31
Iowa,0,2008-12-31
Kansas,0,2008-12-31
Kentucky,0,2008-12-31
Louisiana,0,2008-12-31
Maine,0,2008-12-31
Maryland,7,2008-12-31
Massachusetts,14,2008-12-31
Michigan,5,2008-12-31
Minnesota,0,2008-12-31
Mississippi,0,2008-12-31
Missouri,15,2008-12-31
Montana,100,2008-12-31
Nebraska,0,2008-12-31
Nevada,15,2008-12-31
New Hampshire,0,2008-12-31
New Jersey,6,2008-12-31
New Mexico,0,2008-12-31
New York,15,2008-12-31
North Carolina,12,2008-12-31
North Dakota,0,2008-12-31
Ohio,3,2008-12-31
Oklahoma,0,2008-12-31
Oregon,8,2008-12-31
Pennsylvania,3,2008-12-31
Rhode Island,0,2008-12-31
South Carolina,0,2008-12-31
South Dakota,0,2008-12-31
Tennessee,0,2008-12-31
Texas,8,2008-12-31
Utah,0,2008-12-31
Vermont,0,2008-12-31
Virginia,5,2008-12-31
Washington,0,2008-12-31
West Virginia,0,2008-12-31
Wisconsin,13,2008-12-31
Wyoming,0,2008-12-31
Alabama,16,2009-01-31
Alaska,0,2009-01-31
Arizona,14,2009-01-31
Arkansas,0,2009-01-31
California,7,2009-01-31
Colorado,0,2009-01-31
Connecticut,31,2009-01-31
Delaware,0,2009-01-31
District of Columbia,14,2009-01-31
Florida,13,2009-01-31
Georgia,8,2009-01-31
Hawaii,0,2009-01-31
Idaho,0,2009-01-31
Illinois,4,2009-01-31
Indiana,33,2009-01-31
Iowa,0,2009-01-31
Kansas,35,2009-01-31
Kentucky,0,2009-01-31
Louisiana,0,2009-01-31
Maine,0,2009-01-31
Maryland,0,2009-01-31
Massachusetts,13,2009-01-31
Michigan,6,2009-01-31
Minnesota,0,2009-01-31
Mississippi,31,2009-01-31
Missouri,6,2009-01-31
Montana,64,2009-01-31
Nebraska,0,2009-01-31
Nevada,19,2009-01-31
New Hampshire,100,2009-01-31
New Jersey,11,2009-01-31
New Mexico,0,2009-01-31
New York,5,2009-01-31
North Carolina,0,2009-01-31
North Dakota,74,2009-01-31
Ohio,0,2009-01-31
Oklahoma,0,2009-01-31
Oregon,0,2009-01-31
Pennsylvania,7,2009-01-31
Rhode Island,0,2009-01-31
South Carolina,0,2009-01-31
South Dakota,0,2009-01-31
Tennessee,0,2009-01-31
Texas,11,2009-01-31
Utah,0,2009-01-31
Vermont,0,2009-01-31
Virginia,10,2009-01-31
Washington,5,2009-01-31
West Virginia,0,2009-01-31
Wisconsin,0,2009-01-31
Wyoming,0,2009-01-31
Alabama,0,2009-02-28
Alaska,0,2009-02-28
Arizona,24,2009-02-28
Arkansas,51,2009-02-28
California,25,2009-02-28
Colorado,23,2009-02-28
Connecticut,18,2009-02-28
Delaware,0,2009-02-28
District of Columbia,12,2009-02-28
Florida,14,2009-02-28
Georgia,14,2009-02-28
Hawaii,0,2009-02-28
Idaho,0,2009-02-28
Illinois,19,2009-02-28
Indiana,0,2009-02-28
Iowa,0,2009-02-28
Kansas,0,2009-02-28
Kentucky,0,2009-02-28
Louisiana,0,2009-02-28
Maine,0,2009-02-28
Maryland,0,2009-02-28
Massachusetts,23,2009-02-28
Michigan,10,2009-02-28
Minnesota,25,2009-02-28
Mississippi,0,2009-02-28
Missouri,0,2009-02-28
Montana,0,2009-02-28
Nebraska,0,2009-02-28
Nevada,0,2009-02-28
New Hampshire,0,2009-02-28
New Jersey,39,2009-02-28
New Mexico,0,2009-02-28
New York,26,2009-02-28
North Carolina,9,2009-02-28
North Dakota,0,2009-02-28
Ohio,0,2009-02-28
Oklahoma,0,2009-02-28
Oregon,19,2009-02-28
Pennsylvania,12,2009-02-28
Rhode Island,57,2009-02-28
South Carolina,0,2009-02-28
South Dakota,100,2009-02-28
Tennessee,0,2009-02-28
Texas,19,2009-02-28
Utah,0,2009-02-28
Vermont,0,2009-02-28
Virginia,3,2009-02-28
Washington,0,2009-02-28
West Virginia,0,2009-02-28
Wisconsin,0,2009-02-28
Wyoming,0,2009-02-28
Alabama,0,2009-03-31
Alaska,0,2009-03-31
Arizona,0,2009-03-31
Arkansas,0,2009-03-31
California,10,2009-03-31
Colorado,15,2009-03-31
Connecticut,0,2009-03-31
Delaware,62,2009-03-31
District of Columbia,5,2009-03-31
Florida,8,2009-03-31
Georgia,3,2009-03-31
Hawaii,47,2009-03-31
Idaho,0,2009-03-31
Illinois,3,2009-03-31
Indiana,8,2009-03-31
Iowa,17,2009-03-31
Kansas,0,2009-03-31
Kentucky,0,2009-03-31
Louisiana,0,2009-03-31
Maine,0,2009-03-31
Maryland,0,2009-03-31
Massachusetts,7,2009-03-31
Michigan,5,2009-03-31
Minnesota,11,2009-03-31
Mississippi,0,2009-03-31
Missouri,0,2009-03-31
Montana,100,2009-03-31
Nebraska,0,2009-03-31
Nevada,0,2009-03-31
New Hampshire,0,2009-03-31
New Jersey,9,2009-03-31
New Mexico,0,2009-03-31
New York,13,2009-03-31
North Carolina,4,2009-03-31
North Dakota,0,2009-03-31
Ohio,7,2009-03-31
Oklahoma,0,2009-03-31
Oregon,16,2009-03-31
Pennsylvania,8,2009-03-31
Rhode Island,25,2009-03-31
South Carolina,0,2009-03-31
South Dakota,0,2009-03-31
Tennessee,8,2009-03-31
Texas,4,2009-03-31
Utah,0,2009-03-31
Vermont,0,2009-03-31
Virginia,4,2009-03-31
Washington,4,2009-03-31
West Virginia,0,2009-03-31
Wisconsin,6,2009-03-31
Wyoming,70,2009-03-31
Alabama,46,2009-04-30
Alaska,0,2009-04-30
Arizona,56,2009-04-30
Arkansas,0,2009-04-30
California,25,2009-04-30
Colorado,0,2009-04-30
Connecticut,29,2009-04-30
Delaware,0,2009-04-30
District of Columbia,57,2009-04-30
Florida,29,2009-04-30
Georgia,54,2009-04-30
Hawaii,0,2009-04-30
Idaho,0,2009-04-30
Illinois,10,2009-04-30
Indiana,32,2009-04-30
Iowa,0,2009-04-30
Kansas,100,2009-04-30
Kentucky,0,2009-04-30
Louisiana,42,2009-04-30
Maine,93,2009-04-30
Maryland,0,2009-04-30
Massachusetts,12,2009-04-30
Michigan,17,2009-04-30
Minnesota,0,2009-04-30
Mississippi,0,2009-04-30
Missouri,18,2009-04-30
Montana,0,2009-04-30
Nebraska,78,2009-04-30
Nevada,0,2009-04-30
New Hampshire,0,2009-04-30
New Jersey,40,2009-04-30
New Mexico,0,2009-04-30
New York,50,2009-04-30
North Carolina,14,2009-04-30
North Dakota,0,2009-04-30
Ohio,12,2009-04-30
Oklahoma,0,2009-04-30
Oregon,59,2009-04-30
Pennsylvania,20,2009-04-30
Rhode Island,0,2009-04-30
South Carolina,0,2009-04-30
South Dakota,0,2009-04-30
Tennessee,0,2009-04-30
Texas,24,2009-04-30
Utah,52,2009-04-30
Vermont,0,2009-04-30
Virginia,0,2009-04-30
Washington,0,2009-04-30
West Virginia,0,2009-04-30
Wisconsin,24,2009-04-30
Wyoming,0,2009-04-30
Alabama,11,2009-05-31
Alaska,0,2009-05-31
Arizona,9,2009-05-31
Arkansas,0,2009-05-31
California,7,2009-05-31
Colorado,0,2009-05-31
Connecticut,0,2009-05-31
Delaware,0,2009-05-31
District of Columbia,0,2009-05-31
Florida,3,2009-05-31
Georgia,5,2009-05-31
Hawaii,0,2009-05-31
Idaho,0,2009-05-31
Illinois,2,2009-05-31
Indiana,0,2009-05-31
Iowa,0,2009-05-31
Kansas,0,2009-05-31
Kentucky,0,2009-05-31
Louisiana,10,2009-05-31
Maine,0,2009-05-31
Maryland,0,2009-05-31
Massachusetts,6,2009-05-31
Michigan,13,2009-05-31
Minnesota,0,2009-05-31
Mississippi,0,2009-05-31
Missouri,9,2009-05-31
Montana,100,2009-05-31
Nebraska,20,2009-05-31
Nevada,0,2009-05-31
New Hampshire,0,2009-05-31
New Jersey,5,2009-05-31
New Mexico,0,2009-05-31
New York,12,2009-05-31
North Carolina,10,2009-05-31
North Dakota,0,2009-05-31
Ohio,0,2009-05-31
Oklahoma,12,2009-05-31
Oregon,7,2009-05-31
Pennsylvania,2,2009-05-31
Rhode Island,0,2009-05-31
South Carolina,0,2009-05-31
South Dakota,0,2009-05-31
Tennessee,0,2009-05-31
Texas,3,2009-05-31
Utah,0,2009-05-31
Vermont,0,2009-05-31
Virginia,7,2009-05-31
Washington,3,2009-05-31
West Virginia,0,2009-05-31
Wisconsin,0,2009-05-31
Wyoming,69,2009-05-31
Alabama,0,2009-06-30
Alaska,0,2009-06-30
Arizona,25,2009-06-30
Arkansas,54,2009-06-30
California,11,2009-06-30
Colorado,13,2009-06-30
Connecticut,20,2009-06-30
Delaware,0,2009-06-30
District of Columbia,0,2009-06-30
Florida,18,2009-06-30
Georgia,7,2009-06-30
Hawaii,0,2009-06-30
Idaho,0,2009-06-30
Illinois,13,2009-06-30
Indiana,21,2009-06-30
Iowa,0,2009-06-30
Kansas,0,2009-06-30
Kentucky,0,2009-06-30
Louisiana,0,2009-06-30
Maine,0,2009-06-30
Maryland,0,2009-06-30
Massachusetts,16,2009-06-30
Michigan,0,2009-06-30
Minnesota,0,2009-06-30
Mississippi,57,2009-06-30
Missouri,47,2009-06-30
Montana,0,2009-06-30
Nebraska,0,2009-06-30
Nevada,100,2009-06-30
New Hampshire,62,2009-06-30
New Jersey,60,2009-06-30
New Mexico,0,2009-06-30
New York,18,2009-06-30
North Carolina,28,2009-06-30
North Dakota,0,2009-06-30
Ohio,16,2009-06-30
Oklahoma,34,2009-06-30
Oregon,40,2009-06-30
Pennsylvania,7,2009-06-30
Rhode Island,0,2009-06-30
South Carolina,32,2009-06-30
South Dakota,0,2009-06-30
Tennessee,0,2009-06-30
Texas,6,2009-06-30
Utah,0,2009-06-30
Vermont,0,2009-06-30
Virginia,0,2009-06-30
Washington,10,2009-06-30
West Virginia,0,2009-06-30
Wisconsin,0,2009-06-30
Wyoming,0,2009-06-30
Alabama,25,2009-07-31
Alaska,0,2009-07-31
Arizona,21,2009-07-31
Arkansas,0,2009-07-31
California,5,2009-07-31
Colorado,22,2009-07-31
Connecticut,0,2009-07-31
Delaware,0,2009-07-31
District of Columbia,10,2009-07-31
Florida,16,2009-07-31
Georgia,12,2009-07-31
Hawaii,0,2009-07-31
Idaho,0,2009-07-31
Illinois,6,2009-07-31
Indiana,0,2009-07-31
Iowa,0,2009-07-31
Kansas,30,2009-07-31
Kentucky,0,2009-07-31
Louisiana,0,2009-07-31
Maine,0,2009-07-31
Maryland,14,2009-07-31
Massachusetts,7,2009-07-31
Michigan,11,2009-07-31
Minnesota,0,2009-07-31
Mississippi,0,2009-07-31
Missouri,10,2009-07-31
Montana,0,2009-07-31
Nebraska,0,2009-07-31
Nevada,29,2009-07-31
New Hampshire,0,2009-07-31
New Jersey,17,2009-07-31
New Mexico,62,2009-07-31
New York,27,2009-07-31
North Carolina,16,2009-07-31
North Dakota,0,2009-07-31
Ohio,22,2009-07-31
Oklahoma,29,2009-07-31
Oregon,18,2009-07-31
Pennsylvania,12,2009-07-31
Rhode Island,0,2009-07-31
South Carolina,0,2009-07-31
South Dakota,100,2009-07-31
Tennessee,17,2009-07-31
Texas,19,2009-07-31
Utah,0,2009-07-31
Vermont,0,2009-07-31
Virginia,2,2009-07-31
Washington,0,2009-07-31
West Virginia,0,2009-07-31
Wisconsin,0,2009-07-31
Wyoming,0,2009-07-31
Alabama,44,2009-08-31
Alaska,0,2009-08-31
Arizona,57,2009-08-31
Arkansas,0,2009-08-31
California,18,2009-08-31
Colorado,20,2009-08-31
Connecticut,0,2009-08-31
Delaware,0,2009-08-31
District of Columbia,36,2009-08-31
Florida,14,2009-08-31
Georgia,44,2009-08-31
Hawaii,0,2009-08-31
Idaho,0,2009-08-31
Illinois,21,2009-08-31
Indiana,27,2009-08-31
Iowa,0,2009-08-31
Kansas,0,2009-08-31
Kentucky,0,2009-08-31
Louisiana,0,2009-08-31
Maine,0,2009-08-31
Maryland,24,2009-08-31
Massachusetts,12,2009-08-31
Michigan,0,2009-08-31
Minnesota,41,2009-08-31
Mississippi,0,2009-08-31
Missouri,18,2009-08-31
Montana,0,2009-08-31
Nebraska,0,2009-08-31
Nevada,0,2009-08-31
New Hampshire,0,2009-08-31
New Jersey,21,2009-08-31
New Mexico,0,2009-08-31
New York,42,2009-08-31
North Carolina,0,2009-08-31
North Dakota,0,2009-08-31
Ohio,13,2009-08-31
Oklahoma,50,2009-08-31
Oregon,0,2009-08-31
Pennsylvania,21,2009-08-31
Rhode Island,100,2009-08-31
South Carolina,0,2009-08-31
South Dakota,0,2009-08-31
Tennessee,0,2009-08-31
Texas,10,2009-08-31
Utah,0,2009-08-31
Vermont,0,2009-08-31
Virginia,0,2009-08-31
Washington,16,2009-08-31
West Virginia,0,2009-08-31
Wisconsin,0,2009-08-31
Wyoming,0,2009-08-31
Alabama,0,2009-09-30
Alaska,0,2009-09-30
Arizona,87,2009-09-30
Arkansas,0,2009-09-30
California,23,2009-09-30
Colorado,0,2009-09-30
Connecticut,33,2009-09-30
Delaware,0,2009-09-30
District of Columbia,41,2009-09-30
Florida,32,2009-09-30
Georgia,0,2009-09-30
Hawaii,0,2009-09-30
Idaho,0,2009-09-30
Illinois,11,2009-09-30
Indiana,0,2009-09-30
Iowa,0,2009-09-30
Kansas,0,2009-09-30
Kentucky,0,2009-09-30
Louisiana,45,2009-09-30
Maine,0,2009-09-30
Maryland,0,2009-09-30
Massachusetts,27,2009-09-30
Michigan,0,2009-09-30
Minnesota,0,2009-09-30
Mississippi,0,2009-09-30
Missouri,19,2009-09-30
Montana,0,2009-09-30
Nebraska,0,2009-09-30
Nevada,60,2009-09-30
New Hampshire,100,2009-09-30
New Jersey,35,2009-09-30
New Mexico,0,2009-09-30
New York,30,2009-09-30
North Carolina,0,2009-09-30
North Dakota,0,2009-09-30
Ohio,0,2009-09-30
Oklahoma,57,2009-09-30
Oregon,0,2009-09-30
Pennsylvania,11,2009-09-30
Rhode Island,0,2009-09-30
South Carolina,0,2009-09-30
South Dakota,0,2009-09-30
Tennessee,33,2009-09-30
Texas,22,2009-09-30
Utah,0,2009-09-30
Vermont,0,2009-09-30
Virginia,5,2009-09-30
Washington,50,2009-09-30
West Virginia,0,2009-09-30
Wisconsin,27,2009-09-30
Wyoming,0,2009-09-30
Alabama,11,2009-10-31
Alaska,0,2009-10-31
Arizona,9,2009-10-31
Arkansas,0,2009-10-31
California,5,2009-10-31
Colorado,0,2009-10-31
Connecticut,0,2009-10-31
Delaware,0,2009-10-31
District of Columbia,0,2009-10-31
Florida,7,2009-10-31
Georgia,0,2009-10-31
Hawaii,0,2009-10-31
Idaho,0,2009-10-31
Illinois,5,2009-10-31
Indiana,16,2009-10-31
Iowa,0,2009-10-31
Kansas,0,2009-10-31
Kentucky,0,2009-10-31
Louisiana,0,2009-10-31
Maine,21,2009-10-31
Maryland,0,2009-10-31
Massachusetts,8,2009-10-31
Michigan,4,2009-10-31
Minnesota,0,2009-10-31
Mississippi,0,2009-10-31
Missouri,0,2009-10-31
Montana,100,2009-10-31
Nebraska,0,2009-10-31
Nevada,13,2009-10-31
New Hampshire,22,2009-10-31
New Jersey,5,2009-10-31
New Mexico,0,2009-10-31
New York,5,2009-10-31
North Carolina,3,2009-10-31
North Dakota,0,2009-10-31
Ohio,3,2009-10-31
Oklahoma,0,2009-10-31
Oregon,7,2009-10-31
Pennsylvania,2,2009-10-31
Rhode Island,46,2009-10-31
South Carolina,0,2009-10-31
South Dakota,0,2009-10-31
Tennessee,0,2009-10-31
Texas,2,2009-10-31
Utah,0,2009-10-31
Vermont,0,2009-10-31
Virginia,4,2009-10-31
Washington,0,2009-10-31
West Virginia,0,2009-10-31
Wisconsin,0,2009-10-31
Wyoming,0,2009-10-31
Alabama,0,2009-11-30
Alaska,0,2009-11-30
Arizona,22,2009-11-30
Arkansas,0,2009-11-30
California,28,2009-11-30
Colorado,0,2009-11-30
Connecticut,32,2009-11-30
Delaware,0,2009-11-30
District of Columbia,21,2009-11-30
Florida,41,2009-11-30
Georgia,13,2009-11-30
Hawaii,0,2009-11-30
Idaho,0,2009-11-30
Illinois,12,2009-11-30
Indiana,0,2009-11-30
Iowa,0,2009-11-30
Kansas,0,2009-11-30
Kentucky,0,2009-11-30
Louisiana,46,2009-11-30
Maine,0,2009-11-30
Maryland,27,2009-11-30
Massachusetts,24,2009-11-30
Michigan,0,2009-11-30
Minnesota,46,2009-11-30
Mississippi,100,2009-11-30
Missouri,0,2009-11-30
Montana,0,2009-11-30
Nebraska,0,2009-11-30
Nevada,60,2009-11-30
New Hampshire,0,2009-11-30
New Jersey,0,2009-11-30
New Mexico,0,2009-11-30
New York,21,2009-11-30
North Carolina,48,2009-11-30
North Dakota,0,2009-11-30
Ohio,14,2009-11-30
Oklahoma,58,2009-11-30
Oregon,0,2009-11-30
Pennsylvania,0,2009-11-30
Rhode Island,0,2009-11-30
South Carolina,0,2009-11-30
South Dakota,0,2009-11-30
Tennessee,0,2009-11-30
Texas,17,2009-11-30
Utah,0,2009-11-30
Vermont,0,2009-11-30
Virginia,9,2009-11-30
Washington,0,2009-11-30
West Virginia,0,2009-11-30
Wisconsin,0,2009-11-30
Wyoming,0,2009-11-30
Alabama,21,2009-12-31
Alaska,0,2009-12-31
Arizona,19,2009-12-31
Arkansas,0,2009-12-31
California,12,2009-12-31
Colorado,28,2009-12-31
Connecticut,14,2009-12-31
Delaware,0,2009-12-31
District of Columbia,9,2009-12-31
Florida,17,2009-12-31
Georgia,16,2009-12-31
Hawaii,0,2009-12-31
Idaho,0,2009-12-31
Illinois,10,2009-12-31
Indiana,0,2009-12-31
Iowa,36,2009-12-31
Kansas,0,2009-12-31
Kentucky,19,2009-12-31
Louisiana,0,2009-12-31
Maine,0,2009-12-31
Maryland,11,2009-12-31
Massachusetts,11,2009-12-31
Michigan,8,2009-12-31
Minnesota,0,2009-12-31
Mississippi,82,2009-12-31
Missouri,8,2009-12-31
Montana,100,2009-12-31
Nebraska,0,2009-12-31
Nevada,0,2009-12-31
New Hampshire,0,2009-12-31
New Jersey,9,2009-12-31
New Mexico,0,2009-12-31
New York,22,2009-12-31
North Carolina,20,2009-12-31
North Dakota,0,2009-12-31
Ohio,11,2009-12-31
Oklahoma,24,2009-12-31
Oregon,0,2009-12-31
Pennsylvania,10,2009-12-31
Rhode Island,0,2009-12-31
South Carolina,0,2009-12-31
South Dakota,0,2009-12-31
Tennessee,0,2009-12-31
Texas,2,2009-12-31
Utah,0,2009-12-31
Vermont,0,2009-12-31
Virginia,6,2009-12-31
Washington,7,2009-12-31
West Virginia,93,2009-12-31
Wisconsin,0,2009-12-31
Wyoming,0,2009-12-31
Alabama,0,2010-01-31
Alaska,0,2010-01-31
Arizona,62,2010-01-31
Arkansas,0,2010-01-31
California,14,2010-01-31
Colorado,0,2010-01-31
Connecticut,0,2010-01-31
Delaware,0,2010-01-31
District of Columbia,38,2010-01-31
Florida,22,2010-01-31
Georgia,0,2010-01-31
Hawaii,0,2010-01-31
Idaho,0,2010-01-31
Illinois,32,2010-01-31
Indiana,0,2010-01-31
Iowa,0,2010-01-31
Kansas,0,2010-01-31
Kentucky,0,2010-01-31
Louisiana,0,2010-01-31
Maine,0,2010-01-31
Maryland,25,2010-01-31
Massachusetts,59,2010-01-31
Michigan,18,2010-01-31
Minnesota,0,2010-01-31
Mississippi,0,2010-01-31
Missouri,0,2010-01-31
Montana,0,2010-01-31
Nebraska,0,2010-01-31
Nevada,0,2010-01-31
New Hampshire,0,2010-01-31
New Jersey,30,2010-01-31
New Mexico,0,2010-01-31
New York,29,2010-01-31
North Carolina,14,2010-01-31
North Dakota,0,2010-01-31
Ohio,12,2010-01-31
Oklahoma,0,2010-01-31
Oregon,0,2010-01-31
Pennsylvania,11,2010-01-31
Rhode Island,100,2010-01-31
South Carolina,0,2010-01-31
South Dakota,0,2010-01-31
Tennessee,31,2010-01-31
Texas,27,2010-01-31
Utah,0,2010-01-31
Vermont,0,2010-01-31
Virginia,16,2010-01-31
Washington,16,2010-01-31
West Virginia,0,2010-01-31
Wisconsin,0,2010-01-31
Wyoming,0,2010-01-31
Alabama,12,2010-02-28
Alaska,0,2010-02-28
Arizona,0,2010-02-28
Arkansas,0,2010-02-28
California,8,2010-02-28
Colorado,10,2010-02-28
Connecticut,0,2010-02-28
Delaware,0,2010-02-28
District of Columbia,0,2010-02-28
Florida,7,2010-02-28
Georgia,3,2010-02-28
Hawaii,0,2010-02-28
Idaho,0,2010-02-28
Illinois,8,2010-02-28
Indiana,0,2010-02-28
Iowa,0,2010-02-28
Kansas,0,2010-02-28
Kentucky,0,2010-02-28
Louisiana,0,2010-02-28
Maine,0,2010-02-28
Maryland,6,2010-02-28
Massachusetts,11,2010-02-28
Michigan,4,2010-02-28
Minnesota,5,2010-02-28
Mississippi,0,2010-02-28
Missouri,4,2010-02-28
Montana,100,2010-02-28
Nebraska,0,2010-02-28
Nevada,13,2010-02-28
New Hampshire,0,2010-02-28
New Jersey,2,2010-02-28
New Mexico,0,2010-02-28
New York,7,2010-02-28
North Carolina,7,2010-02-28
North Dakota,0,2010-02-28
Ohio,0,2010-02-28
Oklahoma,13,2010-02-28
Oregon,0,2010-02-28
Pennsylvania,5,2010-02-28
Rhode Island,0,2010-02-28
South Carolina,23,2010-02-28
South Dakota,0,2010-02-28
Tennessee,0,2010-02-28
Texas,1,2010-02-28
Utah,0,2010-02-28
Vermont,0,2010-02-28
Virginia,4,2010-02-28
Washington,0,2010-02-28
West Virginia,0,2010-02-28
Wisconsin,0,2010-02-28
Wyoming,0,2010-02-28
Alabama,0,2010-03-31
Alaska,0,2010-03-31
Arizona,19,2010-03-31
Arkansas,41,2010-03-31
California,10,2010-03-31
Colorado,29,2010-03-31
Connecticut,15,2010-03-31
Delaware,0,2010-03-31
District of Columbia,9,2010-03-31
Florida,14,2010-03-31
Georgia,11,2010-03-31
Hawaii,0,2010-03-31
Idaho,0,2010-03-31
Illinois,0,2010-03-31
Indiana,33,2010-03-31
Iowa,0,2010-03-31
Kansas,0,2010-03-31
Kentucky,21,2010-03-31
Louisiana,0,2010-03-31
Maine,0,2010-03-31
Maryland,0,2010-03-31
Massachusetts,16,2010-03-31
Michigan,17,2010-03-31
Minnesota,0,2010-03-31
Mississippi,0,2010-03-31
Missouri,0,2010-03-31
Montana,100,2010-03-31
Nebraska,39,2010-03-31
Nevada,25,2010-03-31
New Hampshire,0,2010-03-31
New Jersey,19,2010-03-31
New Mexico,0,2010-03-31
New York,29,2010-03-31
North Carolina,0,2010-03-31
North Dakota,0,2010-03-31
Ohio,6,2010-03-31
Oklahoma,25,2010-03-31
Oregon,58,2010-03-31
Pennsylvania,5,2010-03-31
Rhode Island,0,2010-03-31
South Carolina,0,2010-03-31
South Dakota,0,2010-03-31
Tennessee,14,2010-03-31
Texas,12,2010-03-31
Utah,0,2010-03-31
Vermont,36,2010-03-31
Virginia,4,2010-03-31
Washington,22,2010-03-31
West Virginia,0,2010-03-31
Wisconsin,0,2010-03-31
Wyoming,0,2010-03-31
Alabama,0,2010-04-30
Alaska,0,2010-04-30
Arizona,7,2010-04-30
Arkansas,0,2010-04-30
California,6,2010-04-30
Colorado,7,2010-04-30
Connecticut,11,2010-04-30
Delaware,0,2010-04-30
District of Columbia,13,2010-04-30
Florida,8,2010-04-30
Georgia,16,2010-04-30
Hawaii,0,2010-04-30
Idaho,100,2010-04-30
Illinois,7,2010-04-30
Indiana,13,2010-04-30
Iowa,0,2010-04-30
Kansas,0,2010-04-30
Kentucky,0,2010-04-30
Louisiana,0,2010-04-30
Maine,0,2010-04-30
Maryland,8,2010-04-30
Massachusetts,24,2010-04-30
Michigan,6,2010-04-30
Minnesota,0,2010-04-30
Mississippi,0,2010-04-30
Missouri,6,2010-04-30
Montana,78,2010-04-30
Nebraska,0,2010-04-30
Nevada,19,2010-04-30
New Hampshire,34,2010-04-30
New Jersey,7,2010-04-30
New Mexico,0,2010-04-30
New York,11,2010-04-30
North Carolina,5,2010-04-30
North Dakota,0,2010-04-30
Ohio,13,2010-04-30
Oklahoma,0,2010-04-30
Oregon,11,2010-04-30
Pennsylvania,4,2010-04-30
Rhode Island,0,2010-04-30
South Carolina,0,2010-04-30
South Dakota,0,2010-04-30
Tennessee,0,2010-04-30
Texas,4,2010-04-30
Utah,22,2010-04-30
Vermont,0,2010-04-30
Virginia,1,2010-04-30
Washington,21,2010-04-30
West Virginia,0,2010-04-30
Wisconsin,27,2010-04-30
Wyoming,0,2010-04-30
Alabama,0,2010-05-31
Alaska,0,2010-05-31
Arizona,31,2010-05-31
Arkansas,0,2010-05-31
California,10,2010-05-31
Colorado,17,2010-05-31
Connecticut,0,2010-05-31
Delaware,0,2010-05-31
District of Columbia,28,2010-05-31
Florida,17,2010-05-31
Georgia,18,2010-05-31
Hawaii,0,2010-05-31
Idaho,0,2010-05-31
Illinois,16,2010-05-31
Indiana,32,2010-05-31
Iowa,0,2010-05-31
Kansas,0,2010-05-31
Kentucky,0,2010-05-31
Louisiana,0,2010-05-31
Maine,82,2010-05-31
Maryland,19,2010-05-31
Massachusetts,35,2010-05-31
Michigan,0,2010-05-31
Minnesota,0,2010-05-31
Mississippi,0,2010-05-31
Missouri,14,2010-05-31
Montana,0,2010-05-31
Nebraska,0,2010-05-31
Nevada,43,2010-05-31
New Hampshire,77,2010-05-31
New Jersey,15,2010-05-31
New Mexico,0,2010-05-31
New York,21,2010-05-31
North Carolina,48,2010-05-31
North Dakota,0,2010-05-31
Ohio,59,2010-05-31
Oklahoma,0,2010-05-31
Oregon,24,2010-05-31
Pennsylvania,9,2010-05-31
Rhode Island,0,2010-05-31
South Carolina,0,2010-05-31
South Dakota,0,2010-05-31
Tennessee,23,2010-05-31
Texas,16,2010-05-31
Utah,100,2010-05-31
Vermont,0,2010-05-31
Virginia,5,2010-05-31
Washington,23,2010-05-31
West Virginia,0,2010-05-31
Wisconsin,20,2010-05-31
Wyoming,0,2010-05-31
Alabama,33,2010-06-30
Alaska,0,2010-06-30
Arizona,67,2010-06-30
Arkansas,0,2010-06-30
California,9,2010-06-30
Colorado,28,2010-06-30
Connecticut,22,2010-06-30
Delaware,0,2010-06-30
District of Columbia,24,2010-06-30
Florida,19,2010-06-30
Georgia,7,2010-06-30
Hawaii,0,2010-06-30
Idaho,100,2010-06-30
Illinois,7,2010-06-30
Indiana,27,2010-06-30
Iowa,0,2010-06-30
Kansas,35,2010-06-30
Kentucky,0,2010-06-30
Louisiana,0,2010-06-30
Maine,0,2010-06-30
Maryland,17,2010-06-30
Massachusetts,30,2010-06-30
Michigan,0,2010-06-30
Minnesota,0,2010-06-30
Mississippi,58,2010-06-30
Missouri,23,2010-06-30
Montana,0,2010-06-30
Nebraska,63,2010-06-30
Nevada,0,2010-06-30
New Hampshire,0,2010-06-30
New Jersey,0,2010-06-30
New Mexico,0,2010-06-30
New York,41,2010-06-30
North Carolina,19,2010-06-30
North Dakota,0,2010-06-30
Ohio,17,2010-06-30
Oklahoma,0,2010-06-30
Oregon,44,2010-06-30
Pennsylvania,15,2010-06-30
Rhode Island,0,2010-06-30
South Carolina,34,2010-06-30
South Dakota,0,2010-06-30
Tennessee,0,2010-06-30
Texas,12,2010-06-30
Utah,0,2010-06-30
Vermont,0,2010-06-30
Virginia,8,2010-06-30
Washington,29,2010-06-30
West Virginia,0,2010-06-30
Wisconsin,0,2010-06-30
Wyoming,0,2010-06-30
Alabama,0,2010-07-31
Alaska,0,2010-07-31
Arizona,14,2010-07-31
Arkansas,0,2010-07-31
California,10,2010-07-31
Colorado,0,2010-07-31
