geoName,Flat,year
Arizona,35,2009-02-28
Arkansas,0,2009-02-28
California,29,2009-02-28
Colorado,33,2009-02-28
Connecticut,0,2009-02-28
Delaware,0,2009-02-28
District of Columbia,0,2009-02-28
Florida,7,2009-02-28
Georgia,19,2009-02-28
Hawaii,0,2009-02-28
Idaho,0,2009-02-28
Illinois,18,2009-02-28
Indiana,0,2009-02-28
Iowa,0,2009-02-28
Kansas,0,2009-02-28
Kentucky,0,2009-02-28
Louisiana,0,2009-02-28
Maine,0,2009-02-28
Maryland,21,2009-02-28
Massachusetts,33,2009-02-28
Michigan,15,2009-02-28
Minnesota,18,2009-02-28
Mississippi,79,2009-02-28
Missouri,16,2009-02-28
Montana,0,2009-02-28
Nebraska,0,2009-02-28
Nevada,48,2009-02-28
New Hampshire,85,2009-02-28
New Jersey,10,2009-02-28
New Mexico,100,2009-02-28
New York,25,2009-02-28
North Carolina,13,2009-02-28
North Dakota,0,2009-02-28
Ohio,43,2009-02-28
Oklahoma,0,2009-02-28
Oregon,27,2009-02-28
Pennsylvania,9,2009-02-28
Rhode Island,83,2009-02-28
South Carolina,42,2009-02-28
South Dakota,0,2009-02-28
Tennessee,0,2009-02-28
Texas,23,2009-02-28
Utah,0,2009-02-28
Vermont,0,2009-02-28
Virginia,43,2009-02-28
Washington,0,2009-02-28
West Virginia,0,2009-02-28
Wisconsin,0,2009-02-28
Wyoming,0,2009-02-28
Alabama,48,2009-03-31
Alaska,0,2009-03-31
Arizona,100,2009-03-31
Arkansas,0,2009-03-31
California,19,2009-03-31
Colorado,39,2009-03-31
Connecticut,0,2009-03-31
Delaware,0,2009-03-31
District of Columbia,21,2009-03-31
Florida,31,2009-03-31
Georgia,0,2009-03-31
Hawaii,0,2009-03-31
Idaho,0,2009-03-31
Illinois,11,2009-03-31
Indiana,0,2009-03-31
Iowa,0,2009-03-31
Kansas,0,2009-03-31
Kentucky,0,2009-03-31
Louisiana,47,2009-03-31
Maine,0,2009-03-31
Maryland,0,2009-03-31
Massachusetts,13,2009-03-31
Michigan,36,2009-03-31
Minnesota,0,2009-03-31
Mississippi,91,2009-03-31
Missouri,19,2009-03-31
Montana,0,2009-03-31
Nebraska,0,2009-03-31
Nevada,0,2009-03-31
New Hampshire,0,2009-03-31
New Jersey,0,2009-03-31
New Mexico,0,2009-03-31
New York,15,2009-03-31
North Carolina,61,2009-03-31
North Dakota,0,2009-03-31
Ohio,26,2009-03-31
Oklahoma,0,2009-03-31
Oregon,0,2009-03-31
Pennsylvania,10,2009-03-31
Rhode Island,100,2009-03-31
South Carolina,49,2009-03-31
South Dakota,0,2009-03-31
Tennessee,31,2009-03-31
Texas,16,2009-03-31
Utah,0,2009-03-31
Vermont,0,2009-03-31
Virginia,11,2009-03-31
Washington,48,2009-03-31
West Virginia,0,2009-03-31
Wisconsin,76,2009-03-31
Wyoming,0,2009-03-31
Alabama,0,2009-04-30
Alaska,0,2009-04-30
Arizona,9,2009-04-30
Arkansas,0,2009-04-30
California,12,2009-04-30
Colorado,0,2009-04-30
Connecticut,14,2009-04-30
Delaware,100,2009-04-30
District of Columbia,9,2009-04-30
Florida,13,2009-04-30
Georgia,15,2009-04-30
Hawaii,0,2009-04-30
Idaho,0,2009-04-30
Illinois,19,2009-04-30
Indiana,15,2009-04-30
Iowa,0,2009-04-30
Kansas,23,2009-04-30
Kentucky,0,2009-04-30
Louisiana,0,2009-04-30
Maine,0,2009-04-30
Maryland,11,2009-04-30
Massachusetts,17,2009-04-30
Michigan,16,2009-04-30
Minnesota,0,2009-04-30
Mississippi,0,2009-04-30
Missouri,17,2009-04-30
Montana,0,2009-04-30
Nebraska,0,2009-04-30
Nevada,0,2009-04-30
New Hampshire,0,2009-04-30
New Jersey,10,2009-04-30
New Mexico,0,2009-04-30
New York,9,2009-04-30
North Carolina,7,2009-04-30
North Dakota,0,2009-04-30
Ohio,11,2009-04-30
Oklahoma,0,2009-04-30
Oregon,0,2009-04-30
Pennsylvania,0,2009-04-30
Rhode Island,46,2009-04-30
South Carolina,0,2009-04-30
South Dakota,0,2009-04-30
Tennessee,42,2009-04-30
Texas,16,2009-04-30
Utah,0,2009-04-30
Vermont,0,2009-04-30
Virginia,16,2009-04-30
Washington,27,2009-04-30
West Virginia,0,2009-04-30
Wisconsin,34,2009-04-30
Wyoming,0,2009-04-30
Alabama,32,2009-05-31
Alaska,100,2009-05-31
Arizona,13,2009-05-31
Arkansas,0,2009-05-31
California,15,2009-05-31
Colorado,13,2009-05-31
Connecticut,0,2009-05-31
Delaware,0,2009-05-31
District of Columbia,25,2009-05-31
Florida,9,2009-05-31
Georgia,7,2009-05-31
Hawaii,0,2009-05-31
Idaho,82,2009-05-31
Illinois,34,2009-05-31
Indiana,46,2009-05-31
Iowa,0,2009-05-31
Kansas,0,2009-05-31
Kentucky,93,2009-05-31
Louisiana,28,2009-05-31
Maine,0,2009-05-31
Maryland,15,2009-05-31
Massachusetts,0,2009-05-31
Michigan,0,2009-05-31
Minnesota,0,2009-05-31
Mississippi,0,2009-05-31
Missouri,0,2009-05-31
Montana,0,2009-05-31
Nebraska,55,2009-05-31
Nevada,35,2009-05-31
New Hampshire,0,2009-05-31
New Jersey,33,2009-05-31
New Mexico,0,2009-05-31
New York,12,2009-05-31
North Carolina,10,2009-05-31
North Dakota,0,2009-05-31
Ohio,0,2009-05-31
Oklahoma,0,2009-05-31
Oregon,40,2009-05-31
Pennsylvania,20,2009-05-31
Rhode Island,68,2009-05-31
South Carolina,0,2009-05-31
South Dakota,0,2009-05-31
Tennessee,21,2009-05-31
Texas,16,2009-05-31
Utah,0,2009-05-31
Vermont,0,2009-05-31
Virginia,15,2009-05-31
Washington,0,2009-05-31
West Virginia,0,2009-05-31
Wisconsin,17,2009-05-31
Wyoming,0,2009-05-31
Alabama,0,2009-06-30
Alaska,0,2009-06-30
Arizona,0,2009-06-30
Arkansas,0,2009-06-30
California,19,2009-06-30
Colorado,74,2009-06-30
Connecticut,0,2009-06-30
Delaware,0,2009-06-30
District of Columbia,0,2009-06-30
Florida,26,2009-06-30
Georgia,21,2009-06-30
Hawaii,0,2009-06-30
Idaho,0,2009-06-30
Illinois,10,2009-06-30
Indiana,0,2009-06-30
Iowa,0,2009-06-30
Kansas,0,2009-06-30
Kentucky,0,2009-06-30
Louisiana,0,2009-06-30
Maine,0,2009-06-30
Maryland,22,2009-06-30
Massachusetts,23,2009-06-30
Michigan,68,2009-06-30
Minnesota,0,2009-06-30
Mississippi,0,2009-06-30
Missouri,0,2009-06-30
Montana,0,2009-06-30
Nebraska,0,2009-06-30
Nevada,48,2009-06-30
New Hampshire,0,2009-06-30
New Jersey,38,2009-06-30
New Mexico,0,2009-06-30
New York,22,2009-06-30
North Carolina,27,2009-06-30
North Dakota,0,2009-06-30
Ohio,12,2009-06-30
Oklahoma,0,2009-06-30
Oregon,29,2009-06-30
Pennsylvania,0,2009-06-30
Rhode Island,100,2009-06-30
South Carolina,0,2009-06-30
South Dakota,0,2009-06-30
Tennessee,28,2009-06-30
Texas,23,2009-06-30
Utah,0,2009-06-30
Vermont,0,2009-06-30
Virginia,17,2009-06-30
Washington,28,2009-06-30
West Virginia,0,2009-06-30
Wisconsin,0,2009-06-30
Wyoming,0,2009-06-30
Alabama,0,2009-07-31
Alaska,0,2009-07-31
Arizona,17,2009-07-31
Arkansas,0,2009-07-31
California,8,2009-07-31
Colorado,0,2009-07-31
Connecticut,14,2009-07-31
Delaware,0,2009-07-31
District of Columbia,0,2009-07-31
Florida,6,2009-07-31
Georgia,5,2009-07-31
Hawaii,0,2009-07-31
Idaho,61,2009-07-31
Illinois,14,2009-07-31
Indiana,0,2009-07-31
Iowa,36,2009-07-31
Kansas,0,2009-07-31
Kentucky,20,2009-07-31
Louisiana,0,2009-07-31
Maine,0,2009-07-31
Maryland,0,2009-07-31
Massachusetts,6,2009-07-31
Michigan,33,2009-07-31
Minnesota,19,2009-07-31
Mississippi,0,2009-07-31
Missouri,8,2009-07-31
Montana,0,2009-07-31
Nebraska,38,2009-07-31
Nevada,0,2009-07-31
New Hampshire,0,2009-07-31
New Jersey,19,2009-07-31
New Mexico,0,2009-07-31
New York,4,2009-07-31
North Carolina,6,2009-07-31
North Dakota,0,2009-07-31
Ohio,0,2009-07-31
Oklahoma,0,2009-07-31
Oregon,0,2009-07-31
Pennsylvania,14,2009-07-31
Rhode Island,0,2009-07-31
South Carolina,0,2009-07-31
South Dakota,0,2009-07-31
Tennessee,0,2009-07-31
Texas,4,2009-07-31
Utah,0,2009-07-31
Vermont,0,2009-07-31
Virginia,6,2009-07-31
Washington,21,2009-07-31
West Virginia,100,2009-07-31
Wisconsin,12,2009-07-31
Wyoming,0,2009-07-31
Alabama,40,2009-08-31
Alaska,0,2009-08-31
Arizona,17,2009-08-31
Arkansas,0,2009-08-31
California,22,2009-08-31
Colorado,18,2009-08-31
Connecticut,0,2009-08-31
Delaware,0,2009-08-31
District of Columbia,0,2009-08-31
Florida,33,2009-08-31
Georgia,30,2009-08-31
Hawaii,0,2009-08-31
Idaho,0,2009-08-31
Illinois,28,2009-08-31
Indiana,49,2009-08-31
Iowa,0,2009-08-31
Kansas,46,2009-08-31
Kentucky,37,2009-08-31
Louisiana,74,2009-08-31
Maine,0,2009-08-31
Maryland,0,2009-08-31
Massachusetts,11,2009-08-31
Michigan,32,2009-08-31
Minnesota,38,2009-08-31
Mississippi,0,2009-08-31
Missouri,16,2009-08-31
Montana,0,2009-08-31
Nebraska,0,2009-08-31
Nevada,47,2009-08-31
New Hampshire,0,2009-08-31
New Jersey,29,2009-08-31
New Mexico,100,2009-08-31
New York,25,2009-08-31
North Carolina,38,2009-08-31
North Dakota,0,2009-08-31
Ohio,12,2009-08-31
Oklahoma,45,2009-08-31
Oregon,0,2009-08-31
Pennsylvania,18,2009-08-31
Rhode Island,0,2009-08-31
South Carolina,0,2009-08-31
South Dakota,0,2009-08-31
Tennessee,0,2009-08-31
Texas,27,2009-08-31
Utah,48,2009-08-31
Vermont,0,2009-08-31
Virginia,31,2009-08-31
Washington,42,2009-08-31
West Virginia,0,2009-08-31
Wisconsin,0,2009-08-31
Wyoming,0,2009-08-31
Alabama,0,2009-09-30
Alaska,100,2009-09-30
Arizona,26,2009-09-30
Arkansas,0,2009-09-30
California,12,2009-09-30
Colorado,14,2009-09-30
Connecticut,19,2009-09-30
Delaware,0,2009-09-30
District of Columbia,24,2009-09-30
Florida,10,2009-09-30
Georgia,0,2009-09-30
Hawaii,0,2009-09-30
Idaho,0,2009-09-30
Illinois,14,2009-09-30
Indiana,21,2009-09-30
Iowa,0,2009-09-30
Kansas,0,2009-09-30
Kentucky,0,2009-09-30
Louisiana,0,2009-09-30
Maine,0,2009-09-30
Maryland,16,2009-09-30
Massachusetts,8,2009-09-30
Michigan,11,2009-09-30
Minnesota,0,2009-09-30
Mississippi,0,2009-09-30
Missouri,11,2009-09-30
Montana,0,2009-09-30
Nebraska,0,2009-09-30
Nevada,0,2009-09-30
New Hampshire,0,2009-09-30
New Jersey,14,2009-09-30
New Mexico,75,2009-09-30
New York,15,2009-09-30
North Carolina,19,2009-09-30
North Dakota,0,2009-09-30
Ohio,8,2009-09-30
Oklahoma,34,2009-09-30
Oregon,20,2009-09-30
Pennsylvania,7,2009-09-30
Rhode Island,0,2009-09-30
South Carolina,62,2009-09-30
South Dakota,0,2009-09-30
Tennessee,20,2009-09-30
Texas,13,2009-09-30
Utah,36,2009-09-30
Vermont,0,2009-09-30
Virginia,20,2009-09-30
Washington,10,2009-09-30
West Virginia,0,2009-09-30
Wisconsin,66,2009-09-30
Wyoming,0,2009-09-30
Alabama,0,2009-10-31
Alaska,0,2009-10-31
Arizona,62,2009-10-31
Arkansas,0,2009-10-31
California,31,2009-10-31
Colorado,42,2009-10-31
Connecticut,30,2009-10-31
Delaware,0,2009-10-31
District of Columbia,0,2009-10-31
Florida,30,2009-10-31
Georgia,12,2009-10-31
Hawaii,0,2009-10-31
Idaho,0,2009-10-31
Illinois,53,2009-10-31
Indiana,68,2009-10-31
Iowa,75,2009-10-31
Kansas,0,2009-10-31
Kentucky,0,2009-10-31
Louisiana,0,2009-10-31
Maine,0,2009-10-31
Maryland,0,2009-10-31
Massachusetts,11,2009-10-31
Michigan,17,2009-10-31
Minnesota,21,2009-10-31
Mississippi,0,2009-10-31
Missouri,0,2009-10-31
Montana,0,2009-10-31
Nebraska,0,2009-10-31
Nevada,56,2009-10-31
New Hampshire,0,2009-10-31
New Jersey,22,2009-10-31
New Mexico,0,2009-10-31
New York,28,2009-10-31
North Carolina,14,2009-10-31
North Dakota,0,2009-10-31
Ohio,26,2009-10-31
Oklahoma,0,2009-10-31
Oregon,31,2009-10-31
Pennsylvania,11,2009-10-31
Rhode Island,100,2009-10-31
South Carolina,0,2009-10-31
South Dakota,0,2009-10-31
Tennessee,31,2009-10-31
Texas,10,2009-10-31
Utah,0,2009-10-31
Vermont,0,2009-10-31
Virginia,30,2009-10-31
Washington,0,2009-10-31
West Virginia,0,2009-10-31
Wisconsin,26,2009-10-31
Wyoming,0,2009-10-31
Alabama,0,2009-11-30
Alaska,0,2009-11-30
Arizona,0,2009-11-30
Arkansas,0,2009-11-30
California,27,2009-11-30
Colorado,32,2009-11-30
Connecticut,0,2009-11-30
Delaware,0,2009-11-30
District of Columbia,43,2009-11-30
Florida,23,2009-11-30
Georgia,27,2009-11-30
Hawaii,0,2009-11-30
Idaho,100,2009-11-30
Illinois,49,2009-11-30
Indiana,0,2009-11-30
Iowa,0,2009-11-30
Kansas,0,2009-11-30
Kentucky,33,2009-11-30
Louisiana,0,2009-11-30
Maine,0,2009-11-30
Maryland,0,2009-11-30
Massachusetts,8,2009-11-30
Michigan,14,2009-11-30
Minnesota,0,2009-11-30
Mississippi,0,2009-11-30
Missouri,27,2009-11-30
Montana,0,2009-11-30
Nebraska,0,2009-11-30
Nevada,0,2009-11-30
New Hampshire,0,2009-11-30
New Jersey,48,2009-11-30
New Mexico,0,2009-11-30
New York,22,2009-11-30
North Carolina,0,2009-11-30
North Dakota,0,2009-11-30
Ohio,10,2009-11-30
Oklahoma,0,2009-11-30
Oregon,0,2009-11-30
Pennsylvania,0,2009-11-30
Rhode Island,76,2009-11-30
South Carolina,0,2009-11-30
South Dakota,0,2009-11-30
Tennessee,23,2009-11-30
Texas,8,2009-11-30
Utah,0,2009-11-30
Vermont,0,2009-11-30
Virginia,13,2009-11-30
Washington,23,2009-11-30
West Virginia,0,2009-11-30
Wisconsin,19,2009-11-30
Wyoming,0,2009-11-30
Alabama,0,2009-12-31
Alaska,0,2009-12-31
Arizona,24,2009-12-31
Arkansas,100,2009-12-31
California,29,2009-12-31
Colorado,0,2009-12-31
Connecticut,0,2009-12-31
Delaware,0,2009-12-31
District of Columbia,45,2009-12-31
Florida,26,2009-12-31
Georgia,55,2009-12-31
Hawaii,0,2009-12-31
Idaho,0,2009-12-31
Illinois,12,2009-12-31
Indiana,0,2009-12-31
Iowa,0,2009-12-31
Kansas,0,2009-12-31
Kentucky,0,2009-12-31
Louisiana,51,2009-12-31
Maine,0,2009-12-31
Maryland,57,2009-12-31
Massachusetts,27,2009-12-31
Michigan,21,2009-12-31
Minnesota,50,2009-12-31
Mississippi,0,2009-12-31
Missouri,21,2009-12-31
Montana,0,2009-12-31
Nebraska,0,2009-12-31
Nevada,0,2009-12-31
New Hampshire,0,2009-12-31
New Jersey,12,2009-12-31
New Mexico,0,2009-12-31
New York,28,2009-12-31
North Carolina,0,2009-12-31
North Dakota,0,2009-12-31
Ohio,0,2009-12-31
Oklahoma,63,2009-12-31
Oregon,0,2009-12-31
Pennsylvania,0,2009-12-31
Rhode Island,0,2009-12-31
South Carolina,0,2009-12-31
South Dakota,0,2009-12-31
Tennessee,35,2009-12-31
Texas,31,2009-12-31
Utah,0,2009-12-31
Vermont,0,2009-12-31
Virginia,44,2009-12-31
Washington,0,2009-12-31
West Virginia,0,2009-12-31
Wisconsin,0,2009-12-31
Wyoming,0,2009-12-31
Alabama,39,2010-01-31
Alaska,0,2010-01-31
Arizona,35,2010-01-31
Arkansas,0,2010-01-31
California,27,2010-01-31
Colorado,17,2010-01-31
Connecticut,0,2010-01-31
Delaware,0,2010-01-31
District of Columbia,16,2010-01-31
Florida,18,2010-01-31
Georgia,10,2010-01-31
Hawaii,0,2010-01-31
Idaho,0,2010-01-31
Illinois,18,2010-01-31
Indiana,29,2010-01-31
Iowa,0,2010-01-31
Kansas,87,2010-01-31
Kentucky,0,2010-01-31
Louisiana,0,2010-01-31
Maine,0,2010-01-31
Maryland,0,2010-01-31
Massachusetts,40,2010-01-31
Michigan,15,2010-01-31
Minnesota,0,2010-01-31
Mississippi,76,2010-01-31
Missouri,0,2010-01-31
Montana,0,2010-01-31
Nebraska,0,2010-01-31
Nevada,0,2010-01-31
New Hampshire,0,2010-01-31
New Jersey,25,2010-01-31
New Mexico,100,2010-01-31
New York,8,2010-01-31
North Carolina,24,2010-01-31
North Dakota,0,2010-01-31
Ohio,10,2010-01-31
Oklahoma,0,2010-01-31
Oregon,0,2010-01-31
Pennsylvania,18,2010-01-31
Rhode Island,0,2010-01-31
South Carolina,0,2010-01-31
South Dakota,0,2010-01-31
Tennessee,0,2010-01-31
Texas,13,2010-01-31
Utah,51,2010-01-31
Vermont,0,2010-01-31
Virginia,24,2010-01-31
Washington,0,2010-01-31
West Virginia,0,2010-01-31
Wisconsin,21,2010-01-31
Wyoming,0,2010-01-31
Alabama,0,2010-02-28
Alaska,0,2010-02-28
Arizona,0,2010-02-28
Arkansas,0,2010-02-28
California,38,2010-02-28
Colorado,43,2010-02-28
Connecticut,33,2010-02-28
Delaware,0,2010-02-28
District of Columbia,19,2010-02-28
Florida,30,2010-02-28
Georgia,24,2010-02-28
Hawaii,0,2010-02-28
Idaho,0,2010-02-28
Illinois,22,2010-02-28
Indiana,0,2010-02-28
Iowa,0,2010-02-28
Kansas,0,2010-02-28
Kentucky,0,2010-02-28
Louisiana,0,2010-02-28
Maine,0,2010-02-28
Maryland,0,2010-02-28
Massachusetts,12,2010-02-28
Michigan,37,2010-02-28
Minnesota,22,2010-02-28
Mississippi,0,2010-02-28
Missouri,0,2010-02-28
Montana,0,2010-02-28
Nebraska,0,2010-02-28
Nevada,0,2010-02-28
New Hampshire,100,2010-02-28
New Jersey,72,2010-02-28
New Mexico,0,2010-02-28
New York,24,2010-02-28
North Carolina,31,2010-02-28
North Dakota,0,2010-02-28
Ohio,25,2010-02-28
Oklahoma,0,2010-02-28
Oregon,0,2010-02-28
Pennsylvania,22,2010-02-28
Rhode Island,0,2010-02-28
South Carolina,50,2010-02-28
South Dakota,0,2010-02-28
Tennessee,64,2010-02-28
Texas,22,2010-02-28
Utah,61,2010-02-28
Vermont,0,2010-02-28
Virginia,63,2010-02-28
Washington,0,2010-02-28
West Virginia,0,2010-02-28
Wisconsin,53,2010-02-28
Wyoming,0,2010-02-28
Alabama,27,2010-03-31
Alaska,0,2010-03-31
Arizona,22,2010-03-31
Arkansas,0,2010-03-31
California,14,2010-03-31
Colorado,34,2010-03-31
Connecticut,0,2010-03-31
Delaware,0,2010-03-31
District of Columbia,10,2010-03-31
Florida,4,2010-03-31
Georgia,19,2010-03-31
Hawaii,0,2010-03-31
Idaho,0,2010-03-31
Illinois,34,2010-03-31
Indiana,19,2010-03-31
Iowa,0,2010-03-31
Kansas,29,2010-03-31
Kentucky,0,2010-03-31
Louisiana,0,2010-03-31
Maine,0,2010-03-31
Maryland,0,2010-03-31
Massachusetts,19,2010-03-31
Michigan,10,2010-03-31
Minnesota,12,2010-03-31
Mississippi,100,2010-03-31
Missouri,49,2010-03-31
Montana,0,2010-03-31
Nebraska,46,2010-03-31
Nevada,0,2010-03-31
New Hampshire,0,2010-03-31
New Jersey,11,2010-03-31
New Mexico,0,2010-03-31
New York,16,2010-03-31
North Carolina,25,2010-03-31
North Dakota,0,2010-03-31
Ohio,7,2010-03-31
Oklahoma,0,2010-03-31
Oregon,17,2010-03-31
Pennsylvania,0,2010-03-31
Rhode Island,0,2010-03-31
South Carolina,54,2010-03-31
South Dakota,0,2010-03-31
Tennessee,34,2010-03-31
Texas,9,2010-03-31
Utah,0,2010-03-31
Vermont,0,2010-03-31
Virginia,19,2010-03-31
Washington,17,2010-03-31
West Virginia,0,2010-03-31
Wisconsin,28,2010-03-31
Wyoming,0,2010-03-31
Alabama,0,2010-04-30
Alaska,0,2010-04-30
Arizona,8,2010-04-30
Arkansas,37,2010-04-30
California,14,2010-04-30
Colorado,0,2010-04-30
Connecticut,0,2010-04-30
Delaware,100,2010-04-30
District of Columbia,16,2010-04-30
Florida,3,2010-04-30
Georgia,10,2010-04-30
Hawaii,0,2010-04-30
Idaho,0,2010-04-30
Illinois,9,2010-04-30
Indiana,15,2010-04-30
Iowa,31,2010-04-30
Kansas,0,2010-04-30
Kentucky,0,2010-04-30
Louisiana,0,2010-04-30
Maine,0,2010-04-30
Maryland,10,2010-04-30
Massachusetts,14,2010-04-30
Michigan,0,2010-04-30
Minnesota,0,2010-04-30
Mississippi,0,2010-04-30
Missouri,15,2010-04-30
Montana,0,2010-04-30
Nebraska,0,2010-04-30
Nevada,0,2010-04-30
New Hampshire,0,2010-04-30
New Jersey,0,2010-04-30
New Mexico,0,2010-04-30
New York,12,2010-04-30
North Carolina,6,2010-04-30
North Dakota,0,2010-04-30
Ohio,5,2010-04-30
Oklahoma,0,2010-04-30
Oregon,13,2010-04-30
Pennsylvania,5,2010-04-30
Rhode Island,0,2010-04-30
South Carolina,20,2010-04-30
South Dakota,0,2010-04-30
Tennessee,13,2010-04-30
Texas,2,2010-04-30
Utah,0,2010-04-30
Vermont,67,2010-04-30
Virginia,10,2010-04-30
Washington,0,2010-04-30
West Virginia,0,2010-04-30
Wisconsin,11,2010-04-30
Wyoming,0,2010-04-30
Alabama,0,2010-05-31
Alaska,0,2010-05-31
Arizona,19,2010-05-31
Arkansas,0,2010-05-31
California,27,2010-05-31
Colorado,20,2010-05-31
Connecticut,29,2010-05-31
Delaware,0,2010-05-31
District of Columbia,0,2010-05-31
Florida,35,2010-05-31
Georgia,0,2010-05-31
Hawaii,0,2010-05-31
Idaho,0,2010-05-31
Illinois,19,2010-05-31
Indiana,38,2010-05-31
Iowa,78,2010-05-31
Kansas,0,2010-05-31
Kentucky,42,2010-05-31
Louisiana,0,2010-05-31
Maine,0,2010-05-31
Maryland,23,2010-05-31
Massachusetts,11,2010-05-31
Michigan,34,2010-05-31
Minnesota,39,2010-05-31
Mississippi,0,2010-05-31
Missouri,0,2010-05-31
Montana,0,2010-05-31
Nebraska,0,2010-05-31
Nevada,0,2010-05-31
New Hampshire,0,2010-05-31
New Jersey,44,2010-05-31
New Mexico,0,2010-05-31
New York,8,2010-05-31
North Carolina,44,2010-05-31
North Dakota,0,2010-05-31
Ohio,12,2010-05-31
Oklahoma,51,2010-05-31
Oregon,29,2010-05-31
Pennsylvania,42,2010-05-31
Rhode Island,100,2010-05-31
South Carolina,47,2010-05-31
South Dakota,0,2010-05-31
Tennessee,28,2010-05-31
Texas,19,2010-05-31
Utah,0,2010-05-31
Vermont,0,2010-05-31
Virginia,24,2010-05-31
Washington,27,2010-05-31
West Virginia,0,2010-05-31
Wisconsin,0,2010-05-31
Wyoming,0,2010-05-31
Alabama,0,2010-06-30
Alaska,0,2010-06-30
Arizona,9,2010-06-30
Arkansas,0,2010-06-30
California,16,2010-06-30
Colorado,0,2010-06-30
Connecticut,0,2010-06-30
Delaware,0,2010-06-30
District of Columbia,16,2010-06-30
Florida,6,2010-06-30
Georgia,15,2010-06-30
Hawaii,0,2010-06-30
Idaho,0,2010-06-30
Illinois,14,2010-06-30
Indiana,19,2010-06-30
Iowa,0,2010-06-30
Kansas,24,2010-06-30
Kentucky,20,2010-06-30
Louisiana,0,2010-06-30
Maine,0,2010-06-30
Maryland,0,2010-06-30
Massachusetts,25,2010-06-30
Michigan,44,2010-06-30
Minnesota,19,2010-06-30
Mississippi,39,2010-06-30
Missouri,0,2010-06-30
Montana,0,2010-06-30
Nebraska,0,2010-06-30
Nevada,0,2010-06-30
New Hampshire,0,2010-06-30
New Jersey,21,2010-06-30
New Mexico,59,2010-06-30
New York,17,2010-06-30
North Carolina,13,2010-06-30
North Dakota,0,2010-06-30
Ohio,11,2010-06-30
Oklahoma,73,2010-06-30
Oregon,30,2010-06-30
Pennsylvania,10,2010-06-30
Rhode Island,49,2010-06-30
South Carolina,23,2010-06-30
South Dakota,0,2010-06-30
Tennessee,14,2010-06-30
Texas,14,2010-06-30
Utah,0,2010-06-30
Vermont,0,2010-06-30
Virginia,15,2010-06-30
Washington,0,2010-06-30
West Virginia,100,2010-06-30
Wisconsin,12,2010-06-30
Wyoming,0,2010-06-30
Alabama,0,2010-07-31
Alaska,0,2010-07-31
Arizona,0,2010-07-31
Arkansas,0,2010-07-31
California,48,2010-07-31
Colorado,53,2010-07-31
Connecticut,0,2010-07-31
Delaware,0,2010-07-31
District of Columbia,32,2010-07-31
Florida,30,2010-07-31
Georgia,35,2010-07-31
Hawaii,0,2010-07-31
Idaho,0,2010-07-31
Illinois,45,2010-07-31
Indiana,100,2010-07-31
Iowa,0,2010-07-31
Kansas,44,2010-07-31
Kentucky,0,2010-07-31
Louisiana,0,2010-07-31
Maine,93,2010-07-31
Maryland,21,2010-07-31
Massachusetts,29,2010-07-31
Michigan,0,2010-07-31
Minnesota,37,2010-07-31
Mississippi,72,2010-07-31
Missouri,0,2010-07-31
Montana,0,2010-07-31
Nebraska,0,2010-07-31
Nevada,0,2010-07-31
New Hampshire,85,2010-07-31
New Jersey,25,2010-07-31
New Mexico,0,2010-07-31
New York,12,2010-07-31
North Carolina,0,2010-07-31
North Dakota,0,2010-07-31
Ohio,11,2010-07-31
Oklahoma,0,2010-07-31
Oregon,28,2010-07-31
Pennsylvania,29,2010-07-31
Rhode Island,0,2010-07-31
South Carolina,0,2010-07-31
South Dakota,0,2010-07-31
Tennessee,25,2010-07-31
Texas,7,2010-07-31
Utah,0,2010-07-31
Vermont,0,2010-07-31
Virginia,47,2010-07-31
Washington,25,2010-07-31
West Virginia,0,2010-07-31
Wisconsin,46,2010-07-31
Wyoming,0,2010-07-31
Alabama,0,2010-08-31
Alaska,0,2010-08-31
Arizona,27,2010-08-31
Arkansas,0,2010-08-31
California,26,2010-08-31
Colorado,0,2010-08-31
Connecticut,0,2010-08-31
Delaware,0,2010-08-31
District of Columbia,36,2010-08-31
Florida,0,2010-08-31
Georgia,43,2010-08-31
Hawaii,0,2010-08-31
Idaho,0,2010-08-31
Illinois,21,2010-08-31
Indiana,0,2010-08-31
Iowa,100,2010-08-31
Kansas,0,2010-08-31
Kentucky,0,2010-08-31
Louisiana,30,2010-08-31
Maine,0,2010-08-31
Maryland,16,2010-08-31
Massachusetts,0,2010-08-31
Michigan,36,2010-08-31
Minnesota,0,2010-08-31
Mississippi,57,2010-08-31
Missouri,24,2010-08-31
Montana,0,2010-08-31
Nebraska,58,2010-08-31
Nevada,0,2010-08-31
New Hampshire,65,2010-08-31
New Jersey,7,2010-08-31
New Mexico,0,2010-08-31
New York,22,2010-08-31
North Carolina,10,2010-08-31
North Dakota,0,2010-08-31
Ohio,0,2010-08-31
Oklahoma,36,2010-08-31
Oregon,0,2010-08-31
Pennsylvania,0,2010-08-31
Rhode Island,0,2010-08-31
South Carolina,0,2010-08-31
South Dakota,0,2010-08-31
Tennessee,0,2010-08-31
Texas,23,2010-08-31
Utah,0,2010-08-31
Vermont,51,2010-08-31
Virginia,16,2010-08-31
Washington,20,2010-08-31
West Virginia,0,2010-08-31
Wisconsin,0,2010-08-31
Wyoming,0,2010-08-31
Alabama,0,2010-09-30
Alaska,0,2010-09-30
Arizona,13,2010-09-30
