geoName,Home Equity,year
Colorado,22,2017-08-31
Connecticut,37,2017-08-31
Delaware,0,2017-08-31
District of Columbia,0,2017-08-31
Florida,14,2017-08-31
Georgia,24,2017-08-31
Hawaii,100,2017-08-31
Idaho,0,2017-08-31
Illinois,19,2017-08-31
Indiana,0,2017-08-31
Iowa,0,2017-08-31
Kansas,85,2017-08-31
Kentucky,0,2017-08-31
Louisiana,0,2017-08-31
Maine,0,2017-08-31
Maryland,23,2017-08-31
Massachusetts,16,2017-08-31
Michigan,28,2017-08-31
Minnesota,0,2017-08-31
Mississippi,0,2017-08-31
Missouri,0,2017-08-31
Montana,0,2017-08-31
Nebraska,0,2017-08-31
Nevada,0,2017-08-31
New Hampshire,0,2017-08-31
New Jersey,0,2017-08-31
New Mexico,0,2017-08-31
New York,17,2017-08-31
North Carolina,0,2017-08-31
North Dakota,0,2017-08-31
Ohio,26,2017-08-31
Oklahoma,0,2017-08-31
Oregon,0,2017-08-31
Pennsylvania,0,2017-08-31
Rhode Island,0,2017-08-31
South Carolina,0,2017-08-31
South Dakota,0,2017-08-31
Tennessee,0,2017-08-31
Texas,0,2017-08-31
Utah,47,2017-08-31
Vermont,0,2017-08-31
Virginia,0,2017-08-31
Washington,0,2017-08-31
West Virginia,0,2017-08-31
Wisconsin,0,2017-08-31
Wyoming,0,2017-08-31
Alabama,0,2017-09-30
Alaska,0,2017-09-30
Arizona,0,2017-09-30
Arkansas,0,2017-09-30
California,4,2017-09-30
Colorado,0,2017-09-30
Connecticut,0,2017-09-30
Delaware,0,2017-09-30
District of Columbia,0,2017-09-30
Florida,15,2017-09-30
Georgia,5,2017-09-30
Hawaii,0,2017-09-30
Idaho,0,2017-09-30
Illinois,0,2017-09-30
Indiana,0,2017-09-30
Iowa,0,2017-09-30
Kansas,0,2017-09-30
Kentucky,37,2017-09-30
Louisiana,0,2017-09-30
Maine,0,2017-09-30
Maryland,11,2017-09-30
Massachusetts,15,2017-09-30
Michigan,0,2017-09-30
Minnesota,0,2017-09-30
Mississippi,0,2017-09-30
Missouri,0,2017-09-30
Montana,0,2017-09-30
Nebraska,0,2017-09-30
Nevada,0,2017-09-30
New Hampshire,0,2017-09-30
New Jersey,6,2017-09-30
New Mexico,0,2017-09-30
New York,3,2017-09-30
North Carolina,12,2017-09-30
North Dakota,100,2017-09-30
Ohio,0,2017-09-30
Oklahoma,0,2017-09-30
Oregon,27,2017-09-30
Pennsylvania,5,2017-09-30
Rhode Island,0,2017-09-30
South Carolina,0,2017-09-30
South Dakota,0,2017-09-30
Tennessee,0,2017-09-30
Texas,0,2017-09-30
Utah,0,2017-09-30
Vermont,0,2017-09-30
Virginia,0,2017-09-30
Washington,0,2017-09-30
West Virginia,0,2017-09-30
Wisconsin,12,2017-09-30
Wyoming,0,2017-09-30
Alabama,0,2017-10-31
Alaska,0,2017-10-31
Arizona,45,2017-10-31
Arkansas,0,2017-10-31
California,20,2017-10-31
Colorado,0,2017-10-31
Connecticut,0,2017-10-31
Delaware,0,2017-10-31
District of Columbia,0,2017-10-31
Florida,0,2017-10-31
Georgia,0,2017-10-31
Hawaii,0,2017-10-31
Idaho,0,2017-10-31
Illinois,0,2017-10-31
Indiana,0,2017-10-31
Iowa,0,2017-10-31
Kansas,0,2017-10-31
Kentucky,0,2017-10-31
Louisiana,0,2017-10-31
Maine,0,2017-10-31
Maryland,45,2017-10-31
Massachusetts,36,2017-10-31
Michigan,0,2017-10-31
Minnesota,0,2017-10-31
Mississippi,0,2017-10-31
Missouri,0,2017-10-31
Montana,0,2017-10-31
Nebraska,0,2017-10-31
Nevada,0,2017-10-31
New Hampshire,0,2017-10-31
New Jersey,29,2017-10-31
New Mexico,0,2017-10-31
New York,12,2017-10-31
North Carolina,0,2017-10-31
North Dakota,0,2017-10-31
Ohio,0,2017-10-31
Oklahoma,97,2017-10-31
Oregon,0,2017-10-31
Pennsylvania,0,2017-10-31
Rhode Island,0,2017-10-31
South Carolina,68,2017-10-31
South Dakota,0,2017-10-31
Tennessee,0,2017-10-31
Texas,10,2017-10-31
Utah,100,2017-10-31
Vermont,0,2017-10-31
Virginia,0,2017-10-31
Washington,0,2017-10-31
West Virginia,0,2017-10-31
Wisconsin,53,2017-10-31
Wyoming,0,2017-10-31
Alabama,0,2017-11-30
Alaska,0,2017-11-30
Arizona,0,2017-11-30
Arkansas,0,2017-11-30
California,27,2017-11-30
Colorado,0,2017-11-30
Connecticut,0,2017-11-30
Delaware,0,2017-11-30
District of Columbia,0,2017-11-30
Florida,26,2017-11-30
Georgia,0,2017-11-30
Hawaii,0,2017-11-30
Idaho,0,2017-11-30
Illinois,78,2017-11-30
Indiana,0,2017-11-30
Iowa,0,2017-11-30
Kansas,0,2017-11-30
Kentucky,0,2017-11-30
Louisiana,0,2017-11-30
Maine,0,2017-11-30
Maryland,0,2017-11-30
Massachusetts,0,2017-11-30
Michigan,60,2017-11-30
Minnesota,0,2017-11-30
Mississippi,0,2017-11-30
Missouri,0,2017-11-30
Montana,0,2017-11-30
Nebraska,0,2017-11-30
Nevada,0,2017-11-30
New Hampshire,0,2017-11-30
New Jersey,0,2017-11-30
New Mexico,0,2017-11-30
New York,73,2017-11-30
North Carolina,0,2017-11-30
North Dakota,0,2017-11-30
Ohio,100,2017-11-30
Oklahoma,0,2017-11-30
Oregon,0,2017-11-30
Pennsylvania,0,2017-11-30
Rhode Island,0,2017-11-30
South Carolina,0,2017-11-30
South Dakota,0,2017-11-30
Tennessee,0,2017-11-30
Texas,0,2017-11-30
Utah,0,2017-11-30
Vermont,0,2017-11-30
Virginia,58,2017-11-30
Washington,0,2017-11-30
West Virginia,0,2017-11-30
Wisconsin,0,2017-11-30
Wyoming,0,2017-11-30
Alabama,0,2017-12-31
Alaska,0,2017-12-31
Arizona,0,2017-12-31
Arkansas,0,2017-12-31
California,16,2017-12-31
Colorado,29,2017-12-31
Connecticut,44,2017-12-31
Delaware,0,2017-12-31
District of Columbia,0,2017-12-31
Florida,8,2017-12-31
Georgia,0,2017-12-31
Hawaii,0,2017-12-31
Idaho,0,2017-12-31
Illinois,12,2017-12-31
Indiana,0,2017-12-31
Iowa,0,2017-12-31
Kansas,0,2017-12-31
Kentucky,48,2017-12-31
Louisiana,0,2017-12-31
Maine,0,2017-12-31
Maryland,77,2017-12-31
Massachusetts,0,2017-12-31
Michigan,18,2017-12-31
Minnesota,59,2017-12-31
Mississippi,87,2017-12-31
Missouri,0,2017-12-31
Montana,0,2017-12-31
Nebraska,0,2017-12-31
Nevada,0,2017-12-31
New Hampshire,0,2017-12-31
New Jersey,0,2017-12-31
New Mexico,100,2017-12-31
New York,15,2017-12-31
North Carolina,0,2017-12-31
North Dakota,0,2017-12-31
Ohio,0,2017-12-31
Oklahoma,0,2017-12-31
Oregon,0,2017-12-31
Pennsylvania,27,2017-12-31
Rhode Island,0,2017-12-31
South Carolina,0,2017-12-31
South Dakota,0,2017-12-31
Tennessee,27,2017-12-31
Texas,6,2017-12-31
Utah,0,2017-12-31
Vermont,0,2017-12-31
Virginia,17,2017-12-31
Washington,0,2017-12-31
West Virginia,0,2017-12-31
Wisconsin,0,2017-12-31
Wyoming,0,2017-12-31
Alabama,0,2018-01-31
Alaska,0,2018-01-31
Arizona,0,2018-01-31
Arkansas,0,2018-01-31
California,8,2018-01-31
Colorado,0,2018-01-31
Connecticut,0,2018-01-31
Delaware,0,2018-01-31
District of Columbia,0,2018-01-31
Florida,0,2018-01-31
Georgia,0,2018-01-31
Hawaii,0,2018-01-31
Idaho,0,2018-01-31
Illinois,24,2018-01-31
Indiana,0,2018-01-31
Iowa,64,2018-01-31
Kansas,0,2018-01-31
Kentucky,0,2018-01-31
Louisiana,0,2018-01-31
Maine,0,2018-01-31
Maryland,51,2018-01-31
Massachusetts,0,2018-01-31
Michigan,0,2018-01-31
Minnesota,0,2018-01-31
Mississippi,0,2018-01-31
Missouri,0,2018-01-31
Montana,0,2018-01-31
Nebraska,0,2018-01-31
Nevada,57,2018-01-31
New Hampshire,0,2018-01-31
New Jersey,0,2018-01-31
New Mexico,100,2018-01-31
New York,7,2018-01-31
North Carolina,32,2018-01-31
North Dakota,0,2018-01-31
Ohio,15,2018-01-31
Oklahoma,56,2018-01-31
Oregon,0,2018-01-31
Pennsylvania,0,2018-01-31
Rhode Island,0,2018-01-31
South Carolina,0,2018-01-31
South Dakota,0,2018-01-31
Tennessee,0,2018-01-31
Texas,0,2018-01-31
Utah,0,2018-01-31
Vermont,0,2018-01-31
Virginia,0,2018-01-31
Washington,22,2018-01-31
West Virginia,0,2018-01-31
Wisconsin,0,2018-01-31
Wyoming,0,2018-01-31
Alabama,0,2018-02-28
Alaska,0,2018-02-28
Arizona,0,2018-02-28
Arkansas,0,2018-02-28
California,7,2018-02-28
Colorado,0,2018-02-28
Connecticut,0,2018-02-28
Delaware,0,2018-02-28
District of Columbia,0,2018-02-28
Florida,7,2018-02-28
Georgia,12,2018-02-28
Hawaii,0,2018-02-28
Idaho,0,2018-02-28
Illinois,10,2018-02-28
Indiana,0,2018-02-28
Iowa,0,2018-02-28
Kansas,0,2018-02-28
Kentucky,0,2018-02-28
Louisiana,41,2018-02-28
Maine,0,2018-02-28
Maryland,23,2018-02-28
Massachusetts,18,2018-02-28
Michigan,0,2018-02-28
Minnesota,0,2018-02-28
Mississippi,0,2018-02-28
Missouri,0,2018-02-28
Montana,0,2018-02-28
Nebraska,0,2018-02-28
Nevada,0,2018-02-28
New Hampshire,0,2018-02-28
New Jersey,15,2018-02-28
New Mexico,0,2018-02-28
New York,0,2018-02-28
North Carolina,0,2018-02-28
North Dakota,0,2018-02-28
Ohio,0,2018-02-28
Oklahoma,50,2018-02-28
Oregon,0,2018-02-28
Pennsylvania,24,2018-02-28
Rhode Island,0,2018-02-28
South Carolina,0,2018-02-28
South Dakota,0,2018-02-28
Tennessee,0,2018-02-28
Texas,10,2018-02-28
Utah,100,2018-02-28
Vermont,0,2018-02-28
Virginia,30,2018-02-28
Washington,0,2018-02-28
West Virginia,0,2018-02-28
Wisconsin,0,2018-02-28
Wyoming,0,2018-02-28
Alabama,0,2018-03-31
Alaska,0,2018-03-31
Arizona,0,2018-03-31
Arkansas,0,2018-03-31
California,6,2018-03-31
Colorado,0,2018-03-31
Connecticut,0,2018-03-31
Delaware,0,2018-03-31
District of Columbia,0,2018-03-31
Florida,0,2018-03-31
Georgia,11,2018-03-31
Hawaii,0,2018-03-31
Idaho,47,2018-03-31
Illinois,0,2018-03-31
Indiana,11,2018-03-31
Iowa,0,2018-03-31
Kansas,0,2018-03-31
Kentucky,0,2018-03-31
Louisiana,0,2018-03-31
Maine,0,2018-03-31
Maryland,10,2018-03-31
Massachusetts,16,2018-03-31
Michigan,0,2018-03-31
Minnesota,0,2018-03-31
Mississippi,0,2018-03-31
Missouri,0,2018-03-31
Montana,0,2018-03-31
Nebraska,0,2018-03-31
Nevada,0,2018-03-31
New Hampshire,50,2018-03-31
New Jersey,0,2018-03-31
New Mexico,0,2018-03-31
New York,9,2018-03-31
North Carolina,13,2018-03-31
North Dakota,0,2018-03-31
Ohio,0,2018-03-31
Oklahoma,0,2018-03-31
Oregon,0,2018-03-31
Pennsylvania,15,2018-03-31
Rhode Island,0,2018-03-31
South Carolina,0,2018-03-31
South Dakota,100,2018-03-31
Tennessee,0,2018-03-31
Texas,11,2018-03-31
Utah,0,2018-03-31
Vermont,0,2018-03-31
Virginia,0,2018-03-31
Washington,9,2018-03-31
West Virginia,0,2018-03-31
Wisconsin,0,2018-03-31
Wyoming,0,2018-03-31
Alabama,0,2018-04-30
Alaska,0,2018-04-30
Arizona,0,2018-04-30
Arkansas,61,2018-04-30
California,15,2018-04-30
Colorado,0,2018-04-30
Connecticut,0,2018-04-30
Delaware,0,2018-04-30
District of Columbia,0,2018-04-30
Florida,6,2018-04-30
Georgia,24,2018-04-30
Hawaii,0,2018-04-30
Idaho,0,2018-04-30
Illinois,9,2018-04-30
Indiana,0,2018-04-30
Iowa,0,2018-04-30
Kansas,0,2018-04-30
Kentucky,0,2018-04-30
Louisiana,0,2018-04-30
Maine,0,2018-04-30
Maryland,0,2018-04-30
Massachusetts,16,2018-04-30
Michigan,0,2018-04-30
Minnesota,0,2018-04-30
Mississippi,0,2018-04-30
Missouri,0,2018-04-30
Montana,0,2018-04-30
Nebraska,0,2018-04-30
Nevada,0,2018-04-30
New Hampshire,100,2018-04-30
New Jersey,0,2018-04-30
New Mexico,0,2018-04-30
New York,17,2018-04-30
North Carolina,0,2018-04-30
North Dakota,0,2018-04-30
Ohio,34,2018-04-30
Oklahoma,0,2018-04-30
Oregon,0,2018-04-30
Pennsylvania,0,2018-04-30
Rhode Island,0,2018-04-30
South Carolina,30,2018-04-30
South Dakota,0,2018-04-30
Tennessee,0,2018-04-30
Texas,4,2018-04-30
Utah,0,2018-04-30
Vermont,0,2018-04-30
Virginia,13,2018-04-30
Washington,52,2018-04-30
West Virginia,0,2018-04-30
Wisconsin,24,2018-04-30
Wyoming,0,2018-04-30
Alabama,0,2018-05-31
Alaska,0,2018-05-31
Arizona,0,2018-05-31
Arkansas,0,2018-05-31
California,6,2018-05-31
Colorado,0,2018-05-31
Connecticut,0,2018-05-31
Delaware,0,2018-05-31
District of Columbia,100,2018-05-31
Florida,6,2018-05-31
Georgia,0,2018-05-31
Hawaii,0,2018-05-31
Idaho,0,2018-05-31
Illinois,19,2018-05-31
Indiana,0,2018-05-31
Iowa,0,2018-05-31
Kansas,0,2018-05-31
Kentucky,0,2018-05-31
Louisiana,0,2018-05-31
Maine,0,2018-05-31
Maryland,0,2018-05-31
Massachusetts,0,2018-05-31
Michigan,0,2018-05-31
Minnesota,24,2018-05-31
Mississippi,0,2018-05-31
Missouri,0,2018-05-31
Montana,0,2018-05-31
Nebraska,0,2018-05-31
Nevada,45,2018-05-31
New Hampshire,0,2018-05-31
New Jersey,0,2018-05-31
New Mexico,0,2018-05-31
New York,0,2018-05-31
North Carolina,0,2018-05-31
North Dakota,0,2018-05-31
Ohio,0,2018-05-31
Oklahoma,0,2018-05-31
Oregon,56,2018-05-31
Pennsylvania,32,2018-05-31
Rhode Island,0,2018-05-31
South Carolina,0,2018-05-31
South Dakota,0,2018-05-31
Tennessee,42,2018-05-31
Texas,9,2018-05-31
Utah,0,2018-05-31
Vermont,0,2018-05-31
Virginia,41,2018-05-31
Washington,33,2018-05-31
West Virginia,0,2018-05-31
Wisconsin,0,2018-05-31
Wyoming,0,2018-05-31
Alabama,0,2018-06-30
Alaska,0,2018-06-30
Arizona,0,2018-06-30
Arkansas,0,2018-06-30
California,3,2018-06-30
Colorado,0,2018-06-30
Connecticut,33,2018-06-30
Delaware,0,2018-06-30
District of Columbia,95,2018-06-30
Florida,0,2018-06-30
Georgia,21,2018-06-30
Hawaii,0,2018-06-30
Idaho,0,2018-06-30
Illinois,0,2018-06-30
Indiana,22,2018-06-30
Iowa,100,2018-06-30
Kansas,0,2018-06-30
Kentucky,0,2018-06-30
Louisiana,0,2018-06-30
Maine,0,2018-06-30
Maryland,19,2018-06-30
Massachusetts,46,2018-06-30
Michigan,0,2018-06-30
Minnesota,0,2018-06-30
Mississippi,0,2018-06-30
Missouri,0,2018-06-30
Montana,0,2018-06-30
Nebraska,0,2018-06-30
Nevada,81,2018-06-30
New Hampshire,0,2018-06-30
New Jersey,0,2018-06-30
New Mexico,70,2018-06-30
New York,0,2018-06-30
North Carolina,12,2018-06-30
North Dakota,0,2018-06-30
Ohio,0,2018-06-30
Oklahoma,0,2018-06-30
Oregon,0,2018-06-30
Pennsylvania,10,2018-06-30
Rhode Island,0,2018-06-30
South Carolina,56,2018-06-30
South Dakota,0,2018-06-30
Tennessee,19,2018-06-30
Texas,4,2018-06-30
Utah,0,2018-06-30
Vermont,0,2018-06-30
Virginia,0,2018-06-30
Washington,15,2018-06-30
West Virginia,0,2018-06-30
Wisconsin,23,2018-06-30
Wyoming,0,2018-06-30
Alabama,0,2018-07-31
Alaska,0,2018-07-31
Arizona,20,2018-07-31
Arkansas,0,2018-07-31
California,9,2018-07-31
Colorado,22,2018-07-31
Connecticut,0,2018-07-31
Delaware,0,2018-07-31
District of Columbia,0,2018-07-31
Florida,6,2018-07-31
Georgia,0,2018-07-31
Hawaii,100,2018-07-31
Idaho,0,2018-07-31
Illinois,0,2018-07-31
Indiana,0,2018-07-31
Iowa,0,2018-07-31
Kansas,0,2018-07-31
Kentucky,0,2018-07-31
Louisiana,0,2018-07-31
Maine,0,2018-07-31
Maryland,21,2018-07-31
Massachusetts,17,2018-07-31
Michigan,15,2018-07-31
Minnesota,0,2018-07-31
Mississippi,0,2018-07-31
Missouri,0,2018-07-31
Montana,0,2018-07-31
Nebraska,0,2018-07-31
Nevada,0,2018-07-31
New Hampshire,0,2018-07-31
New Jersey,14,2018-07-31
New Mexico,0,2018-07-31
New York,12,2018-07-31
North Carolina,0,2018-07-31
North Dakota,0,2018-07-31
Ohio,0,2018-07-31
Oklahoma,0,2018-07-31
Oregon,0,2018-07-31
Pennsylvania,22,2018-07-31
Rhode Island,0,2018-07-31
South Carolina,0,2018-07-31
South Dakota,0,2018-07-31
Tennessee,0,2018-07-31
Texas,9,2018-07-31
Utah,45,2018-07-31
Vermont,0,2018-07-31
Virginia,0,2018-07-31
Washington,17,2018-07-31
West Virginia,0,2018-07-31
Wisconsin,0,2018-07-31
Wyoming,0,2018-07-31
Alabama,0,2018-08-31
Alaska,0,2018-08-31
Arizona,0,2018-08-31
Arkansas,0,2018-08-31
California,12,2018-08-31
Colorado,81,2018-08-31
Connecticut,0,2018-08-31
Delaware,0,2018-08-31
District of Columbia,0,2018-08-31
Florida,0,2018-08-31
Georgia,0,2018-08-31
Hawaii,0,2018-08-31
Idaho,0,2018-08-31
Illinois,0,2018-08-31
Indiana,42,2018-08-31
Iowa,0,2018-08-31
Kansas,0,2018-08-31
Kentucky,0,2018-08-31
Louisiana,69,2018-08-31
Maine,0,2018-08-31
Maryland,38,2018-08-31
Massachusetts,0,2018-08-31
Michigan,27,2018-08-31
Minnesota,0,2018-08-31
Mississippi,0,2018-08-31
Missouri,45,2018-08-31
Montana,0,2018-08-31
Nebraska,0,2018-08-31
Nevada,0,2018-08-31
New Hampshire,0,2018-08-31
New Jersey,0,2018-08-31
New Mexico,0,2018-08-31
New York,11,2018-08-31
North Carolina,0,2018-08-31
North Dakota,0,2018-08-31
Ohio,22,2018-08-31
Oklahoma,0,2018-08-31
Oregon,0,2018-08-31
Pennsylvania,0,2018-08-31
Rhode Island,0,2018-08-31
South Carolina,0,2018-08-31
South Dakota,0,2018-08-31
Tennessee,0,2018-08-31
Texas,0,2018-08-31
Utah,0,2018-08-31
Vermont,0,2018-08-31
Virginia,0,2018-08-31
Washington,100,2018-08-31
West Virginia,0,2018-08-31
Wisconsin,0,2018-08-31
Wyoming,0,2018-08-31
Alabama,38,2018-09-30
Alaska,0,2018-09-30
Arizona,0,2018-09-30
Arkansas,66,2018-09-30
California,7,2018-09-30
Colorado,24,2018-09-30
Connecticut,0,2018-09-30
Delaware,0,2018-09-30
District of Columbia,0,2018-09-30
Florida,7,2018-09-30
Georgia,0,2018-09-30
Hawaii,0,2018-09-30
Idaho,0,2018-09-30
Illinois,30,2018-09-30
Indiana,0,2018-09-30
Iowa,0,2018-09-30
Kansas,0,2018-09-30
Kentucky,0,2018-09-30
Louisiana,0,2018-09-30
Maine,0,2018-09-30
Maryland,0,2018-09-30
Massachusetts,17,2018-09-30
Michigan,0,2018-09-30
Minnesota,0,2018-09-30
Mississippi,0,2018-09-30
Missouri,0,2018-09-30
Montana,0,2018-09-30
Nebraska,0,2018-09-30
Nevada,100,2018-09-30
New Hampshire,0,2018-09-30
New Jersey,0,2018-09-30
New Mexico,0,2018-09-30
New York,19,2018-09-30
North Carolina,14,2018-09-30
North Dakota,0,2018-09-30
Ohio,38,2018-09-30
Oklahoma,48,2018-09-30
Oregon,0,2018-09-30
Pennsylvania,0,2018-09-30
Rhode Island,0,2018-09-30
South Carolina,0,2018-09-30
South Dakota,0,2018-09-30
Tennessee,0,2018-09-30
Texas,10,2018-09-30
Utah,48,2018-09-30
Vermont,0,2018-09-30
Virginia,0,2018-09-30
Washington,0,2018-09-30
West Virginia,0,2018-09-30
Wisconsin,0,2018-09-30
Wyoming,0,2018-09-30
Alabama,0,2018-10-31
Alaska,0,2018-10-31
Arizona,74,2018-10-31
Arkansas,0,2018-10-31
California,22,2018-10-31
Colorado,0,2018-10-31
Connecticut,0,2018-10-31
Delaware,0,2018-10-31
District of Columbia,0,2018-10-31
Florida,0,2018-10-31
Georgia,0,2018-10-31
Hawaii,0,2018-10-31
Idaho,0,2018-10-31
Illinois,100,2018-10-31
Indiana,0,2018-10-31
Iowa,0,2018-10-31
Kansas,0,2018-10-31
Kentucky,0,2018-10-31
Louisiana,0,2018-10-31
Maine,0,2018-10-31
Maryland,0,2018-10-31
Massachusetts,0,2018-10-31
Michigan,0,2018-10-31
Minnesota,0,2018-10-31
Mississippi,0,2018-10-31
Missouri,0,2018-10-31
Montana,0,2018-10-31
Nebraska,0,2018-10-31
Nevada,0,2018-10-31
New Hampshire,0,2018-10-31
New Jersey,0,2018-10-31
New Mexico,0,2018-10-31
New York,21,2018-10-31
North Carolina,0,2018-10-31
North Dakota,0,2018-10-31
Ohio,0,2018-10-31
Oklahoma,0,2018-10-31
Oregon,0,2018-10-31
Pennsylvania,0,2018-10-31
Rhode Island,0,2018-10-31
South Carolina,0,2018-10-31
South Dakota,0,2018-10-31
Tennessee,0,2018-10-31
Texas,49,2018-10-31
Utah,0,2018-10-31
Vermont,0,2018-10-31
Virginia,50,2018-10-31
Washington,0,2018-10-31
West Virginia,0,2018-10-31
Wisconsin,0,2018-10-31
Wyoming,0,2018-10-31
Alabama,78,2018-11-30
Alaska,0,2018-11-30
Arizona,0,2018-11-30
Arkansas,0,2018-11-30
California,36,2018-11-30
Colorado,0,2018-11-30
Connecticut,0,2018-11-30
Delaware,0,2018-11-30
District of Columbia,0,2018-11-30
Florida,28,2018-11-30
Georgia,0,2018-11-30
Hawaii,0,2018-11-30
Idaho,0,2018-11-30
Illinois,0,2018-11-30
Indiana,54,2018-11-30
Iowa,0,2018-11-30
Kansas,0,2018-11-30
Kentucky,0,2018-11-30
Louisiana,84,2018-11-30
Maine,0,2018-11-30
Maryland,0,2018-11-30
Massachusetts,0,2018-11-30
Michigan,0,2018-11-30
Minnesota,53,2018-11-30
Mississippi,0,2018-11-30
Missouri,0,2018-11-30
Montana,0,2018-11-30
Nebraska,0,2018-11-30
Nevada,0,2018-11-30
New Hampshire,0,2018-11-30
New Jersey,30,2018-11-30
New Mexico,0,2018-11-30
New York,0,2018-11-30
North Carolina,0,2018-11-30
North Dakota,0,2018-11-30
Ohio,25,2018-11-30
Oklahoma,99,2018-11-30
Oregon,0,2018-11-30
Pennsylvania,24,2018-11-30
Rhode Island,0,2018-11-30
South Carolina,0,2018-11-30
South Dakota,0,2018-11-30
Tennessee,0,2018-11-30
Texas,0,2018-11-30
Utah,100,2018-11-30
Vermont,0,2018-11-30
Virginia,62,2018-11-30
Washington,0,2018-11-30
West Virginia,0,2018-11-30
Wisconsin,0,2018-11-30
Wyoming,0,2018-11-30
Alabama,0,2018-12-31
Alaska,0,2018-12-31
Arizona,0,2018-12-31
Arkansas,0,2018-12-31
California,14,2018-12-31
Colorado,0,2018-12-31
Connecticut,0,2018-12-31
Delaware,0,2018-12-31
District of Columbia,0,2018-12-31
Florida,0,2018-12-31
Georgia,0,2018-12-31
Hawaii,0,2018-12-31
Idaho,0,2018-12-31
Illinois,11,2018-12-31
Indiana,25,2018-12-31
Iowa,0,2018-12-31
Kansas,59,2018-12-31
Kentucky,0,2018-12-31
Louisiana,0,2018-12-31
Maine,0,2018-12-31
Maryland,0,2018-12-31
Massachusetts,18,2018-12-31
Michigan,16,2018-12-31
Minnesota,26,2018-12-31
Mississippi,0,2018-12-31
Missouri,26,2018-12-31
Montana,0,2018-12-31
Nebraska,0,2018-12-31
Nevada,100,2018-12-31
New Hampshire,0,2018-12-31
New Jersey,14,2018-12-31
New Mexico,0,2018-12-31
New York,6,2018-12-31
North Carolina,0,2018-12-31
North Dakota,0,2018-12-31
Ohio,0,2018-12-31
Oklahoma,0,2018-12-31
Oregon,0,2018-12-31
Pennsylvania,0,2018-12-31
Rhode Island,0,2018-12-31
South Carolina,0,2018-12-31
South Dakota,0,2018-12-31
Tennessee,0,2018-12-31
Texas,10,2018-12-31
Utah,0,2018-12-31
Vermont,0,2018-12-31
Virginia,30,2018-12-31
Washington,19,2018-12-31
West Virginia,0,2018-12-31
Wisconsin,0,2018-12-31
Wyoming,0,2018-12-31
Alabama,0,2019-01-31
Alaska,0,2019-01-31
Arizona,0,2019-01-31
Arkansas,0,2019-01-31
California,9,2019-01-31
Colorado,0,2019-01-31
Connecticut,0,2019-01-31
Delaware,0,2019-01-31
District of Columbia,0,2019-01-31
Florida,4,2019-01-31
Georgia,7,2019-01-31
Hawaii,0,2019-01-31
Idaho,0,2019-01-31
Illinois,5,2019-01-31
Indiana,13,2019-01-31
Iowa,0,2019-01-31
Kansas,0,2019-01-31
Kentucky,0,2019-01-31
Louisiana,0,2019-01-31
Maine,69,2019-01-31
Maryland,0,2019-01-31
Massachusetts,29,2019-01-31
Michigan,9,2019-01-31
Minnesota,0,2019-01-31
Mississippi,0,2019-01-31
Missouri,14,2019-01-31
Montana,0,2019-01-31
Nebraska,0,2019-01-31
Nevada,0,2019-01-31
New Hampshire,0,2019-01-31
New Jersey,16,2019-01-31
New Mexico,0,2019-01-31
New York,13,2019-01-31
North Carolina,7,2019-01-31
North Dakota,0,2019-01-31
Ohio,6,2019-01-31
Oklahoma,0,2019-01-31
Oregon,19,2019-01-31
Pennsylvania,6,2019-01-31
Rhode Island,0,2019-01-31
South Carolina,0,2019-01-31
South Dakota,0,2019-01-31
Tennessee,0,2019-01-31
Texas,5,2019-01-31
Utah,100,2019-01-31
Vermont,0,2019-01-31
Virginia,0,2019-01-31
Washington,0,2019-01-31
West Virginia,0,2019-01-31
Wisconsin,0,2019-01-31
Wyoming,0,2019-01-31
Alabama,0,2019-02-28
Alaska,0,2019-02-28
Arizona,0,2019-02-28
Arkansas,0,2019-02-28
California,8,2019-02-28
Colorado,0,2019-02-28
Connecticut,0,2019-02-28
Delaware,0,2019-02-28
District of Columbia,0,2019-02-28
Florida,0,2019-02-28
Georgia,11,2019-02-28
Hawaii,0,2019-02-28
Idaho,0,2019-02-28
Illinois,17,2019-02-28
Indiana,0,2019-02-28
Iowa,0,2019-02-28
Kansas,0,2019-02-28
Kentucky,0,2019-02-28
Louisiana,0,2019-02-28
Maine,100,2019-02-28
Maryland,0,2019-02-28
Massachusetts,29,2019-02-28
Michigan,13,2019-02-28
Minnesota,21,2019-02-28
Mississippi,0,2019-02-28
Missouri,41,2019-02-28
Montana,0,2019-02-28
Nebraska,0,2019-02-28
Nevada,0,2019-02-28
New Hampshire,0,2019-02-28
New Jersey,34,2019-02-28
New Mexico,0,2019-02-28
New York,9,2019-02-28
North Carolina,11,2019-02-28
North Dakota,0,2019-02-28
Ohio,21,2019-02-28
Oklahoma,0,2019-02-28
Oregon,0,2019-02-28
Pennsylvania,19,2019-02-28
Rhode Island,0,2019-02-28
South Carolina,0,2019-02-28
South Dakota,0,2019-02-28
Tennessee,19,2019-02-28
Texas,4,2019-02-28
Utah,38,2019-02-28
Vermont,0,2019-02-28
Virginia,0,2019-02-28
Washington,0,2019-02-28
West Virginia,0,2019-02-28
Wisconsin,0,2019-02-28
Wyoming,0,2019-02-28
Alabama,0,2019-03-31
Alaska,0,2019-03-31
Arizona,0,2019-03-31
Arkansas,0,2019-03-31
California,13,2019-03-31
Colorado,0,2019-03-31
