geoName,Lending,year
Pennsylvania,0,2017-06-30
Rhode Island,0,2017-06-30
South Carolina,21,2017-06-30
South Dakota,0,2017-06-30
Tennessee,0,2017-06-30
Texas,8,2017-06-30
Utah,0,2017-06-30
Vermont,0,2017-06-30
Virginia,0,2017-06-30
Washington,6,2017-06-30
West Virginia,0,2017-06-30
Wisconsin,18,2017-06-30
Wyoming,100,2017-06-30
Alabama,0,2017-07-31
Alaska,0,2017-07-31
Arizona,0,2017-07-31
Arkansas,0,2017-07-31
California,23,2017-07-31
Colorado,0,2017-07-31
Connecticut,55,2017-07-31
Delaware,0,2017-07-31
District of Columbia,0,2017-07-31
Florida,27,2017-07-31
Georgia,33,2017-07-31
Hawaii,0,2017-07-31
Idaho,0,2017-07-31
Illinois,0,2017-07-31
Indiana,0,2017-07-31
Iowa,0,2017-07-31
Kansas,0,2017-07-31
Kentucky,0,2017-07-31
Louisiana,54,2017-07-31
Maine,0,2017-07-31
Maryland,0,2017-07-31
Massachusetts,0,2017-07-31
Michigan,0,2017-07-31
Minnesota,0,2017-07-31
Mississippi,100,2017-07-31
Missouri,35,2017-07-31
Montana,0,2017-07-31
Nebraska,0,2017-07-31
Nevada,0,2017-07-31
New Hampshire,0,2017-07-31
New Jersey,0,2017-07-31
New Mexico,0,2017-07-31
New York,17,2017-07-31
North Carolina,0,2017-07-31
North Dakota,0,2017-07-31
Ohio,0,2017-07-31
Oklahoma,0,2017-07-31
Oregon,41,2017-07-31
Pennsylvania,0,2017-07-31
Rhode Island,0,2017-07-31
South Carolina,44,2017-07-31
South Dakota,0,2017-07-31
Tennessee,0,2017-07-31
Texas,6,2017-07-31
Utah,0,2017-07-31
Vermont,0,2017-07-31
Virginia,0,2017-07-31
Washington,24,2017-07-31
West Virginia,0,2017-07-31
Wisconsin,39,2017-07-31
Wyoming,0,2017-07-31
Alabama,16,2017-08-31
Alaska,0,2017-08-31
Arizona,0,2017-08-31
Arkansas,0,2017-08-31
California,7,2017-08-31
Colorado,0,2017-08-31
Connecticut,17,2017-08-31
Delaware,0,2017-08-31
District of Columbia,0,2017-08-31
Florida,9,2017-08-31
Georgia,5,2017-08-31
Hawaii,0,2017-08-31
Idaho,0,2017-08-31
Illinois,0,2017-08-31
Indiana,0,2017-08-31
Iowa,0,2017-08-31
Kansas,0,2017-08-31
Kentucky,0,2017-08-31
Louisiana,18,2017-08-31
Maine,0,2017-08-31
Maryland,0,2017-08-31
Massachusetts,0,2017-08-31
Michigan,0,2017-08-31
Minnesota,11,2017-08-31
Mississippi,32,2017-08-31
Missouri,0,2017-08-31
Montana,0,2017-08-31
Nebraska,0,2017-08-31
Nevada,0,2017-08-31
New Hampshire,0,2017-08-31
New Jersey,0,2017-08-31
New Mexico,0,2017-08-31
New York,10,2017-08-31
North Carolina,0,2017-08-31
North Dakota,100,2017-08-31
Ohio,0,2017-08-31
Oklahoma,21,2017-08-31
Oregon,0,2017-08-31
Pennsylvania,0,2017-08-31
Rhode Island,0,2017-08-31
South Carolina,14,2017-08-31
South Dakota,0,2017-08-31
Tennessee,10,2017-08-31
Texas,0,2017-08-31
Utah,21,2017-08-31
Vermont,0,2017-08-31
Virginia,7,2017-08-31
Washington,0,2017-08-31
West Virginia,0,2017-08-31
Wisconsin,0,2017-08-31
Wyoming,0,2017-08-31
Alabama,0,2017-09-30
Alaska,0,2017-09-30
Arizona,0,2017-09-30
Arkansas,0,2017-09-30
California,9,2017-09-30
Colorado,43,2017-09-30
Connecticut,0,2017-09-30
Delaware,0,2017-09-30
District of Columbia,0,2017-09-30
Florida,6,2017-09-30
Georgia,11,2017-09-30
Hawaii,0,2017-09-30
Idaho,0,2017-09-30
Illinois,0,2017-09-30
Indiana,0,2017-09-30
Iowa,0,2017-09-30
Kansas,0,2017-09-30
Kentucky,0,2017-09-30
Louisiana,37,2017-09-30
Maine,0,2017-09-30
Maryland,22,2017-09-30
Massachusetts,16,2017-09-30
Michigan,0,2017-09-30
Minnesota,0,2017-09-30
Mississippi,0,2017-09-30
Missouri,0,2017-09-30
Montana,0,2017-09-30
Nebraska,0,2017-09-30
Nevada,0,2017-09-30
New Hampshire,100,2017-09-30
New Jersey,0,2017-09-30
New Mexico,0,2017-09-30
New York,5,2017-09-30
North Carolina,0,2017-09-30
North Dakota,0,2017-09-30
Ohio,0,2017-09-30
Oklahoma,0,2017-09-30
Oregon,0,2017-09-30
Pennsylvania,0,2017-09-30
Rhode Island,0,2017-09-30
South Carolina,0,2017-09-30
South Dakota,0,2017-09-30
Tennessee,0,2017-09-30
Texas,25,2017-09-30
Utah,45,2017-09-30
Vermont,0,2017-09-30
Virginia,0,2017-09-30
Washington,0,2017-09-30
West Virginia,0,2017-09-30
Wisconsin,0,2017-09-30
Wyoming,0,2017-09-30
Alabama,0,2017-10-31
Alaska,0,2017-10-31
Arizona,22,2017-10-31
Arkansas,65,2017-10-31
California,10,2017-10-31
Colorado,24,2017-10-31
Connecticut,0,2017-10-31
Delaware,0,2017-10-31
District of Columbia,85,2017-10-31
Florida,14,2017-10-31
Georgia,12,2017-10-31
Hawaii,0,2017-10-31
Idaho,100,2017-10-31
Illinois,0,2017-10-31
Indiana,25,2017-10-31
Iowa,0,2017-10-31
Kansas,0,2017-10-31
Kentucky,0,2017-10-31
Louisiana,40,2017-10-31
Maine,0,2017-10-31
Maryland,0,2017-10-31
Massachusetts,0,2017-10-31
Michigan,0,2017-10-31
Minnesota,0,2017-10-31
Mississippi,0,2017-10-31
Missouri,0,2017-10-31
Montana,0,2017-10-31
Nebraska,0,2017-10-31
Nevada,0,2017-10-31
New Hampshire,0,2017-10-31
New Jersey,14,2017-10-31
New Mexico,0,2017-10-31
New York,6,2017-10-31
North Carolina,0,2017-10-31
North Dakota,0,2017-10-31
Ohio,37,2017-10-31
Oklahoma,0,2017-10-31
Oregon,0,2017-10-31
Pennsylvania,22,2017-10-31
Rhode Island,0,2017-10-31
South Carolina,0,2017-10-31
South Dakota,0,2017-10-31
Tennessee,0,2017-10-31
Texas,14,2017-10-31
Utah,0,2017-10-31
Vermont,0,2017-10-31
Virginia,0,2017-10-31
Washington,18,2017-10-31
West Virginia,0,2017-10-31
Wisconsin,26,2017-10-31
Wyoming,0,2017-10-31
Alabama,0,2017-11-30
Alaska,0,2017-11-30
Arizona,0,2017-11-30
Arkansas,0,2017-11-30
California,0,2017-11-30
Colorado,0,2017-11-30
Connecticut,0,2017-11-30
Delaware,0,2017-11-30
District of Columbia,0,2017-11-30
Florida,17,2017-11-30
Georgia,0,2017-11-30
Hawaii,0,2017-11-30
Idaho,0,2017-11-30
Illinois,0,2017-11-30
Indiana,0,2017-11-30
Iowa,0,2017-11-30
Kansas,0,2017-11-30
Kentucky,0,2017-11-30
Louisiana,100,2017-11-30
Maine,0,2017-11-30
Maryland,0,2017-11-30
Massachusetts,0,2017-11-30
Michigan,0,2017-11-30
Minnesota,0,2017-11-30
Mississippi,0,2017-11-30
Missouri,63,2017-11-30
Montana,0,2017-11-30
Nebraska,0,2017-11-30
Nevada,61,2017-11-30
New Hampshire,0,2017-11-30
New Jersey,0,2017-11-30
New Mexico,0,2017-11-30
New York,23,2017-11-30
North Carolina,17,2017-11-30
North Dakota,0,2017-11-30
Ohio,16,2017-11-30
Oklahoma,0,2017-11-30
Oregon,38,2017-11-30
Pennsylvania,0,2017-11-30
Rhode Island,0,2017-11-30
South Carolina,43,2017-11-30
South Dakota,0,2017-11-30
Tennessee,0,2017-11-30
Texas,6,2017-11-30
Utah,0,2017-11-30
Vermont,0,2017-11-30
Virginia,18,2017-11-30
Washington,0,2017-11-30
West Virginia,0,2017-11-30
Wisconsin,0,2017-11-30
Wyoming,0,2017-11-30
Alabama,0,2017-12-31
Alaska,0,2017-12-31
Arizona,0,2017-12-31
Arkansas,0,2017-12-31
California,43,2017-12-31
Colorado,0,2017-12-31
Connecticut,94,2017-12-31
Delaware,0,2017-12-31
District of Columbia,0,2017-12-31
Florida,34,2017-12-31
Georgia,31,2017-12-31
Hawaii,0,2017-12-31
Idaho,0,2017-12-31
Illinois,25,2017-12-31
Indiana,0,2017-12-31
Iowa,0,2017-12-31
Kansas,0,2017-12-31
Kentucky,0,2017-12-31
Louisiana,100,2017-12-31
Maine,0,2017-12-31
Maryland,0,2017-12-31
Massachusetts,45,2017-12-31
Michigan,38,2017-12-31
Minnesota,63,2017-12-31
Mississippi,0,2017-12-31
Missouri,0,2017-12-31
Montana,0,2017-12-31
Nebraska,0,2017-12-31
Nevada,0,2017-12-31
New Hampshire,0,2017-12-31
New Jersey,0,2017-12-31
New Mexico,0,2017-12-31
New York,47,2017-12-31
North Carolina,0,2017-12-31
North Dakota,0,2017-12-31
Ohio,0,2017-12-31
Oklahoma,0,2017-12-31
Oregon,0,2017-12-31
Pennsylvania,0,2017-12-31
Rhode Island,0,2017-12-31
South Carolina,86,2017-12-31
South Dakota,0,2017-12-31
Tennessee,0,2017-12-31
Texas,25,2017-12-31
Utah,0,2017-12-31
Vermont,0,2017-12-31
Virginia,0,2017-12-31
Washington,45,2017-12-31
West Virginia,0,2017-12-31
Wisconsin,0,2017-12-31
Wyoming,0,2017-12-31
Alabama,88,2018-01-31
Alaska,0,2018-01-31
Arizona,0,2018-01-31
Arkansas,0,2018-01-31
California,26,2018-01-31
Colorado,0,2018-01-31
Connecticut,94,2018-01-31
Delaware,0,2018-01-31
District of Columbia,0,2018-01-31
Florida,69,2018-01-31
Georgia,30,2018-01-31
Hawaii,0,2018-01-31
Idaho,0,2018-01-31
Illinois,0,2018-01-31
Indiana,0,2018-01-31
Iowa,0,2018-01-31
Kansas,0,2018-01-31
Kentucky,0,2018-01-31
Louisiana,100,2018-01-31
Maine,0,2018-01-31
Maryland,55,2018-01-31
Massachusetts,0,2018-01-31
Michigan,39,2018-01-31
Minnesota,0,2018-01-31
Mississippi,0,2018-01-31
Missouri,0,2018-01-31
Montana,0,2018-01-31
Nebraska,0,2018-01-31
Nevada,0,2018-01-31
New Hampshire,0,2018-01-31
New Jersey,36,2018-01-31
New Mexico,0,2018-01-31
New York,32,2018-01-31
North Carolina,0,2018-01-31
North Dakota,0,2018-01-31
Ohio,0,2018-01-31
Oklahoma,0,2018-01-31
Oregon,0,2018-01-31
Pennsylvania,28,2018-01-31
Rhode Island,0,2018-01-31
South Carolina,0,2018-01-31
South Dakota,0,2018-01-31
Tennessee,0,2018-01-31
Texas,36,2018-01-31
Utah,0,2018-01-31
Vermont,0,2018-01-31
Virginia,74,2018-01-31
Washington,46,2018-01-31
West Virginia,0,2018-01-31
Wisconsin,0,2018-01-31
Wyoming,0,2018-01-31
Alabama,0,2018-02-28
Alaska,0,2018-02-28
Arizona,19,2018-02-28
Arkansas,0,2018-02-28
California,11,2018-02-28
Colorado,21,2018-02-28
Connecticut,0,2018-02-28
Delaware,0,2018-02-28
District of Columbia,0,2018-02-28
Florida,0,2018-02-28
Georgia,0,2018-02-28
Hawaii,0,2018-02-28
Idaho,0,2018-02-28
Illinois,9,2018-02-28
Indiana,21,2018-02-28
Iowa,48,2018-02-28
Kansas,0,2018-02-28
Kentucky,0,2018-02-28
Louisiana,34,2018-02-28
Maine,100,2018-02-28
Maryland,19,2018-02-28
Massachusetts,0,2018-02-28
Michigan,0,2018-02-28
Minnesota,0,2018-02-28
Mississippi,0,2018-02-28
Missouri,66,2018-02-28
Montana,0,2018-02-28
Nebraska,0,2018-02-28
Nevada,0,2018-02-28
New Hampshire,0,2018-02-28
New Jersey,12,2018-02-28
New Mexico,0,2018-02-28
New York,5,2018-02-28
North Carolina,0,2018-02-28
North Dakota,0,2018-02-28
Ohio,0,2018-02-28
Oklahoma,0,2018-02-28
Oregon,0,2018-02-28
Pennsylvania,0,2018-02-28
Rhode Island,0,2018-02-28
South Carolina,0,2018-02-28
South Dakota,0,2018-02-28
Tennessee,0,2018-02-28
Texas,30,2018-02-28
Utah,0,2018-02-28
Vermont,0,2018-02-28
Virginia,0,2018-02-28
Washington,16,2018-02-28
West Virginia,0,2018-02-28
Wisconsin,0,2018-02-28
Wyoming,0,2018-02-28
Alabama,0,2018-03-31
Alaska,0,2018-03-31
Arizona,0,2018-03-31
Arkansas,0,2018-03-31
California,8,2018-03-31
Colorado,0,2018-03-31
Connecticut,0,2018-03-31
Delaware,0,2018-03-31
District of Columbia,0,2018-03-31
Florida,19,2018-03-31
Georgia,7,2018-03-31
Hawaii,0,2018-03-31
Idaho,0,2018-03-31
Illinois,17,2018-03-31
Indiana,0,2018-03-31
Iowa,0,2018-03-31
Kansas,0,2018-03-31
Kentucky,0,2018-03-31
Louisiana,45,2018-03-31
Maine,0,2018-03-31
Maryland,13,2018-03-31
Massachusetts,0,2018-03-31
Michigan,0,2018-03-31
Minnesota,0,2018-03-31
Mississippi,42,2018-03-31
Missouri,0,2018-03-31
Montana,100,2018-03-31
Nebraska,41,2018-03-31
Nevada,0,2018-03-31
New Hampshire,0,2018-03-31
New Jersey,8,2018-03-31
New Mexico,0,2018-03-31
New York,7,2018-03-31
North Carolina,16,2018-03-31
North Dakota,0,2018-03-31
Ohio,0,2018-03-31
Oklahoma,0,2018-03-31
Oregon,0,2018-03-31
Pennsylvania,13,2018-03-31
Rhode Island,0,2018-03-31
South Carolina,0,2018-03-31
South Dakota,0,2018-03-31
Tennessee,0,2018-03-31
Texas,14,2018-03-31
Utah,0,2018-03-31
Vermont,0,2018-03-31
Virginia,8,2018-03-31
Washington,0,2018-03-31
West Virginia,67,2018-03-31
Wisconsin,0,2018-03-31
Wyoming,0,2018-03-31
Alabama,0,2018-04-30
Alaska,0,2018-04-30
Arizona,13,2018-04-30
Arkansas,0,2018-04-30
California,0,2018-04-30
Colorado,0,2018-04-30
Connecticut,11,2018-04-30
Delaware,0,2018-04-30
District of Columbia,0,2018-04-30
Florida,8,2018-04-30
Georgia,8,2018-04-30
Hawaii,0,2018-04-30
Idaho,0,2018-04-30
Illinois,0,2018-04-30
Indiana,0,2018-04-30
Iowa,0,2018-04-30
Kansas,0,2018-04-30
Kentucky,0,2018-04-30
Louisiana,12,2018-04-30
Maine,0,2018-04-30
Maryland,0,2018-04-30
Massachusetts,5,2018-04-30
Michigan,0,2018-04-30
Minnesota,0,2018-04-30
Mississippi,22,2018-04-30
Missouri,8,2018-04-30
Montana,0,2018-04-30
Nebraska,0,2018-04-30
Nevada,0,2018-04-30
New Hampshire,0,2018-04-30
New Jersey,0,2018-04-30
New Mexico,0,2018-04-30
New York,9,2018-04-30
North Carolina,12,2018-04-30
North Dakota,0,2018-04-30
Ohio,0,2018-04-30
Oklahoma,14,2018-04-30
Oregon,0,2018-04-30
Pennsylvania,0,2018-04-30
Rhode Island,0,2018-04-30
South Carolina,0,2018-04-30
South Dakota,0,2018-04-30
Tennessee,7,2018-04-30
Texas,0,2018-04-30
Utah,0,2018-04-30
Vermont,0,2018-04-30
Virginia,0,2018-04-30
Washington,11,2018-04-30
West Virginia,0,2018-04-30
Wisconsin,0,2018-04-30
Wyoming,100,2018-04-30
Alabama,0,2018-05-31
Alaska,0,2018-05-31
Arizona,0,2018-05-31
Arkansas,0,2018-05-31
California,14,2018-05-31
Colorado,14,2018-05-31
Connecticut,44,2018-05-31
Delaware,100,2018-05-31
District of Columbia,0,2018-05-31
Florida,8,2018-05-31
Georgia,0,2018-05-31
Hawaii,0,2018-05-31
Idaho,65,2018-05-31
Illinois,6,2018-05-31
Indiana,0,2018-05-31
Iowa,0,2018-05-31
Kansas,0,2018-05-31
Kentucky,0,2018-05-31
Louisiana,24,2018-05-31
Maine,0,2018-05-31
Maryland,13,2018-05-31
Massachusetts,0,2018-05-31
Michigan,0,2018-05-31
Minnesota,16,2018-05-31
Mississippi,91,2018-05-31
Missouri,0,2018-05-31
Montana,0,2018-05-31
Nebraska,0,2018-05-31
Nevada,0,2018-05-31
New Hampshire,0,2018-05-31
New Jersey,0,2018-05-31
New Mexico,0,2018-05-31
New York,7,2018-05-31
North Carolina,0,2018-05-31
North Dakota,0,2018-05-31
Ohio,0,2018-05-31
Oklahoma,30,2018-05-31
Oregon,0,2018-05-31
Pennsylvania,7,2018-05-31
Rhode Island,0,2018-05-31
South Carolina,0,2018-05-31
South Dakota,0,2018-05-31
Tennessee,14,2018-05-31
Texas,3,2018-05-31
Utah,29,2018-05-31
Vermont,0,2018-05-31
Virginia,18,2018-05-31
Washington,0,2018-05-31
West Virginia,0,2018-05-31
Wisconsin,0,2018-05-31
Wyoming,0,2018-05-31
Alabama,32,2018-06-30
Alaska,0,2018-06-30
Arizona,0,2018-06-30
Arkansas,0,2018-06-30
California,6,2018-06-30
Colorado,20,2018-06-30
Connecticut,0,2018-06-30
Delaware,0,2018-06-30
District of Columbia,0,2018-06-30
Florida,17,2018-06-30
Georgia,21,2018-06-30
Hawaii,0,2018-06-30
Idaho,0,2018-06-30
Illinois,9,2018-06-30
Indiana,22,2018-06-30
Iowa,0,2018-06-30
Kansas,0,2018-06-30
Kentucky,0,2018-06-30
Louisiana,100,2018-06-30
Maine,0,2018-06-30
Maryland,19,2018-06-30
Massachusetts,15,2018-06-30
Michigan,0,2018-06-30
Minnesota,0,2018-06-30
Mississippi,0,2018-06-30
Missouri,0,2018-06-30
Montana,0,2018-06-30
Nebraska,0,2018-06-30
Nevada,0,2018-06-30
New Hampshire,0,2018-06-30
New Jersey,12,2018-06-30
New Mexico,0,2018-06-30
New York,5,2018-06-30
North Carolina,0,2018-06-30
North Dakota,0,2018-06-30
Ohio,0,2018-06-30
Oklahoma,0,2018-06-30
Oregon,27,2018-06-30
Pennsylvania,0,2018-06-30
Rhode Island,0,2018-06-30
South Carolina,0,2018-06-30
South Dakota,0,2018-06-30
Tennessee,0,2018-06-30
Texas,8,2018-06-30
Utah,40,2018-06-30
Vermont,0,2018-06-30
Virginia,40,2018-06-30
Washington,15,2018-06-30
West Virginia,0,2018-06-30
Wisconsin,0,2018-06-30
Wyoming,0,2018-06-30
Alabama,30,2018-07-31
Alaska,0,2018-07-31
Arizona,0,2018-07-31
Arkansas,0,2018-07-31
California,6,2018-07-31
Colorado,0,2018-07-31
Connecticut,0,2018-07-31
Delaware,0,2018-07-31
District of Columbia,0,2018-07-31
Florida,28,2018-07-31
Georgia,30,2018-07-31
Hawaii,0,2018-07-31
Idaho,88,2018-07-31
Illinois,9,2018-07-31
Indiana,0,2018-07-31
Iowa,0,2018-07-31
Kansas,100,2018-07-31
Kentucky,0,2018-07-31
Louisiana,33,2018-07-31
Maine,0,2018-07-31
Maryland,0,2018-07-31
Massachusetts,0,2018-07-31
Michigan,13,2018-07-31
Minnesota,0,2018-07-31
Mississippi,0,2018-07-31
Missouri,0,2018-07-31
Montana,0,2018-07-31
Nebraska,0,2018-07-31
Nevada,0,2018-07-31
New Hampshire,0,2018-07-31
New Jersey,0,2018-07-31
New Mexico,0,2018-07-31
New York,11,2018-07-31
North Carolina,0,2018-07-31
North Dakota,0,2018-07-31
Ohio,11,2018-07-31
Oklahoma,40,2018-07-31
Oregon,0,2018-07-31
Pennsylvania,0,2018-07-31
Rhode Island,0,2018-07-31
South Carolina,0,2018-07-31
South Dakota,0,2018-07-31
Tennessee,0,2018-07-31
Texas,12,2018-07-31
Utah,0,2018-07-31
Vermont,0,2018-07-31
Virginia,0,2018-07-31
Washington,15,2018-07-31
West Virginia,0,2018-07-31
Wisconsin,0,2018-07-31
Wyoming,0,2018-07-31
Alabama,0,2018-08-31
Alaska,0,2018-08-31
Arizona,0,2018-08-31
Arkansas,0,2018-08-31
California,20,2018-08-31
Colorado,0,2018-08-31
Connecticut,0,2018-08-31
Delaware,0,2018-08-31
District of Columbia,0,2018-08-31
Florida,0,2018-08-31
Georgia,36,2018-08-31
Hawaii,0,2018-08-31
Idaho,0,2018-08-31
Illinois,30,2018-08-31
Indiana,74,2018-08-31
Iowa,0,2018-08-31
Kansas,0,2018-08-31
Kentucky,0,2018-08-31
Louisiana,0,2018-08-31
Maine,0,2018-08-31
Maryland,0,2018-08-31
Massachusetts,0,2018-08-31
Michigan,47,2018-08-31
Minnesota,0,2018-08-31
Mississippi,0,2018-08-31
Missouri,78,2018-08-31
Montana,0,2018-08-31
Nebraska,0,2018-08-31
Nevada,0,2018-08-31
New Hampshire,0,2018-08-31
New Jersey,0,2018-08-31
New Mexico,0,2018-08-31
New York,38,2018-08-31
North Carolina,0,2018-08-31
North Dakota,0,2018-08-31
Ohio,0,2018-08-31
Oklahoma,0,2018-08-31
Oregon,0,2018-08-31
Pennsylvania,0,2018-08-31
Rhode Island,0,2018-08-31
South Carolina,100,2018-08-31
South Dakota,0,2018-08-31
Tennessee,68,2018-08-31
Texas,29,2018-08-31
Utah,0,2018-08-31
Vermont,0,2018-08-31
Virginia,0,2018-08-31
Washington,0,2018-08-31
West Virginia,0,2018-08-31
Wisconsin,0,2018-08-31
Wyoming,0,2018-08-31
Alabama,0,2018-09-30
Alaska,0,2018-09-30
Arizona,0,2018-09-30
Arkansas,0,2018-09-30
California,6,2018-09-30
Colorado,43,2018-09-30
Connecticut,0,2018-09-30
Delaware,0,2018-09-30
District of Columbia,0,2018-09-30
Florida,0,2018-09-30
Georgia,0,2018-09-30
Hawaii,0,2018-09-30
Idaho,0,2018-09-30
Illinois,18,2018-09-30
Indiana,0,2018-09-30
Iowa,100,2018-09-30
Kansas,0,2018-09-30
Kentucky,0,2018-09-30
Louisiana,72,2018-09-30
Maine,0,2018-09-30
Maryland,41,2018-09-30
Massachusetts,0,2018-09-30
Michigan,28,2018-09-30
Minnesota,0,2018-09-30
Mississippi,0,2018-09-30
Missouri,0,2018-09-30
Montana,0,2018-09-30
Nebraska,0,2018-09-30
Nevada,0,2018-09-30
New Hampshire,0,2018-09-30
New Jersey,0,2018-09-30
New Mexico,0,2018-09-30
New York,0,2018-09-30
North Carolina,0,2018-09-30
North Dakota,0,2018-09-30
Ohio,22,2018-09-30
Oklahoma,0,2018-09-30
Oregon,0,2018-09-30
Pennsylvania,0,2018-09-30
Rhode Island,0,2018-09-30
South Carolina,0,2018-09-30
South Dakota,0,2018-09-30
Tennessee,42,2018-09-30
Texas,52,2018-09-30
Utah,0,2018-09-30
Vermont,0,2018-09-30
Virginia,0,2018-09-30
Washington,0,2018-09-30
West Virginia,0,2018-09-30
Wisconsin,0,2018-09-30
Wyoming,0,2018-09-30
Alabama,0,2018-10-31
Alaska,0,2018-10-31
Arizona,0,2018-10-31
Arkansas,56,2018-10-31
California,11,2018-10-31
Colorado,0,2018-10-31
Connecticut,31,2018-10-31
Delaware,0,2018-10-31
District of Columbia,0,2018-10-31
Florida,11,2018-10-31
Georgia,10,2018-10-31
Hawaii,0,2018-10-31
Idaho,0,2018-10-31
Illinois,0,2018-10-31
Indiana,0,2018-10-31
Iowa,0,2018-10-31
Kansas,0,2018-10-31
Kentucky,0,2018-10-31
Louisiana,100,2018-10-31
Maine,0,2018-10-31
Maryland,19,2018-10-31
Massachusetts,0,2018-10-31
Michigan,0,2018-10-31
Minnesota,0,2018-10-31
Mississippi,62,2018-10-31
Missouri,0,2018-10-31
Montana,0,2018-10-31
Nebraska,0,2018-10-31
Nevada,0,2018-10-31
New Hampshire,0,2018-10-31
New Jersey,12,2018-10-31
New Mexico,0,2018-10-31
New York,16,2018-10-31
North Carolina,23,2018-10-31
North Dakota,0,2018-10-31
Ohio,0,2018-10-31
Oklahoma,0,2018-10-31
Oregon,0,2018-10-31
Pennsylvania,0,2018-10-31
Rhode Island,0,2018-10-31
South Carolina,28,2018-10-31
South Dakota,0,2018-10-31
Tennessee,0,2018-10-31
Texas,4,2018-10-31
Utah,40,2018-10-31
Vermont,0,2018-10-31
Virginia,0,2018-10-31
Washington,0,2018-10-31
West Virginia,0,2018-10-31
Wisconsin,22,2018-10-31
Wyoming,0,2018-10-31
Alabama,0,2018-11-30
Alaska,0,2018-11-30
Arizona,13,2018-11-30
Arkansas,0,2018-11-30
California,12,2018-11-30
Colorado,0,2018-11-30
Connecticut,0,2018-11-30
Delaware,0,2018-11-30
District of Columbia,0,2018-11-30
Florida,8,2018-11-30
Georgia,23,2018-11-30
Hawaii,0,2018-11-30
Idaho,0,2018-11-30
Illinois,12,2018-11-30
Indiana,0,2018-11-30
Iowa,0,2018-11-30
Kansas,0,2018-11-30
Kentucky,0,2018-11-30
Louisiana,0,2018-11-30
Maine,0,2018-11-30
Maryland,0,2018-11-30
Massachusetts,0,2018-11-30
Michigan,0,2018-11-30
Minnesota,0,2018-11-30
Mississippi,44,2018-11-30
Missouri,0,2018-11-30
Montana,0,2018-11-30
Nebraska,0,2018-11-30
Nevada,0,2018-11-30
New Hampshire,0,2018-11-30
New Jersey,0,2018-11-30
New Mexico,100,2018-11-30
New York,4,2018-11-30
North Carolina,0,2018-11-30
North Dakota,0,2018-11-30
Ohio,7,2018-11-30
Oklahoma,0,2018-11-30
Oregon,0,2018-11-30
Pennsylvania,0,2018-11-30
Rhode Island,0,2018-11-30
South Carolina,20,2018-11-30
South Dakota,0,2018-11-30
Tennessee,13,2018-11-30
Texas,0,2018-11-30
Utah,28,2018-11-30
Vermont,0,2018-11-30
Virginia,17,2018-11-30
Washington,0,2018-11-30
West Virginia,0,2018-11-30
Wisconsin,0,2018-11-30
Wyoming,0,2018-11-30
Alabama,0,2018-12-31
Alaska,0,2018-12-31
Arizona,53,2018-12-31
Arkansas,53,2018-12-31
California,3,2018-12-31
Colorado,38,2018-12-31
Connecticut,0,2018-12-31
Delaware,0,2018-12-31
District of Columbia,0,2018-12-31
Florida,5,2018-12-31
Georgia,11,2018-12-31
Hawaii,93,2018-12-31
Idaho,0,2018-12-31
Illinois,9,2018-12-31
Indiana,0,2018-12-31
Iowa,0,2018-12-31
Kansas,0,2018-12-31
Kentucky,0,2018-12-31
Louisiana,100,2018-12-31
Maine,0,2018-12-31
Maryland,0,2018-12-31
Massachusetts,0,2018-12-31
Michigan,0,2018-12-31
Minnesota,21,2018-12-31
Mississippi,0,2018-12-31
Missouri,0,2018-12-31
Montana,0,2018-12-31
Nebraska,0,2018-12-31
Nevada,81,2018-12-31
New Hampshire,0,2018-12-31
New Jersey,0,2018-12-31
New Mexico,0,2018-12-31
New York,0,2018-12-31
North Carolina,32,2018-12-31
North Dakota,0,2018-12-31
Ohio,0,2018-12-31
Oklahoma,0,2018-12-31
Oregon,0,2018-12-31
Pennsylvania,19,2018-12-31
Rhode Island,0,2018-12-31
South Carolina,0,2018-12-31
South Dakota,0,2018-12-31
Tennessee,0,2018-12-31
Texas,12,2018-12-31
Utah,0,2018-12-31
Vermont,0,2018-12-31
Virginia,24,2018-12-31
Washington,0,2018-12-31
West Virginia,0,2018-12-31
Wisconsin,0,2018-12-31
Wyoming,0,2018-12-31
Alabama,44,2019-01-31
Alaska,0,2019-01-31
Arizona,0,2019-01-31
Arkansas,0,2019-01-31
California,8,2019-01-31
Colorado,14,2019-01-31
Connecticut,0,2019-01-31
Delaware,100,2019-01-31
District of Columbia,0,2019-01-31
Florida,12,2019-01-31
Georgia,33,2019-01-31
Hawaii,0,2019-01-31
Idaho,0,2019-01-31
Illinois,0,2019-01-31
Indiana,0,2019-01-31
Iowa,0,2019-01-31
Kansas,0,2019-01-31
Kentucky,0,2019-01-31
Louisiana,24,2019-01-31
Maine,0,2019-01-31
Maryland,0,2019-01-31
Massachusetts,0,2019-01-31
Michigan,0,2019-01-31
Minnesota,0,2019-01-31
Mississippi,0,2019-01-31
Missouri,15,2019-01-31
Montana,0,2019-01-31
Nebraska,0,2019-01-31
Nevada,29,2019-01-31
New Hampshire,0,2019-01-31
New Jersey,9,2019-01-31
New Mexico,0,2019-01-31
New York,7,2019-01-31
North Carolina,0,2019-01-31
North Dakota,0,2019-01-31
Ohio,7,2019-01-31
Oklahoma,28,2019-01-31
Oregon,41,2019-01-31
Pennsylvania,7,2019-01-31
